POA_CODE_2021	Religion	Denomination	Sex	persons
POA0812	Christianity	Seventh Day Adventist	F	20
POA0812	Christianity	Seventh Day Adventist	M	27
POA0812	Christianity	Uniting Church	F	286
POA0812	Christianity	Uniting Church	M	212
POA0812	Hinduism		F	164
POA0812	Hinduism		M	161
POA0812	Islam		F	196
POA0812	Islam		M	225
POA0812	Judaism		F	3
POA0812	Judaism		M	6
POA0812	No religion		F	3280
POA0812	No religion		M	3647
POA0820	(Other)		F	838
POA0820	(Other)		M	1080
POA0820	(Other)	(Other)	F	48
POA0820	(Other)	(Other)	M	44
POA0820	(Other)	Australian Aboriginal Traditional	F	18
POA0820	(Other)	Australian Aboriginal Traditional	M	5
POA0820	(Other)	Other spiritual beliefs	F	24
POA0820	(Other)	Other spiritual beliefs	M	10
POA0820	(Other)	Secular beliefs	F	17
POA0820	(Other)	Secular beliefs	M	31
POA0820	(Other)	Sikhism	F	66
POA0820	(Other)	Sikhism	M	69
POA0820	Buddhism		F	380
POA0820	Buddhism		M	279
POA0820	Christianity		F	183
POA0820	Christianity		M	148
POA0820	Christianity	(Other)	F	8
POA0820	Christianity	(Other)	M	9
POA0820	Christianity	Anglican	F	589
POA0820	Christianity	Anglican	M	554
POA0820	Christianity	Baptist	F	128
POA0820	Christianity	Baptist	M	88
POA0820	Christianity	Catholic	F	1895
POA0820	Christianity	Catholic	M	1681
POA0820	Christianity	Churches Of Christ	F	4
POA0820	Christianity	Churches Of Christ	M	4
POA0820	Christianity	Eastern Orthodox	F	284
POA0820	Christianity	Eastern Orthodox	M	304
POA0820	Christianity	Jehovah's Witnesses	F	7
POA0820	Christianity	Jehovah's Witnesses	M	3
POA0820	Christianity	Latter Day Saints	F	22
POA0820	Christianity	Latter Day Saints	M	16
POA0820	Christianity	Lutheran	F	60
POA0820	Christianity	Lutheran	M	55
POA0820	Christianity	Oriental Orthodox	M	3
POA0820	Christianity	Pentecostal	F	99
POA0820	Christianity	Pentecostal	M	79
POA0820	Christianity	Presbyterian Reformed	F	97
POA0820	Christianity	Presbyterian Reformed	M	82
POA0820	Christianity	Protestant (Other)	F	43
POA0820	Christianity	Protestant (Other)	M	52
POA0820	Christianity	Salvation Army	F	3
POA0820	Christianity	Salvation Army	M	6
POA0820	Christianity	Seventh Day Adventist	F	20
POA0820	Christianity	Seventh Day Adventist	M	10
POA0820	Christianity	Uniting Church	F	247
POA0820	Christianity	Uniting Church	M	162
POA0820	Hinduism		F	474
POA0820	Hinduism		M	579
POA0820	Islam		F	161
POA0820	Islam		M	213
POA0820	Judaism		F	13
POA0820	Judaism		M	14
POA0820	No religion		F	4176
POA0820	No religion		M	4436
POA0822	(Other)		F	1374
POA0822	(Other)		M	1533
POA0822	(Other)	(Other)	F	25
POA0822	(Other)	(Other)	M	19
POA0822	(Other)	Australian Aboriginal Traditional	F	1197
POA0822	(Other)	Australian Aboriginal Traditional	M	1305
POA0822	(Other)	Other spiritual beliefs	F	63
POA0822	(Other)	Other spiritual beliefs	M	49
POA0822	(Other)	Secular beliefs	F	11
POA0822	(Other)	Secular beliefs	M	17
POA0822	(Other)	Sikhism	M	4
POA0822	Buddhism		F	123
POA0822	Buddhism		M	89
POA0822	Christianity		F	1028
POA0822	Christianity		M	1040
POA0822	Christianity	Anglican	F	943
POA0822	Christianity	Anglican	M	872
POA0822	Christianity	Baptist	F	59
POA0822	Christianity	Baptist	M	65
POA0822	Christianity	Catholic	F	2468
POA0822	Christianity	Catholic	M	2342
POA0822	Christianity	Churches Of Christ	M	5
POA0822	Christianity	Eastern Orthodox	F	16
POA0822	Christianity	Eastern Orthodox	M	21
POA0822	Christianity	Jehovah's Witnesses	F	10
POA0822	Christianity	Latter Day Saints	F	3
POA0822	Christianity	Latter Day Saints	M	5
POA0822	Christianity	Lutheran	F	20
POA0822	Christianity	Lutheran	M	19
POA0822	Christianity	Pentecostal	F	41
POA0822	Christianity	Pentecostal	M	36
POA0822	Christianity	Presbyterian Reformed	F	53
POA0822	Christianity	Presbyterian Reformed	M	49
POA0822	Christianity	Protestant (Other)	F	85
POA0822	Christianity	Protestant (Other)	M	83
POA0822	Christianity	Salvation Army	F	7
POA0822	Christianity	Salvation Army	M	4
POA0822	Christianity	Seventh Day Adventist	F	22
POA0822	Christianity	Seventh Day Adventist	M	14
POA0822	Christianity	Uniting Church	F	1881
POA0822	Christianity	Uniting Church	M	1803
POA0822	Hinduism		F	12
POA0822	Hinduism		M	4
POA0822	Islam		F	21
POA0822	Islam		M	21
POA0822	Judaism		F	3
POA0822	Judaism		M	4
POA0822	No religion		F	3021
POA0822	No religion		M	3402
POA0828	(Other)		F	117
POA0828	(Other)		M	113
POA0828	(Other)	(Other)	F	3
POA0828	(Other)	(Other)	M	3
POA0828	(Other)	Australian Aboriginal Traditional	F	23
POA0828	(Other)	Australian Aboriginal Traditional	M	10
POA0828	(Other)	Secular beliefs	M	6
POA0828	(Other)	Sikhism	F	5
POA0828	(Other)	Sikhism	M	11
POA0828	Buddhism		F	17
POA0828	Buddhism		M	18
POA0828	Christianity		F	36
POA0828	Christianity		M	22
POA0828	Christianity	Anglican	F	28
POA0828	Christianity	Anglican	M	31
POA0828	Christianity	Baptist	F	21
POA0828	Christianity	Baptist	M	14
POA0828	Christianity	Catholic	F	204
POA0828	Christianity	Catholic	M	213
POA0828	Christianity	Churches Of Christ	F	3
POA0828	Christianity	Churches Of Christ	M	5
POA0828	Christianity	Eastern Orthodox	F	34
POA0828	Christianity	Eastern Orthodox	M	30
POA0828	Christianity	Jehovah's Witnesses	F	3
POA0828	Christianity	Jehovah's Witnesses	M	3
POA0828	Christianity	Lutheran	F	3
POA0828	Christianity	Oriental Orthodox	M	5
POA0828	Christianity	Pentecostal	F	35
POA0828	Christianity	Pentecostal	M	21
POA0828	Christianity	Presbyterian Reformed	F	7
POA0828	Christianity	Presbyterian Reformed	M	7
POA0828	Christianity	Protestant (Other)	F	5
POA0828	Christianity	Uniting Church	F	18
POA0828	Christianity	Uniting Church	M	26
POA0828	Hinduism		F	7
POA0828	Hinduism		M	16
POA0828	Islam		F	21
POA0828	Islam		M	27
POA0828	No religion		F	232
POA0828	No religion		M	280
POA0829	(Other)		F	118
POA0829	(Other)		M	1107
POA0829	Buddhism		M	5
POA0829	Christianity		F	3
POA0829	Christianity		M	12
POA0829	Christianity	Anglican	F	11
POA0829	Christianity	Anglican	M	36
POA0829	Christianity	Baptist	M	11
POA0829	Christianity	Catholic	F	27
POA0829	Christianity	Catholic	M	102
POA0829	Christianity	Pentecostal	M	4
POA0829	Christianity	Presbyterian Reformed	F	4
POA0829	Christianity	Presbyterian Reformed	M	5
POA0829	Christianity	Protestant (Other)	M	3
POA0829	Christianity	Salvation Army	M	3
POA0829	Christianity	Seventh Day Adventist	M	4
POA0829	Christianity	Uniting Church	F	5
POA0829	Christianity	Uniting Church	M	5
POA0829	Hinduism		F	4
POA0829	Hinduism		M	9
POA0829	Islam		M	9
POA0829	No religion		F	109
POA0829	No religion		M	331
POA0830	(Other)		F	1024
POA0830	(Other)		M	1266
POA0830	(Other)	(Other)	F	41
POA0830	(Other)	(Other)	M	35
POA0830	(Other)	Australian Aboriginal Traditional	F	4
POA0830	(Other)	Australian Aboriginal Traditional	M	3
POA0830	(Other)	Other spiritual beliefs	F	24
POA0830	(Other)	Other spiritual beliefs	M	15
POA0830	(Other)	Secular beliefs	F	20
POA0830	(Other)	Secular beliefs	M	37
POA0830	(Other)	Sikhism	F	26
POA0830	(Other)	Sikhism	M	35
POA0830	Buddhism		F	233
POA0830	Buddhism		M	168
POA0830	Christianity		F	246
POA0830	Christianity		M	225
POA0830	Christianity	(Other)	F	20
POA0830	Christianity	(Other)	M	17
POA0830	Christianity	Anglican	F	627
POA0830	Christianity	Anglican	M	513
POA0830	Christianity	Baptist	F	140
POA0830	Christianity	Baptist	M	127
POA0830	Christianity	Catholic	F	1728
POA0830	Christianity	Catholic	M	1519
POA0830	Christianity	Churches Of Christ	F	8
POA0830	Christianity	Churches Of Christ	M	4
POA0830	Christianity	Eastern Orthodox	F	118
POA0830	Christianity	Eastern Orthodox	M	130
POA0830	Christianity	Jehovah's Witnesses	F	34
POA0830	Christianity	Jehovah's Witnesses	M	28
POA0830	Christianity	Latter Day Saints	F	39
POA0830	Christianity	Latter Day Saints	M	33
POA0830	Christianity	Lutheran	F	77
POA0830	Christianity	Lutheran	M	48
POA0830	Christianity	Oriental Orthodox	M	3
POA0830	Christianity	Pentecostal	F	160
POA0830	Christianity	Pentecostal	M	139
POA0830	Christianity	Presbyterian Reformed	F	90
POA0830	Christianity	Presbyterian Reformed	M	70
POA0830	Christianity	Protestant (Other)	F	64
POA0830	Christianity	Protestant (Other)	M	55
POA0830	Christianity	Salvation Army	F	11
POA0830	Christianity	Salvation Army	M	6
POA0830	Christianity	Seventh Day Adventist	F	37
POA0830	Christianity	Seventh Day Adventist	M	21
POA0830	Christianity	Uniting Church	F	222
POA0830	Christianity	Uniting Church	M	195
POA0830	Hinduism		F	154
POA0830	Hinduism		M	146
POA0830	Islam		F	117
POA0830	Islam		M	131
POA0830	Judaism		M	12
POA0830	No religion		F	3938
POA0830	No religion		M	4309
POA0832	(Other)		F	806
POA0832	(Other)		M	913
POA0832	(Other)	(Other)	F	37
POA0832	(Other)	(Other)	M	29
POA0832	(Other)	Australian Aboriginal Traditional	M	4
POA0832	(Other)	Other spiritual beliefs	F	16
POA0832	(Other)	Other spiritual beliefs	M	9
POA0832	(Other)	Secular beliefs	F	15
POA0832	(Other)	Secular beliefs	M	15
POA0832	(Other)	Sikhism	F	61
POA0832	(Other)	Sikhism	M	70
POA0832	Buddhism		F	215
POA0832	Buddhism		M	135
POA0832	Christianity		F	255
POA0832	Christianity		M	243
POA0832	Christianity	(Other)	F	4
POA0832	Christianity	(Other)	M	12
POA0832	Christianity	Anglican	F	557
POA0832	Christianity	Anglican	M	495
POA0832	Christianity	Baptist	F	142
POA0832	Christianity	Baptist	M	133
POA0832	Christianity	Catholic	F	1975
POA0832	Christianity	Catholic	M	1711
POA0832	Christianity	Churches Of Christ	F	14
POA0832	Christianity	Churches Of Christ	M	19
POA0832	Christianity	Eastern Orthodox	F	164
POA0832	Christianity	Eastern Orthodox	M	182
POA0832	Christianity	Jehovah's Witnesses	F	42
POA0832	Christianity	Jehovah's Witnesses	M	25
POA0832	Christianity	Latter Day Saints	F	23
POA0832	Christianity	Latter Day Saints	M	17
POA0832	Christianity	Lutheran	F	51
POA0832	Christianity	Lutheran	M	39
POA0832	Christianity	Oriental Orthodox	M	5
POA0832	Christianity	Pentecostal	F	223
POA0832	Christianity	Pentecostal	M	162
POA0832	Christianity	Presbyterian Reformed	F	73
POA0832	Christianity	Presbyterian Reformed	M	75
POA0832	Christianity	Protestant (Other)	F	48
POA0832	Christianity	Protestant (Other)	M	51
POA0832	Christianity	Salvation Army	F	13
POA0832	Christianity	Salvation Army	M	6
POA0832	Christianity	Seventh Day Adventist	F	40
POA0832	Christianity	Seventh Day Adventist	M	36
POA0832	Christianity	Uniting Church	F	207
POA0832	Christianity	Uniting Church	M	146
POA0832	Hinduism		F	264
POA0832	Hinduism		M	288
POA0832	Islam		F	136
POA0832	Islam		M	148
POA0832	Judaism		F	3
POA0832	Judaism		M	7
POA0832	No religion		F	4195
POA0832	No religion		M	4153
POA0834	(Other)		F	76
POA0834	(Other)		M	93
POA0834	(Other)	Secular beliefs	F	4
POA0834	(Other)	Secular beliefs	M	3
POA0834	Buddhism		F	18
POA0834	Buddhism		M	3
POA0834	Christianity		F	13
POA0834	Christianity		M	15
POA0834	Christianity	Anglican	F	96
POA0834	Christianity	Anglican	M	85
POA0834	Christianity	Baptist	F	6
POA0834	Christianity	Baptist	M	6
POA0834	Christianity	Catholic	F	128
POA0834	Christianity	Catholic	M	95
POA0834	Christianity	Eastern Orthodox	F	17
POA0834	Christianity	Eastern Orthodox	M	21
POA0834	Christianity	Latter Day Saints	F	4
POA0834	Christianity	Latter Day Saints	M	4
POA0834	Christianity	Lutheran	F	6
POA0834	Christianity	Lutheran	M	10
POA0834	Christianity	Pentecostal	F	11
POA0834	Christianity	Pentecostal	M	6
POA0834	Christianity	Presbyterian Reformed	F	15
POA0834	Christianity	Presbyterian Reformed	M	8
POA0834	Christianity	Protestant (Other)	M	3
POA0834	Christianity	Seventh Day Adventist	F	4
POA0834	Christianity	Uniting Church	F	34
POA0834	Christianity	Uniting Church	M	25
POA0834	Hinduism		F	4
POA0834	Hinduism		M	5
POA0834	Islam		F	11
POA0834	No religion		F	450
POA0834	No religion		M	505
POA0835	(Other)		F	144
POA0835	(Other)		M	152
POA0835	(Other)	(Other)	F	3
POA0835	(Other)	Other spiritual beliefs	F	5
POA0835	(Other)	Other spiritual beliefs	M	3
POA0835	(Other)	Secular beliefs	F	4
POA0835	(Other)	Secular beliefs	M	3
POA0835	(Other)	Sikhism	F	4
POA0835	Buddhism		F	28
POA0835	Buddhism		M	18
POA0835	Christianity		F	38
POA0835	Christianity		M	26
POA0835	Christianity	Anglican	F	145
POA0835	Christianity	Anglican	M	156
POA0835	Christianity	Baptist	F	17
POA0835	Christianity	Baptist	M	15
POA0835	Christianity	Catholic	F	278
POA0835	Christianity	Catholic	M	257
POA0835	Christianity	Eastern Orthodox	F	11
POA0835	Christianity	Eastern Orthodox	M	18
POA0835	Christianity	Jehovah's Witnesses	F	3
POA0835	Christianity	Jehovah's Witnesses	M	4
POA0835	Christianity	Lutheran	F	16
POA0835	Christianity	Lutheran	M	22
POA0835	Christianity	Oriental Orthodox	F	5
POA0835	Christianity	Oriental Orthodox	M	3
POA0835	Christianity	Pentecostal	F	16
POA0835	Christianity	Pentecostal	M	20
POA0835	Christianity	Presbyterian Reformed	F	15
POA0835	Christianity	Presbyterian Reformed	M	22
POA0835	Christianity	Protestant (Other)	F	9
POA0835	Christianity	Protestant (Other)	M	8
POA0835	Christianity	Salvation Army	F	4
POA0835	Christianity	Salvation Army	M	5
POA0835	Christianity	Uniting Church	F	57
POA0835	Christianity	Uniting Church	M	44
POA0835	Hinduism		F	8
POA0835	Hinduism		M	7
POA0835	Islam		F	5
POA0835	Islam		M	4
POA0835	No religion		F	705
POA0835	No religion		M	811
POA0836	(Other)		F	327
POA0836	(Other)		M	407
POA0836	(Other)	(Other)	F	9
POA0836	(Other)	(Other)	M	6
POA0836	(Other)	Other spiritual beliefs	F	8
POA0836	(Other)	Other spiritual beliefs	M	5
POA0836	(Other)	Secular beliefs	F	6
POA0836	(Other)	Secular beliefs	M	10
POA0836	Buddhism		F	79
POA0836	Buddhism		M	39
POA0836	Christianity		F	48
POA0836	Christianity		M	50
POA0836	Christianity	Anglican	F	354
POA0836	Christianity	Anglican	M	357
POA0836	Christianity	Baptist	F	50
POA0836	Christianity	Baptist	M	51
POA0836	Christianity	Catholic	F	644
POA0836	Christianity	Catholic	M	602
POA0836	Christianity	Churches Of Christ	M	3
POA0836	Christianity	Eastern Orthodox	F	23
POA0836	Christianity	Eastern Orthodox	M	28
POA0836	Christianity	Jehovah's Witnesses	F	13
POA0836	Christianity	Jehovah's Witnesses	M	12
POA0836	Christianity	Lutheran	F	42
POA0836	Christianity	Lutheran	M	33
POA0836	Christianity	Pentecostal	F	13
POA0836	Christianity	Pentecostal	M	11
POA0836	Christianity	Presbyterian Reformed	F	52
POA0836	Christianity	Presbyterian Reformed	M	47
POA0836	Christianity	Protestant (Other)	F	12
POA0836	Christianity	Protestant (Other)	M	12
POA0836	Christianity	Salvation Army	F	9
POA0836	Christianity	Salvation Army	M	7
POA0836	Christianity	Seventh Day Adventist	F	5
POA0836	Christianity	Seventh Day Adventist	M	8
POA0836	Christianity	Uniting Church	F	130
POA0836	Christianity	Uniting Church	M	101
POA0836	Hinduism		M	3
POA0836	Islam		F	12
POA0836	Islam		M	12
POA0836	No religion		F	1819
POA0836	No religion		M	2134
POA0837	(Other)		F	68
POA0837	(Other)		M	62
POA0837	(Other)	(Other)	F	3
POA0837	Buddhism		F	3
POA0837	Christianity		F	8
POA0837	Christianity		M	8
POA0837	Christianity	Anglican	F	18
POA0837	Christianity	Anglican	M	20
POA0837	Christianity	Baptist	F	8
POA0837	Christianity	Catholic	F	23
POA0837	Christianity	Catholic	M	27
POA0837	Christianity	Lutheran	F	5
POA0837	Christianity	Presbyterian Reformed	F	4
POA0837	Christianity	Protestant (Other)	F	5
POA0837	Christianity	Protestant (Other)	M	5
POA0837	Christianity	Uniting Church	F	12
POA0837	Islam		F	4
POA0837	No religion		F	88
POA0837	No religion		M	108
POA0838	(Other)		F	64
POA0838	(Other)		M	87
POA0838	(Other)	(Other)	F	5
POA0838	Buddhism		F	21
POA0838	Buddhism		M	23
POA0838	Christianity		F	6
POA0838	Christianity		M	4
POA0838	Christianity	Anglican	F	46
POA0838	Christianity	Anglican	M	30
POA0838	Christianity	Baptist	F	5
POA0838	Christianity	Baptist	M	9
POA0838	Christianity	Catholic	F	54
POA0838	Christianity	Catholic	M	52
POA0838	Christianity	Churches Of Christ	F	4
POA0838	Christianity	Churches Of Christ	M	5
POA0838	Christianity	Eastern Orthodox	M	3
POA0838	Christianity	Presbyterian Reformed	F	4
POA0838	Christianity	Uniting Church	F	10
POA0838	Christianity	Uniting Church	M	4
POA0838	No religion		F	178
POA0838	No religion		M	248
POA0839	(Other)		F	50
POA0839	(Other)		M	49
POA0839	(Other)	Sikhism	M	8
POA0839	Buddhism		F	6
POA0839	Buddhism		M	4
POA0839	Christianity		F	7
POA0839	Christianity		M	5
POA0839	Christianity	Anglican	F	9
POA0839	Christianity	Anglican	M	18
POA0839	Christianity	Catholic	F	41
POA0839	Christianity	Catholic	M	26
POA0839	Christianity	Jehovah's Witnesses	M	3
POA0839	Christianity	Pentecostal	M	3
POA0839	Christianity	Presbyterian Reformed	F	3
POA0839	Christianity	Uniting Church	F	7
POA0839	Christianity	Uniting Church	M	4
POA0839	Hinduism		F	9
POA0839	Hinduism		M	12
POA0839	Islam		F	10
POA0839	Islam		M	6
POA0839	No religion		F	106
POA0839	No religion		M	98
POA0840	(Other)		F	36
POA0840	(Other)		M	46
POA0840	Buddhism		F	5
POA0840	Christianity		M	4
POA0840	Christianity	Anglican	F	43
POA0840	Christianity	Anglican	M	44
POA0840	Christianity	Catholic	F	39
POA0840	Christianity	Catholic	M	35
POA0840	Christianity	Jehovah's Witnesses	F	3
POA0840	Christianity	Lutheran	F	4
POA0840	Christianity	Lutheran	M	8
POA0840	Christianity	Presbyterian Reformed	F	4
POA0840	Christianity	Presbyterian Reformed	M	11
POA0840	Christianity	Protestant (Other)	M	4
POA0840	Christianity	Uniting Church	F	7
POA0840	Christianity	Uniting Church	M	6
POA0840	No religion		F	56
POA0840	No religion		M	103
POA0841	(Other)		F	39
POA0841	(Other)		M	76
POA0841	(Other)	Secular beliefs	M	5
POA0841	Buddhism		F	8
POA0841	Buddhism		M	5
POA0841	Christianity		F	7
POA0841	Christianity		M	4
POA0841	Christianity	(Other)	F	4
POA0841	Christianity	(Other)	M	5
POA0841	Christianity	Anglican	F	23
POA0841	Christianity	Anglican	M	33
POA0841	Christianity	Catholic	F	37
POA0841	Christianity	Catholic	M	39
POA0841	Christianity	Eastern Orthodox	M	6
POA0841	Christianity	Presbyterian Reformed	F	5
POA0841	Christianity	Uniting Church	M	6
POA0841	No religion		F	126
POA0841	No religion		M	188
POA0845	(Other)		F	48
POA0845	(Other)		M	54
POA0845	(Other)	Australian Aboriginal Traditional	M	3
POA0845	Buddhism		F	3
POA0845	Buddhism		M	5
POA0845	Christianity		F	3
POA0845	Christianity	Anglican	F	21
POA0845	Christianity	Anglican	M	11
POA0845	Christianity	Catholic	F	28
POA0845	Christianity	Catholic	M	22
POA0845	Christianity	Pentecostal	F	4
POA0845	Christianity	Pentecostal	M	7
POA0845	Christianity	Seventh Day Adventist	F	3
POA0845	Christianity	Seventh Day Adventist	M	8
POA0845	Christianity	Uniting Church	F	3
POA0845	Christianity	Uniting Church	M	5
POA0845	Hinduism		F	3
POA0845	Hinduism		M	4
POA0845	No religion		F	75
POA0845	No religion		M	84
POA0846	(Other)		F	33
POA0846	(Other)		M	42
POA0846	Buddhism		M	4
POA0846	Christianity	Anglican	F	16
POA0846	Christianity	Anglican	M	14
POA0846	Christianity	Catholic	F	22
POA0846	Christianity	Catholic	M	15
POA0846	Christianity	Presbyterian Reformed	M	4
POA0846	Christianity	Uniting Church	F	9
POA0846	Christianity	Uniting Church	M	11
POA0846	Islam		M	4
POA0846	No religion		F	60
POA0846	No religion		M	78
POA0847	(Other)		F	26
POA0847	(Other)		M	30
POA0847	(Other)	Australian Aboriginal Traditional	M	4
POA0847	Buddhism		F	5
POA0847	Christianity	Anglican	F	9
POA0847	Christianity	Anglican	M	10
POA0847	Christianity	Catholic	F	11
POA0847	Christianity	Catholic	M	17
POA0847	Christianity	Pentecostal	F	16
POA0847	Christianity	Pentecostal	M	18
POA0847	Christianity	Uniting Church	F	3
POA0847	Christianity	Uniting Church	M	3
POA0847	Hinduism		M	3
POA0847	No religion		F	78
POA0847	No religion		M	85
POA0850	(Other)		F	624
POA0850	(Other)		M	709
POA0850	(Other)	(Other)	F	8
POA0850	(Other)	(Other)	M	12
POA0850	(Other)	Australian Aboriginal Traditional	F	3
POA0850	(Other)	Australian Aboriginal Traditional	M	6
POA0850	(Other)	Other spiritual beliefs	F	10
POA0850	(Other)	Other spiritual beliefs	M	5
POA0850	(Other)	Secular beliefs	F	3
POA0850	(Other)	Secular beliefs	M	7
POA0850	(Other)	Sikhism	F	16
POA0850	(Other)	Sikhism	M	21
POA0850	Buddhism		F	55
