POA_CODE_2021	Ancestry	responses
POA2018	Korean	177
POA2018	Lebanese	242
POA2018	Macedonian	84
POA2018	Maltese	187
POA2018	Maori	123
POA2018	NZ	125
POA2018	(Other)	5260
POA2018	Polish	184
POA2018	Russian	316
POA2018	Samoan	33
POA2018	Scottish	813
POA2018	Serbian	130
POA2018	South African	81
POA2018	Spanish	292
POA2018	Sri Lankan	54
POA2018	Vietnamese	189
POA2018	Welsh	82
POA2019		845
POA2019	Australian	3369
POA2019	Australian Aboriginal	364
POA2019	Chinese	1138
POA2019	Croatian	209
POA2019	Dutch	127
POA2019	English	3399
POA2019	Filipino	457
POA2019	French	117
POA2019	German	338
POA2019	Greek	530
POA2019	Hungarian	99
POA2019	Indian	217
POA2019	Irish	1712
POA2019	Italian	650
POA2019	Korean	42
POA2019	Lebanese	166
POA2019	Macedonian	66
POA2019	Maltese	225
POA2019	Maori	165
POA2019	NZ	163
POA2019	(Other)	2275
POA2019	Polish	172
POA2019	Russian	157
POA2019	Samoan	63
POA2019	Scottish	934
POA2019	Serbian	167
POA2019	South African	127
POA2019	Spanish	165
POA2019	Sri Lankan	21
POA2019	Vietnamese	102
POA2019	Welsh	99
POA2020		1377
POA2020	Australian	2416
POA2020	Australian Aboriginal	254
POA2020	Chinese	5754
POA2020	Croatian	123
POA2020	Dutch	110
POA2020	English	2832
POA2020	Filipino	619
POA2020	French	136
POA2020	German	312
POA2020	Greek	840
POA2020	Hungarian	51
POA2020	Indian	673
POA2020	Irish	1503
POA2020	Italian	710
POA2020	Korean	223
POA2020	Lebanese	187
POA2020	Macedonian	65
POA2020	Maltese	203
POA2020	Maori	164
POA2020	NZ	112
POA2020	(Other)	6483
POA2020	Polish	101
POA2020	Russian	148
POA2020	Samoan	53
POA2020	Scottish	642
POA2020	Serbian	93
POA2020	South African	55
POA2020	Spanish	277
POA2020	Sri Lankan	35
POA2020	Vietnamese	381
POA2020	Welsh	66
POA2021		777
POA2021	Australian	3988
POA2021	Australian Aboriginal	66
POA2021	Chinese	575
POA2021	Croatian	115
POA2021	Dutch	202
POA2021	English	5904
POA2021	Filipino	120
POA2021	French	302
POA2021	German	696
POA2021	Greek	463
POA2021	Hungarian	106
POA2021	Indian	196
POA2021	Irish	2464
POA2021	Italian	727
POA2021	Korean	49
POA2021	Lebanese	125
POA2021	Macedonian	27
POA2021	Maltese	70
POA2021	Maori	34
POA2021	NZ	187
POA2021	(Other)	2173
POA2021	Polish	259
POA2021	Russian	138
POA2021	Samoan	9
POA2021	Scottish	1867
POA2021	Serbian	59
POA2021	South African	131
POA2021	Spanish	127
POA2021	Sri Lankan	34
POA2021	Vietnamese	59
POA2021	Welsh	138
