POA_CODE_2021	Landlord	Rent.min	occupied_private_dwellings_being_rented
POA0812	State or territory housing authority	18375	28
POA0812	State or territory housing authority	23625	26
POA0812	State or territory housing authority	44625	5
POA0820		11812	3
POA0820		14437	4
POA0820		23625	4
POA0820	(Other)	52	5
POA0820	(Other)	5250	10
POA0820	(Other)	7875	4
POA0820	(Other)	10500	9
POA0820	(Other)	11812	137
POA0820	(Other)	14437	62
POA0820	(Other)	18375	71
POA0820	(Other)	23625	18
POA0820	(Other)	28875	4
POA0820	(Other)	34125	3
POA0820	Co-op/church group etc	3937	9
POA0820	Co-op/church group etc	5250	23
POA0820	Co-op/church group etc	7875	4
POA0820	Co-op/church group etc	10500	28
POA0820	Co-op/church group etc	11812	10
POA0820	Co-op/church group etc	14437	3
POA0820	Person not in same household	5250	10
POA0820	Person not in same household	7875	26
POA0820	Person not in same household	10500	32
POA0820	Person not in same household	11812	40
POA0820	Person not in same household	14437	132
POA0820	Person not in same household	18375	172
POA0820	Person not in same household	23625	114
POA0820	Person not in same household	28875	59
POA0820	Person not in same household	34125	27
POA0820	Person not in same household	39375	16
POA0820	Person not in same household	44625	3
POA0820	Person not in same household	49875	18
POA0820	Real estate agent	5250	3
POA0820	Real estate agent	7875	22
POA0820	Real estate agent	10500	48
POA0820	Real estate agent	11812	97
POA0820	Real estate agent	14437	417
POA0820	Real estate agent	18375	824
POA0820	Real estate agent	23625	624
POA0820	Real estate agent	28875	362
POA0820	Real estate agent	34125	176
POA0820	Real estate agent	39375	78
POA0820	Real estate agent	44625	59
POA0820	Real estate agent	49875	62
POA0820	State or territory housing authority	52	20
POA0820	State or territory housing authority	3937	75
POA0820	State or territory housing authority	5250	93
POA0820	State or territory housing authority	7875	33
POA0820	State or territory housing authority	10500	12
POA0820	State or territory housing authority	11812	30
POA0820	State or territory housing authority	14437	24
POA0820	State or territory housing authority	18375	16
POA0822		52	20
POA0822		3937	6
POA0822		5250	3
POA0822	(Other)	52	43
POA0822	(Other)	3937	20
POA0822	(Other)	5250	35
POA0822	(Other)	7875	15
POA0822	(Other)	10500	7
POA0822	(Other)	11812	4
POA0822	(Other)	14437	5
POA0822	(Other)	18375	8
POA0822	(Other)	34125	3
POA0822	Co-op/church group etc	52	498
POA0822	Co-op/church group etc	3937	166
POA0822	Co-op/church group etc	5250	163
POA0822	Co-op/church group etc	7875	88
POA0822	Co-op/church group etc	10500	13
POA0822	Co-op/church group etc	11812	14
POA0822	Co-op/church group etc	14437	3
POA0822	Person not in same household	52	4
POA0822	Person not in same household	5250	10
POA0822	Person not in same household	7875	9
POA0822	Person not in same household	10500	10
POA0822	Person not in same household	11812	21
POA0822	Person not in same household	14437	27
POA0822	Person not in same household	18375	34
POA0822	Person not in same household	23625	9
POA0822	Person not in same household	28875	10
POA0822	Person not in same household	34125	5
POA0822	Real estate agent	10500	3
POA0822	Real estate agent	11812	3
POA0822	Real estate agent	14437	11
POA0822	Real estate agent	18375	13
POA0822	Real estate agent	23625	19
POA0822	Real estate agent	28875	19
POA0822	Real estate agent	34125	4
POA0822	Real estate agent	44625	4
POA0822	State or territory housing authority	52	567
POA0822	State or territory housing authority	3937	245
POA0822	State or territory housing authority	5250	209
POA0822	State or territory housing authority	7875	174
POA0822	State or territory housing authority	10500	81
POA0822	State or territory housing authority	11812	71
POA0822	State or territory housing authority	14437	8
POA0822	State or territory housing authority	18375	6
POA0822	State or territory housing authority	23625	9
POA0828	(Other)	5250	4
POA0828	(Other)	18375	4
POA0828	Co-op/church group etc	7875	4
POA0828	Co-op/church group etc	10500	4
POA0828	Co-op/church group etc	14437	7
POA0828	Person not in same household	10500	3
POA0828	Person not in same household	18375	4
POA0828	Person not in same household	23625	6
POA0828	Person not in same household	28875	4
POA0828	Real estate agent	18375	13
POA0828	Real estate agent	23625	21
POA0828	Real estate agent	28875	4
POA0828	Real estate agent	39375	4
POA0828	State or territory housing authority	5250	6
POA0828	State or territory housing authority	7875	3
POA0829	(Other)	5250	12
POA0829	(Other)	11812	12
POA0829	(Other)	14437	5
POA0829	Person not in same household	18375	3
POA0830		5250	3
POA0830		7875	4
POA0830	(Other)	5250	7
POA0830	(Other)	11812	9
POA0830	(Other)	14437	15
POA0830	(Other)	18375	17
POA0830	(Other)	23625	15
POA0830	Co-op/church group etc	3937	4
POA0830	Co-op/church group etc	11812	4
POA0830	Co-op/church group etc	14437	4
POA0830	Person not in same household	5250	8
POA0830	Person not in same household	7875	7
POA0830	Person not in same household	10500	21
POA0830	Person not in same household	11812	31
POA0830	Person not in same household	14437	85
POA0830	Person not in same household	18375	167
POA0830	Person not in same household	23625	95
POA0830	Person not in same household	28875	31
POA0830	Person not in same household	34125	10
POA0830	Person not in same household	39375	3
POA0830	Real estate agent	5250	3
POA0830	Real estate agent	7875	18
POA0830	Real estate agent	10500	9
POA0830	Real estate agent	11812	88
POA0830	Real estate agent	14437	228
POA0830	Real estate agent	18375	461
POA0830	Real estate agent	23625	384
POA0830	Real estate agent	28875	177
POA0830	Real estate agent	34125	58
POA0830	Real estate agent	39375	17
POA0830	Real estate agent	44625	5
POA0830	Real estate agent	49875	8
POA0830	State or territory housing authority	52	39
POA0830	State or territory housing authority	3937	103
POA0830	State or territory housing authority	5250	196
POA0830	State or territory housing authority	7875	106
POA0830	State or territory housing authority	10500	44
POA0830	State or territory housing authority	11812	44
POA0830	State or territory housing authority	14437	25
POA0830	State or territory housing authority	18375	24
POA0830	State or territory housing authority	23625	7
POA0832	(Other)	7875	3
POA0832	(Other)	11812	157
POA0832	(Other)	14437	43
POA0832	(Other)	18375	16
POA0832	(Other)	23625	21
POA0832	(Other)	28875	7
POA0832	Co-op/church group etc	5250	6
POA0832	Co-op/church group etc	11812	9
POA0832	Co-op/church group etc	14437	6
POA0832	Co-op/church group etc	18375	3
POA0832	Person not in same household	5250	3
POA0832	Person not in same household	7875	5
POA0832	Person not in same household	10500	6
POA0832	Person not in same household	11812	11
POA0832	Person not in same household	14437	47
POA0832	Person not in same household	18375	130
POA0832	Person not in same household	23625	105
POA0832	Person not in same household	28875	46
POA0832	Person not in same household	34125	12
POA0832	Person not in same household	39375	3
POA0832	Real estate agent	7875	18
POA0832	Real estate agent	10500	11
POA0832	Real estate agent	11812	59
POA0832	Real estate agent	14437	221
POA0832	Real estate agent	18375	555
POA0832	Real estate agent	23625	463
POA0832	Real estate agent	28875	339
POA0832	Real estate agent	34125	127
POA0832	Real estate agent	39375	23
POA0832	Real estate agent	44625	10
POA0832	Real estate agent	49875	9
POA0832	State or territory housing authority	52	9
POA0832	State or territory housing authority	3937	29
POA0832	State or territory housing authority	5250	46
POA0832	State or territory housing authority	7875	26
POA0832	State or territory housing authority	10500	10
POA0832	State or territory housing authority	11812	21
POA0832	State or territory housing authority	14437	16
POA0832	State or territory housing authority	18375	4
POA0832	State or territory housing authority	34125	4
POA0834	(Other)	10500	5
POA0834	(Other)	11812	6
POA0834	Person not in same household	10500	6
POA0834	Person not in same household	11812	6
POA0834	Person not in same household	14437	4
POA0834	Person not in same household	18375	8
POA0834	Person not in same household	23625	9
POA0834	Person not in same household	28875	4
POA0834	Person not in same household	34125	4
POA0834	Person not in same household	39375	5
POA0834	Real estate agent	18375	8
POA0834	Real estate agent	23625	13
POA0834	Real estate agent	28875	16
POA0834	Real estate agent	34125	4
POA0835	(Other)	14437	7
POA0835	(Other)	23625	4
POA0835	Person not in same household	5250	11
POA0835	Person not in same household	7875	3
POA0835	Person not in same household	11812	15
POA0835	Person not in same household	14437	13
POA0835	Person not in same household	18375	18
POA0835	Person not in same household	23625	16
POA0835	Person not in same household	28875	3
POA0835	Person not in same household	34125	5
POA0835	Real estate agent	18375	6
POA0835	Real estate agent	23625	9
POA0835	Real estate agent	28875	9
POA0835	Real estate agent	34125	3
POA0835	Real estate agent	39375	3
POA0836	(Other)	18375	4
POA0836	Person not in same household	52	4
POA0836	Person not in same household	5250	5
POA0836	Person not in same household	10500	5
POA0836	Person not in same household	11812	11
POA0836	Person not in same household	14437	26
POA0836	Person not in same household	18375	50
POA0836	Person not in same household	23625	32
POA0836	Person not in same household	28875	7
POA0836	Person not in same household	34125	5
POA0836	Person not in same household	39375	4
POA0836	Person not in same household	44625	3
POA0836	Real estate agent	11812	4
POA0836	Real estate agent	14437	16
POA0836	Real estate agent	18375	35
POA0836	Real estate agent	23625	39
POA0836	Real estate agent	28875	31
POA0836	Real estate agent	34125	8
POA0836	Real estate agent	39375	4
POA0837	Co-op/church group etc	52	3
POA0838	(Other)	7875	3
POA0838	Person not in same household	7875	3
POA0838	Person not in same household	14437	5
POA0838	Person not in same household	18375	4
POA0838	Person not in same household	23625	3
POA0838	Real estate agent	14437	3
POA0839	(Other)	11812	5
POA0839	(Other)	18375	6
POA0839	Co-op/church group etc	11812	3
POA0839	Person not in same household	7875	4
POA0839	Person not in same household	23625	7
POA0839	Real estate agent	7875	9
POA0839	Real estate agent	10500	17
POA0839	Real estate agent	11812	9
POA0839	Real estate agent	14437	19
POA0839	Real estate agent	18375	33
POA0839	Real estate agent	23625	19
POA0839	Real estate agent	28875	7
POA0841	Person not in same household	7875	3
POA0841	Person not in same household	10500	3
POA0841	Person not in same household	18375	5
POA0845	(Other)	52	3
POA0845	(Other)	14437	3
POA0845	Co-op/church group etc	3937	3
POA0845	Person not in same household	14437	5
POA0845	Real estate agent	14437	3
POA0845	Real estate agent	18375	3
POA0845	State or territory housing authority	52	5
POA0845	State or territory housing authority	3937	9
POA0845	State or territory housing authority	5250	8
POA0845	State or territory housing authority	11812	4
POA0846	Co-op/church group etc	10500	3
POA0846	Person not in same household	14437	3
POA0846	State or territory housing authority	7875	3
POA0847	Co-op/church group etc	52	6
POA0847	Person not in same household	11812	6
POA0847	State or territory housing authority	3937	10
POA0847	State or territory housing authority	5250	3
POA0850		7875	3
POA0850	(Other)	52	3
POA0850	(Other)	5250	13
POA0850	(Other)	7875	30
POA0850	(Other)	10500	13
POA0850	(Other)	11812	48
POA0850	(Other)	14437	22
POA0850	(Other)	18375	18
POA0850	(Other)	23625	13
POA0850	Co-op/church group etc	3937	7
POA0850	Co-op/church group etc	5250	19
POA0850	Co-op/church group etc	7875	12
POA0850	Co-op/church group etc	10500	27
POA0850	Co-op/church group etc	11812	10
POA0850	Co-op/church group etc	14437	4
POA0850	Person not in same household	5250	4
POA0850	Person not in same household	7875	14
POA0850	Person not in same household	10500	6
POA0850	Person not in same household	11812	25
POA0850	Person not in same household	14437	30
POA0850	Person not in same household	18375	59
POA0850	Person not in same household	23625	34
POA0850	Person not in same household	28875	6
POA0850	Person not in same household	39375	5
POA0850	Real estate agent	5250	4
POA0850	Real estate agent	7875	6
POA0850	Real estate agent	10500	10
POA0850	Real estate agent	11812	23
POA0850	Real estate agent	14437	75
POA0850	Real estate agent	18375	183
POA0850	Real estate agent	23625	131
POA0850	Real estate agent	28875	43
POA0850	Real estate agent	34125	16
POA0850	Real estate agent	39375	12
POA0850	Real estate agent	49875	4
POA0850	State or territory housing authority	52	10
POA0850	State or territory housing authority	3937	18
POA0850	State or territory housing authority	5250	77
POA0850	State or territory housing authority	7875	47
POA0850	State or territory housing authority	10500	21
POA0850	State or territory housing authority	11812	19
POA0850	State or territory housing authority	14437	11
POA0850	State or territory housing authority	18375	6
POA0850	State or territory housing authority	23625	6
POA0850	State or territory housing authority	28875	3
POA0852	(Other)	52	10
POA0852	(Other)	3937	3
POA0852	(Other)	5250	9
POA0852	(Other)	7875	6
POA0852	(Other)	10500	4
POA0852	(Other)	11812	4
POA0852	(Other)	14437	3
POA0852	(Other)	23625	3
POA0852	Co-op/church group etc	52	121
POA0852	Co-op/church group etc	3937	41
POA0852	Co-op/church group etc	5250	39
POA0852	Co-op/church group etc	7875	9
POA0852	Co-op/church group etc	10500	6
POA0852	Co-op/church group etc	14437	3
POA0852	Person not in same household	52	3
POA0852	Person not in same household	10500	7
POA0852	Person not in same household	14437	3
POA0852	Person not in same household	23625	3
POA0852	Real estate agent	18375	4
POA0852	State or territory housing authority	52	237
POA0852	State or territory housing authority	3937	138
POA0852	State or territory housing authority	5250	112
POA0852	State or territory housing authority	7875	61
POA0852	State or territory housing authority	10500	13
POA0852	State or territory housing authority	11812	10
POA0852	State or territory housing authority	14437	4
POA0852	State or territory housing authority	18375	5
POA0853	(Other)	5250	3
POA0853	(Other)	11812	131
POA0853	(Other)	14437	29
POA0853	(Other)	18375	7
POA0853	(Other)	23625	5
POA0853	(Other)	28875	3
POA0853	State or territory housing authority	11812	11
POA0854	(Other)	52	7
POA0854	Co-op/church group etc	52	74
POA0854	State or territory housing authority	52	7
POA0854	State or territory housing authority	3937	5
POA0854	State or territory housing authority	5250	4
POA0860	(Other)	5250	8
POA0860	(Other)	7875	22
POA0860	(Other)	11812	13
POA0860	(Other)	14437	3
POA0860	(Other)	18375	15
POA0860	(Other)	23625	3
POA0860	(Other)	28875	3
POA0860	Co-op/church group etc	52	4
POA0860	Co-op/church group etc	3937	7
POA0860	Co-op/church group etc	5250	7
POA0860	Co-op/church group etc	7875	4
POA0860	Co-op/church group etc	10500	4
POA0860	Co-op/church group etc	11812	4
POA0860	Co-op/church group etc	14437	3
POA0860	Person not in same household	7875	13
POA0860	Person not in same household	11812	13
POA0860	Person not in same household	14437	12
POA0860	Person not in same household	18375	20
POA0860	Person not in same household	23625	6
POA0860	Real estate agent	7875	6
POA0860	Real estate agent	10500	6
POA0860	Real estate agent	11812	7
POA0860	Real estate agent	14437	20
POA0860	Real estate agent	18375	14
POA0860	Real estate agent	23625	6
POA0860	State or territory housing authority	52	30
POA0860	State or territory housing authority	3937	31
POA0860	State or territory housing authority	5250	69
POA0860	State or territory housing authority	7875	48
POA0860	State or territory housing authority	10500	3
POA0860	State or territory housing authority	11812	14
POA0860	State or territory housing authority	14437	8
POA0860	State or territory housing authority	18375	4
POA0862	State or territory housing authority	7875	3
POA0870		5250	3
POA0870		18375	4
POA0870	(Other)	52	8
POA0870	(Other)	3937	4
POA0870	(Other)	5250	13
POA0870	(Other)	7875	14
POA0870	(Other)	10500	9
POA0870	(Other)	11812	18
POA0870	(Other)	14437	16
POA0870	(Other)	18375	17
POA0870	(Other)	23625	28
POA0870	(Other)	28875	13
POA0870	(Other)	34125	3
POA0870	(Other)	39375	4
POA0870	(Other)	49875	3
POA0870	Co-op/church group etc	52	3
POA0870	Co-op/church group etc	3937	4
POA0870	Co-op/church group etc	5250	15
POA0870	Co-op/church group etc	7875	10
POA0870	Co-op/church group etc	10500	7
POA0870	Co-op/church group etc	11812	19
POA0870	Co-op/church group etc	14437	11
POA0870	Co-op/church group etc	18375	6
POA0870	Person not in same household	5250	17
POA0870	Person not in same household	7875	18
POA0870	Person not in same household	10500	25
POA0870	Person not in same household	11812	39
POA0870	Person not in same household	14437	71
POA0870	Person not in same household	18375	170
POA0870	Person not in same household	23625	177
POA0870	Person not in same household	28875	88
POA0870	Person not in same household	34125	25
POA0870	Person not in same household	39375	18
POA0870	Person not in same household	44625	8
POA0870	Person not in same household	49875	10
POA0870	Real estate agent	52	4
POA0870	Real estate agent	5250	4
POA0870	Real estate agent	7875	8
POA0870	Real estate agent	10500	13
POA0870	Real estate agent	11812	62
POA0870	Real estate agent	14437	221
POA0870	Real estate agent	18375	438
POA0870	Real estate agent	23625	370
POA0870	Real estate agent	28875	192
POA0870	Real estate agent	34125	79
POA0870	Real estate agent	39375	31
POA0870	Real estate agent	44625	12
POA0870	Real estate agent	49875	14
POA0870	State or territory housing authority	52	34
POA0870	State or territory housing authority	3937	97
POA0870	State or territory housing authority	5250	149
POA0870	State or territory housing authority	7875	85
POA0870	State or territory housing authority	10500	37
POA0870	State or territory housing authority	11812	42
POA0870	State or territory housing authority	14437	21
POA0870	State or territory housing authority	18375	21
POA0870	State or territory housing authority	23625	10
POA0870	State or territory housing authority	28875	4
POA0872		52	15
POA0872		3937	11
POA0872	(Other)	52	76
POA0872	(Other)	3937	68
POA0872	(Other)	5250	100
POA0872	(Other)	7875	46
POA0872	(Other)	10500	59
POA0872	(Other)	11812	14
POA0872	(Other)	14437	7
POA0872	(Other)	18375	4
POA0872	(Other)	49875	5
POA0872	Co-op/church group etc	52	152
POA0872	Co-op/church group etc	3937	66
POA0872	Co-op/church group etc	5250	30
POA0872	Co-op/church group etc	7875	17
POA0872	Co-op/church group etc	10500	8
POA0872	Person not in same household	52	8
POA0872	State or territory housing authority	52	573
POA0872	State or territory housing authority	3937	415
POA0872	State or territory housing authority	5250	227
POA0872	State or territory housing authority	7875	98
POA0872	State or territory housing authority	10500	24
POA0872	State or territory housing authority	11812	23
POA0872	State or territory housing authority	14437	10
POA0872	State or territory housing authority	18375	4
POA0873	(Other)	5250	5
POA0873	(Other)	7875	13
POA0873	(Other)	10500	4
POA0873	(Other)	11812	5
POA0873	(Other)	14437	4
POA0873	Co-op/church group etc	52	19
POA0873	Co-op/church group etc	5250	9
POA0873	Co-op/church group etc	7875	5
POA0873	Co-op/church group etc	14437	7
POA0873	Person not in same household	5250	4
POA0873	Person not in same household	7875	8
POA0873	Person not in same household	10500	7
POA0873	Person not in same household	11812	10
POA0873	Person not in same household	14437	17
POA0873	Person not in same household	18375	10
POA0873	Person not in same household	23625	10
POA0873	Person not in same household	28875	5
POA0873	Person not in same household	34125	5
POA0873	Real estate agent	11812	6
POA0873	Real estate agent	14437	39
POA0873	Real estate agent	18375	9
POA0873	Real estate agent	23625	13
POA0873	Real estate agent	28875	11
POA0873	Real estate agent	34125	3
POA0873	Real estate agent	39375	4
POA0873	State or territory housing authority	52	22
POA0873	State or territory housing authority	3937	18
POA0873	State or territory housing authority	5250	14
POA0873	State or territory housing authority	7875	5
POA0873	State or territory housing authority	14437	5
POA0874	(Other)	5250	8
POA0874	(Other)	11812	4
POA0874	Person not in same household	14437	4
POA0874	Person not in same household	18375	5
POA0874	Person not in same household	23625	3
POA0874	Person not in same household	34125	3
POA0874	Real estate agent	14437	28
POA0874	Real estate agent	18375	6
POA0874	Real estate agent	23625	8
POA0874	Real estate agent	28875	7
POA0874	Real estate agent	34125	5
POA0874	Real estate agent	39375	3
POA0874	Real estate agent	44625	4
POA0875	(Other)	7875	3
POA0875	Co-op/church group etc	3937	5
POA0875	Person not in same household	7875	3
POA0875	Person not in same household	14437	10
POA0875	Person not in same household	18375	20
POA0875	Person not in same household	23625	13
POA0875	Person not in same household	28875	7
POA0875	Real estate agent	14437	8
POA0875	Real estate agent	18375	56
POA0875	Real estate agent	23625	40
POA0875	Real estate agent	28875	12
POA0875	Real estate agent	34125	9
POA0875	Real estate agent	49875	4
POA0875	State or territory housing authority	52	14
POA0875	State or territory housing authority	3937	28
POA0875	State or territory housing authority	5250	59
POA0875	State or territory housing authority	7875	13
POA0875	State or territory housing authority	10500	15
POA0875	State or territory housing authority	11812	4
POA0875	State or territory housing authority	14437	8
POA0880		52	3
POA0880	(Other)	52	161
POA0880	(Other)	3937	22
POA0880	(Other)	5250	32
POA0880	(Other)	7875	32
POA0880	(Other)	10500	24
POA0880	(Other)	11812	12
POA0880	(Other)	14437	14
POA0880	(Other)	23625	9
POA0880	(Other)	28875	8
POA0880	(Other)	34125	8
POA0880	(Other)	39375	3
POA0880	Co-op/church group etc	52	17
POA0880	Co-op/church group etc	3937	21
POA0880	Co-op/church group etc	5250	13
POA0880	Co-op/church group etc	7875	3
POA0880	Co-op/church group etc	11812	3
POA0880	Person not in same household	18375	3
POA0880	Person not in same household	34125	3
POA0880	Real estate agent	52	3
POA0880	Real estate agent	5250	11
POA0880	Real estate agent	7875	10
POA0880	Real estate agent	18375	10
POA0880	Real estate agent	23625	15
POA0880	Real estate agent	39375	3
POA0880	Real estate agent	49875	3
POA0880	State or territory housing authority	52	54
POA0880	State or territory housing authority	3937	38
POA0880	State or territory housing authority	5250	26
POA0880	State or territory housing authority	7875	33
POA0880	State or territory housing authority	10500	4
POA0880	State or territory housing authority	11812	3
POA0880	State or territory housing authority	14437	5
POA0885	(Other)	52	23
POA0885	(Other)	3937	83
POA0885	(Other)	5250	3
POA0885	(Other)	14437	3
POA0886		7875	3
POA0886	(Other)	52	63
POA0886	(Other)	3937	9
POA0886	(Other)	5250	20
POA0886	(Other)	7875	3
POA0886	(Other)	11812	8
POA0886	(Other)	18375	5
POA0886	(Other)	23625	8
POA0886	Co-op/church group etc	52	9
POA0886	Co-op/church group etc	5250	6
POA0886	Person not in same household	7875	3
POA2000		23625	3
POA2000	(Other)	5250	5
POA2000	(Other)	7875	9
POA2000	(Other)	10500	4
POA2000	(Other)	11812	14
POA2000	(Other)	14437	10
POA2000	(Other)	18375	19
POA2000	(Other)	23625	9
POA2000	(Other)	28875	15
POA2000	(Other)	34125	16
POA2000	(Other)	39375	8
POA2000	(Other)	44625	5
POA2000	(Other)	49875	15
POA2000	Co-op/church group etc	52	3
POA2000	Co-op/church group etc	5250	3
POA2000	Co-op/church group etc	10500	5
POA2000	Co-op/church group etc	23625	3
POA2000	Co-op/church group etc	28875	4
POA2000	Co-op/church group etc	34125	3
POA2000	Person not in same household	52	3
POA2000	Person not in same household	5250	17
POA2000	Person not in same household	7875	33
POA2000	Person not in same household	10500	25
POA2000	Person not in same household	11812	35
POA2000	Person not in same household	14437	65
POA2000	Person not in same household	18375	80
POA2000	Person not in same household	23625	109
POA2000	Person not in same household	28875	104
POA2000	Person not in same household	34125	90
POA2000	Person not in same household	39375	66
POA2000	Person not in same household	44625	45
POA2000	Person not in same household	49875	108
POA2000	Real estate agent	52	15
POA2000	Real estate agent	3937	5
POA2000	Real estate agent	5250	17
POA2000	Real estate agent	7875	26
POA2000	Real estate agent	10500	25
POA2000	Real estate agent	11812	38
POA2000	Real estate agent	14437	106
POA2000	Real estate agent	18375	601
POA2000	Real estate agent	23625	1281
POA2000	Real estate agent	28875	1416
POA2000	Real estate agent	34125	1259
POA2000	Real estate agent	39375	828
POA2000	Real estate agent	44625	450
POA2000	Real estate agent	49875	884
POA2000	State or territory housing authority	5250	8
POA2000	State or territory housing authority	7875	3
POA2007	(Other)	7875	3
POA2007	(Other)	10500	9
POA2007	(Other)	11812	3
POA2007	(Other)	14437	20
POA2007	(Other)	18375	7
POA2007	(Other)	23625	10
POA2007	(Other)	28875	3
POA2007	(Other)	34125	3
POA2007	(Other)	39375	4
POA2007	Co-op/church group etc	5250	3
POA2007	Co-op/church group etc	7875	11
POA2007	Co-op/church group etc	10500	8
POA2007	Co-op/church group etc	11812	10
POA2007	Co-op/church group etc	14437	22
POA2007	Co-op/church group etc	18375	29
POA2007	Co-op/church group etc	23625	5
POA2007	Co-op/church group etc	34125	4
POA2007	Person not in same household	5250	7
POA2007	Person not in same household	7875	13
POA2007	Person not in same household	10500	14
POA2007	Person not in same household	11812	25
POA2007	Person not in same household	14437	38
POA2007	Person not in same household	18375	31
POA2007	Person not in same household	23625	62
POA2007	Person not in same household	28875	41
POA2007	Person not in same household	34125	31
POA2007	Person not in same household	39375	21
POA2007	Person not in same household	44625	11
POA2007	Person not in same household	49875	9
POA2007	Real estate agent	52	3
POA2007	Real estate agent	5250	3
POA2007	Real estate agent	7875	7
POA2007	Real estate agent	10500	12
POA2007	Real estate agent	11812	13
