GCCSA_NAME21	Age	MaritalStatus	Sex	responses
No usual address (Vic.)	55-64	Widowed	F	32
No usual address (Vic.)	55-64	Widowed	M	14
No usual address (Vic.)	65-74	Divorced	F	66
No usual address (Vic.)	65-74	Divorced	M	115
No usual address (Vic.)	65-74	Married	F	96
No usual address (Vic.)	65-74	Married	M	169
No usual address (Vic.)	65-74	Separated	F	13
No usual address (Vic.)	65-74	Separated	M	51
No usual address (Vic.)	65-74	Widowed	F	13
No usual address (Vic.)	65-74	Widowed	M	20
No usual address (Vic.)	75-84	Divorced	F	11
No usual address (Vic.)	75-84	Divorced	M	28
No usual address (Vic.)	75-84	Married	F	19
No usual address (Vic.)	75-84	Married	M	39
No usual address (Vic.)	75-84	Separated	F	6
No usual address (Vic.)	75-84	Separated	M	7
No usual address (Vic.)	75-84	Widowed	F	17
No usual address (Vic.)	75-84	Widowed	M	14
No usual address (Vic.)	85+	Divorced	M	4
No usual address (Vic.)	85+	Married	F	5
No usual address (Vic.)	85+	Married	M	9
No usual address (Vic.)	85+	Separated	F	4
No usual address (Vic.)	85+	Widowed	F	10
No usual address (Vic.)	85+	Widowed	M	4
Migratory - Offshore - Shipping (Vic.)	35-44	Married	M	6
Migratory - Offshore - Shipping (Vic.)	35-44	Separated	M	9
Migratory - Offshore - Shipping (Vic.)	45-54	Divorced	M	3
Migratory - Offshore - Shipping (Vic.)	55-64	Divorced	M	3
Migratory - Offshore - Shipping (Vic.)	55-64	Married	F	6
Migratory - Offshore - Shipping (Vic.)	55-64	Married	M	3
Migratory - Offshore - Shipping (Vic.)	55-64	Separated	M	5
Migratory - Offshore - Shipping (Vic.)	65-74	Married	M	5
Greater Melbourne	15-19	Divorced	F	27
Greater Melbourne	15-19	Divorced	M	31
Greater Melbourne	15-19	Married	F	212
Greater Melbourne	15-19	Married	M	136
Greater Melbourne	15-19	Separated	F	30
Greater Melbourne	15-19	Separated	M	29
Greater Melbourne	15-19	Widowed	F	25
Greater Melbourne	15-19	Widowed	M	26
Greater Melbourne	20-24	Divorced	F	251
Greater Melbourne	20-24	Divorced	M	103
Greater Melbourne	20-24	Married	F	7386
Greater Melbourne	20-24	Married	M	3030
Greater Melbourne	20-24	Separated	F	457
Greater Melbourne	20-24	Separated	M	157
Greater Melbourne	20-24	Widowed	F	55
Greater Melbourne	20-24	Widowed	M	67
Greater Melbourne	25-34	Divorced	F	8215
Greater Melbourne	25-34	Divorced	M	5026
Greater Melbourne	25-34	Married	F	148035
Greater Melbourne	25-34	Married	M	109246
Greater Melbourne	25-34	Separated	F	6782
Greater Melbourne	25-34	Separated	M	3997
Greater Melbourne	25-34	Widowed	F	483
Greater Melbourne	25-34	Widowed	M	274
Greater Melbourne	35-44	Divorced	F	25082
Greater Melbourne	35-44	Divorced	M	17306
Greater Melbourne	35-44	Married	F	236166
Greater Melbourne	35-44	Married	M	231052
Greater Melbourne	35-44	Separated	F	14752
Greater Melbourne	35-44	Separated	M	10401
Greater Melbourne	35-44	Widowed	F	1793
Greater Melbourne	35-44	Widowed	M	609
Greater Melbourne	45-54	Divorced	F	44638
Greater Melbourne	45-54	Divorced	M	29761
Greater Melbourne	45-54	Married	F	197411
Greater Melbourne	45-54	Married	M	197262
Greater Melbourne	45-54	Separated	F	17864
Greater Melbourne	45-54	Separated	M	14117
Greater Melbourne	45-54	Widowed	F	4989
Greater Melbourne	45-54	Widowed	M	1610
Greater Melbourne	55-64	Divorced	F	50100
Greater Melbourne	55-64	Divorced	M	34546
Greater Melbourne	55-64	Married	F	164500
Greater Melbourne	55-64	Married	M	169667
Greater Melbourne	55-64	Separated	F	13487
Greater Melbourne	55-64	Separated	M	11817
Greater Melbourne	55-64	Widowed	F	13589
Greater Melbourne	55-64	Widowed	M	3842
Greater Melbourne	65-74	Divorced	F	37454
Greater Melbourne	65-74	Divorced	M	24079
Greater Melbourne	65-74	Married	F	124415
Greater Melbourne	65-74	Married	M	134830
Greater Melbourne	65-74	Separated	F	7733
Greater Melbourne	65-74	Separated	M	7591
Greater Melbourne	65-74	Widowed	F	31065
Greater Melbourne	65-74	Widowed	M	7818
Greater Melbourne	75-84	Divorced	F	15432
Greater Melbourne	75-84	Divorced	M	9865
Greater Melbourne	75-84	Married	F	57669
Greater Melbourne	75-84	Married	M	77640
Greater Melbourne	75-84	Separated	F	2470
Greater Melbourne	75-84	Separated	M	2959
Greater Melbourne	75-84	Widowed	F	47072
Greater Melbourne	75-84	Widowed	M	11728
Greater Melbourne	85+	Divorced	F	3582
Greater Melbourne	85+	Divorced	M	1928
Greater Melbourne	85+	Married	F	11276
Greater Melbourne	85+	Married	M	22587
Greater Melbourne	85+	Separated	F	395
Greater Melbourne	85+	Separated	M	593
Greater Melbourne	85+	Widowed	F	44262
Greater Melbourne	85+	Widowed	M	11933
Rest of Vic.	15-19	Divorced	F	7
Rest of Vic.	15-19	Divorced	M	9
Rest of Vic.	15-19	Married	F	40
Rest of Vic.	15-19	Married	M	31
Rest of Vic.	15-19	Separated	F	14
Rest of Vic.	15-19	Separated	M	16
Rest of Vic.	15-19	Widowed	F	22
Rest of Vic.	15-19	Widowed	M	11
Rest of Vic.	20-24	Divorced	F	28
Rest of Vic.	20-24	Divorced	M	24
Rest of Vic.	20-24	Married	F	1398
Rest of Vic.	20-24	Married	M	750
Rest of Vic.	20-24	Separated	F	158
Rest of Vic.	20-24	Separated	M	69
Rest of Vic.	20-24	Widowed	F	28
Rest of Vic.	20-24	Widowed	M	31
Rest of Vic.	25-34	Divorced	F	1796
Rest of Vic.	25-34	Divorced	M	1114
Rest of Vic.	25-34	Married	F	31569
Rest of Vic.	25-34	Married	M	24836
Rest of Vic.	25-34	Separated	F	2269
Rest of Vic.	25-34	Separated	M	1381
Rest of Vic.	25-34	Widowed	F	182
Rest of Vic.	25-34	Widowed	M	84
Rest of Vic.	35-44	Divorced	F	6945
Rest of Vic.	35-44	Divorced	M	4948
Rest of Vic.	35-44	Married	F	52697
Rest of Vic.	35-44	Married	M	49086
Rest of Vic.	35-44	Separated	F	5135
Rest of Vic.	35-44	Separated	M	3570
Rest of Vic.	35-44	Widowed	F	602
Rest of Vic.	35-44	Widowed	M	208
Rest of Vic.	45-54	Divorced	F	15735
Rest of Vic.	45-54	Divorced	M	11222
Rest of Vic.	45-54	Married	F	56353
Rest of Vic.	45-54	Married	M	53734
Rest of Vic.	45-54	Separated	F	6487
Rest of Vic.	45-54	Separated	M	5379
Rest of Vic.	45-54	Widowed	F	1858
Rest of Vic.	45-54	Widowed	M	667
Rest of Vic.	55-64	Divorced	F	21606
Rest of Vic.	55-64	Divorced	M	16669
Rest of Vic.	55-64	Married	F	65251
Rest of Vic.	55-64	Married	M	62863
Rest of Vic.	55-64	Separated	F	5973
Rest of Vic.	55-64	Separated	M	5502
Rest of Vic.	55-64	Widowed	F	5686
Rest of Vic.	55-64	Widowed	M	2022
Rest of Vic.	65-74	Divorced	F	17811
Rest of Vic.	65-74	Divorced	M	15376
Rest of Vic.	65-74	Married	F	60906
Rest of Vic.	65-74	Married	M	65676
Rest of Vic.	65-74	Separated	F	3737
Rest of Vic.	65-74	Separated	M	4464
Rest of Vic.	65-74	Widowed	F	13440
Rest of Vic.	65-74	Widowed	M	4539
Rest of Vic.	75-84	Divorced	F	6560
Rest of Vic.	75-84	Divorced	M	5757
Rest of Vic.	75-84	Married	F	27437
Rest of Vic.	75-84	Married	M	36124
Rest of Vic.	75-84	Separated	F	976
Rest of Vic.	75-84	Separated	M	1570
Rest of Vic.	75-84	Widowed	F	20406
Rest of Vic.	75-84	Widowed	M	6385
Rest of Vic.	85+	Divorced	F	1239
Rest of Vic.	85+	Divorced	M	881
Rest of Vic.	85+	Married	F	4663
Rest of Vic.	85+	Married	M	9018
Rest of Vic.	85+	Separated	F	171
Rest of Vic.	85+	Separated	M	268
Rest of Vic.	85+	Widowed	F	19152
Rest of Vic.	85+	Widowed	M	5670
No usual address (Qld)	15-19	Widowed	F	5
No usual address (Qld)	20-24	Married	F	15
No usual address (Qld)	20-24	Married	M	11
No usual address (Qld)	20-24	Separated	F	9
No usual address (Qld)	20-24	Separated	M	4
No usual address (Qld)	25-34	Divorced	F	25
No usual address (Qld)	25-34	Divorced	M	26
No usual address (Qld)	25-34	Married	F	174
No usual address (Qld)	25-34	Married	M	135
No usual address (Qld)	25-34	Separated	F	60
No usual address (Qld)	25-34	Separated	M	54
No usual address (Qld)	25-34	Widowed	M	6
No usual address (Qld)	35-44	Divorced	F	99
No usual address (Qld)	35-44	Divorced	M	83
No usual address (Qld)	35-44	Married	F	248
No usual address (Qld)	35-44	Married	M	230
No usual address (Qld)	35-44	Separated	F	82
No usual address (Qld)	35-44	Separated	M	118
No usual address (Qld)	35-44	Widowed	F	14
No usual address (Qld)	35-44	Widowed	M	6
No usual address (Qld)	45-54	Divorced	F	195
No usual address (Qld)	45-54	Divorced	M	195
No usual address (Qld)	45-54	Married	F	281
No usual address (Qld)	45-54	Married	M	242
No usual address (Qld)	45-54	Separated	F	87
No usual address (Qld)	45-54	Separated	M	131
No usual address (Qld)	45-54	Widowed	F	16
No usual address (Qld)	45-54	Widowed	M	4
No usual address (Qld)	55-64	Divorced	F	299
No usual address (Qld)	55-64	Divorced	M	305
No usual address (Qld)	55-64	Married	F	641
No usual address (Qld)	55-64	Married	M	578
No usual address (Qld)	55-64	Separated	F	71
No usual address (Qld)	55-64	Separated	M	124
No usual address (Qld)	55-64	Widowed	F	43
No usual address (Qld)	55-64	Widowed	M	17
No usual address (Qld)	65-74	Divorced	F	221
No usual address (Qld)	65-74	Divorced	M	313
No usual address (Qld)	65-74	Married	F	504
No usual address (Qld)	65-74	Married	M	641
No usual address (Qld)	65-74	Separated	F	45
No usual address (Qld)	65-74	Separated	M	130
No usual address (Qld)	65-74	Widowed	F	69
No usual address (Qld)	65-74	Widowed	M	63
No usual address (Qld)	75-84	Divorced	F	38
No usual address (Qld)	75-84	Divorced	M	60
No usual address (Qld)	75-84	Married	F	79
No usual address (Qld)	75-84	Married	M	156
No usual address (Qld)	75-84	Separated	F	11
No usual address (Qld)	75-84	Separated	M	26
No usual address (Qld)	75-84	Widowed	F	35
No usual address (Qld)	75-84	Widowed	M	34
No usual address (Qld)	85+	Divorced	F	5
No usual address (Qld)	85+	Divorced	M	3
No usual address (Qld)	85+	Married	F	4
No usual address (Qld)	85+	Married	M	5
No usual address (Qld)	85+	Separated	M	3
No usual address (Qld)	85+	Widowed	F	13
No usual address (Qld)	85+	Widowed	M	6
Migratory - Offshore - Shipping (Qld)	25-34	Married	M	4
Migratory - Offshore - Shipping (Qld)	35-44	Married	M	42
Migratory - Offshore - Shipping (Qld)	35-44	Separated	M	9
Migratory - Offshore - Shipping (Qld)	45-54	Divorced	M	5
Migratory - Offshore - Shipping (Qld)	45-54	Married	M	27
Migratory - Offshore - Shipping (Qld)	65-74	Divorced	M	3
Greater Brisbane	15-19	Divorced	F	14
Greater Brisbane	15-19	Divorced	M	13
Greater Brisbane	15-19	Married	F	103
Greater Brisbane	15-19	Married	M	82
Greater Brisbane	15-19	Separated	F	26
Greater Brisbane	15-19	Separated	M	26
Greater Brisbane	15-19	Widowed	F	14
Greater Brisbane	15-19	Widowed	M	23
Greater Brisbane	20-24	Divorced	F	89
Greater Brisbane	20-24	Divorced	M	59
Greater Brisbane	20-24	Married	F	3785
Greater Brisbane	20-24	Married	M	1968
Greater Brisbane	20-24	Separated	F	315
Greater Brisbane	20-24	Separated	M	154
Greater Brisbane	20-24	Widowed	F	42
Greater Brisbane	20-24	Widowed	M	37
Greater Brisbane	25-34	Divorced	F	4619
Greater Brisbane	25-34	Divorced	M	2852
Greater Brisbane	25-34	Married	F	67507
Greater Brisbane	25-34	Married	M	51624
Greater Brisbane	25-34	Separated	F	4899
Greater Brisbane	25-34	Separated	M	2946
Greater Brisbane	25-34	Widowed	F	292
Greater Brisbane	25-34	Widowed	M	135
Greater Brisbane	35-44	Divorced	F	14682
Greater Brisbane	35-44	Divorced	M	10207
Greater Brisbane	35-44	Married	F	110403
Greater Brisbane	35-44	Married	M	103503
Greater Brisbane	35-44	Separated	F	9609
Greater Brisbane	35-44	Separated	M	6977
Greater Brisbane	35-44	Widowed	F	1036
Greater Brisbane	35-44	Widowed	M	366
Greater Brisbane	45-54	Divorced	F	25928
Greater Brisbane	45-54	Divorced	M	18364
Greater Brisbane	45-54	Married	F	99557
Greater Brisbane	45-54	Married	M	99025
Greater Brisbane	45-54	Separated	F	10398
Greater Brisbane	45-54	Separated	M	8579
Greater Brisbane	45-54	Widowed	F	2917
Greater Brisbane	45-54	Widowed	M	916
Greater Brisbane	55-64	Divorced	F	28735
Greater Brisbane	55-64	Divorced	M	20360
Greater Brisbane	55-64	Married	F	83014
Greater Brisbane	55-64	Married	M	85282
Greater Brisbane	55-64	Separated	F	7539
Greater Brisbane	55-64	Separated	M	6670
Greater Brisbane	55-64	Widowed	F	7021
Greater Brisbane	55-64	Widowed	M	2036
Greater Brisbane	65-74	Divorced	F	22292
Greater Brisbane	65-74	Divorced	M	15583
Greater Brisbane	65-74	Married	F	63597
Greater Brisbane	65-74	Married	M	70140
Greater Brisbane	65-74	Separated	F	4296
Greater Brisbane	65-74	Separated	M	4310
Greater Brisbane	65-74	Widowed	F	15491
Greater Brisbane	65-74	Widowed	M	4359
Greater Brisbane	75-84	Divorced	F	8913
Greater Brisbane	75-84	Divorced	M	6065
Greater Brisbane	75-84	Married	F	27327
Greater Brisbane	75-84	Married	M	37653
Greater Brisbane	75-84	Separated	F	1291
Greater Brisbane	75-84	Separated	M	1677
Greater Brisbane	75-84	Widowed	F	22145
Greater Brisbane	75-84	Widowed	M	6027
Greater Brisbane	85+	Divorced	F	1918
Greater Brisbane	85+	Divorced	M	1020
Greater Brisbane	85+	Married	F	4513
Greater Brisbane	85+	Married	M	8994
Greater Brisbane	85+	Separated	F	174
Greater Brisbane	85+	Separated	M	285
Greater Brisbane	85+	Widowed	F	19105
Greater Brisbane	85+	Widowed	M	5117
Rest of Qld	15-19	Divorced	F	9
Rest of Qld	15-19	Divorced	M	15
Rest of Qld	15-19	Married	F	125
Rest of Qld	15-19	Married	M	96
Rest of Qld	15-19	Separated	F	33
Rest of Qld	15-19	Separated	M	21
Rest of Qld	15-19	Widowed	F	12
Rest of Qld	15-19	Widowed	M	20
Rest of Qld	20-24	Divorced	F	84
Rest of Qld	20-24	Divorced	M	54
Rest of Qld	20-24	Married	F	3455
Rest of Qld	20-24	Married	M	1901
Rest of Qld	20-24	Separated	F	286
Rest of Qld	20-24	Separated	M	179
Rest of Qld	20-24	Widowed	F	49
Rest of Qld	20-24	Widowed	M	43
Rest of Qld	25-34	Divorced	F	3988
Rest of Qld	25-34	Divorced	M	2520
Rest of Qld	25-34	Married	F	56187
Rest of Qld	25-34	Married	M	42851
Rest of Qld	25-34	Separated	F	4528
Rest of Qld	25-34	Separated	M	2629
Rest of Qld	25-34	Widowed	F	305
Rest of Qld	25-34	Widowed	M	164
Rest of Qld	35-44	Divorced	F	14251
Rest of Qld	35-44	Divorced	M	9972
Rest of Qld	35-44	Married	F	93431
Rest of Qld	35-44	Married	M	85069
Rest of Qld	35-44	Separated	F	9776
Rest of Qld	35-44	Separated	M	6789
Rest of Qld	35-44	Widowed	F	1112
Rest of Qld	35-44	Widowed	M	351
Rest of Qld	45-54	Divorced	F	28475
Rest of Qld	45-54	Divorced	M	20824
Rest of Qld	45-54	Married	F	99034
Rest of Qld	45-54	Married	M	95441
Rest of Qld	45-54	Separated	F	11475
Rest of Qld	45-54	Separated	M	9478
Rest of Qld	45-54	Widowed	F	3163
Rest of Qld	45-54	Widowed	M	1097
Rest of Qld	55-64	Divorced	F	35769
Rest of Qld	55-64	Divorced	M	28003
Rest of Qld	55-64	Married	F	100770
Rest of Qld	55-64	Married	M	99203
Rest of Qld	55-64	Separated	F	9418
Rest of Qld	55-64	Separated	M	8499
Rest of Qld	55-64	Widowed	F	8883
Rest of Qld	55-64	Widowed	M	2868
Rest of Qld	65-74	Divorced	F	27905
Rest of Qld	65-74	Divorced	M	24495
Rest of Qld	65-74	Married	F	84414
Rest of Qld	65-74	Married	M	93274
Rest of Qld	65-74	Separated	F	5473
Rest of Qld	65-74	Separated	M	6584
Rest of Qld	65-74	Widowed	F	20031
Rest of Qld	65-74	Widowed	M	6241
Rest of Qld	75-84	Divorced	F	11135
Rest of Qld	75-84	Divorced	M	9859
Rest of Qld	75-84	Married	F	37815
Rest of Qld	75-84	Married	M	52040
Rest of Qld	75-84	Separated	F	1686
Rest of Qld	75-84	Separated	M	2443
Rest of Qld	75-84	Widowed	F	28745
Rest of Qld	75-84	Widowed	M	8608
Rest of Qld	85+	Divorced	F	2235
Rest of Qld	85+	Divorced	M	1627
Rest of Qld	85+	Married	F	6024
Rest of Qld	85+	Married	M	12202
Rest of Qld	85+	Separated	F	227
Rest of Qld	85+	Separated	M	432
Rest of Qld	85+	Widowed	F	23030
Rest of Qld	85+	Widowed	M	6685
No usual address (SA)	20-24	Married	F	4
No usual address (SA)	20-24	Separated	F	3
No usual address (SA)	20-24	Widowed	F	3
No usual address (SA)	25-34	Divorced	F	12
No usual address (SA)	25-34	Divorced	M	9
No usual address (SA)	25-34	Married	F	39
No usual address (SA)	25-34	Married	M	28
No usual address (SA)	25-34	Separated	F	11
No usual address (SA)	25-34	Separated	M	6
No usual address (SA)	35-44	Divorced	F	26
No usual address (SA)	35-44	Divorced	M	29
No usual address (SA)	35-44	Married	F	50
No usual address (SA)	35-44	Married	M	48
No usual address (SA)	35-44	Separated	F	28
No usual address (SA)	35-44	Separated	M	30
No usual address (SA)	45-54	Divorced	F	28
No usual address (SA)	45-54	Divorced	M	54
No usual address (SA)	45-54	Married	F	42
No usual address (SA)	45-54	Married	M	49
No usual address (SA)	45-54	Separated	F	30
No usual address (SA)	45-54	Separated	M	38
