GCCSA_NAME21	Ancestry	FatherBornAus	MotherBornAus	responses
Greater Sydney	Croatian	1	1	9892
Greater Sydney	Dutch			205
Greater Sydney	Dutch	0	0	22663
Greater Sydney	Dutch	0	1	7421
Greater Sydney	Dutch	1	0	4629
Greater Sydney	Dutch	1	1	13808
Greater Sydney	English			9714
Greater Sydney	English	0	0	322630
Greater Sydney	English	0	1	127891
Greater Sydney	English	1	0	91901
Greater Sydney	English	1	1	692564
Greater Sydney	Filipino			458
Greater Sydney	Filipino	0	0	114213
Greater Sydney	Filipino	0	1	3514
Greater Sydney	Filipino	1	0	9972
Greater Sydney	Filipino	1	1	2465
Greater Sydney	French			142
Greater Sydney	French	0	0	20929
Greater Sydney	French	0	1	3001
Greater Sydney	French	1	0	2332
Greater Sydney	French	1	1	7930
Greater Sydney	German			797
Greater Sydney	German	0	0	45143
Greater Sydney	German	0	1	11310
Greater Sydney	German	1	0	8223
Greater Sydney	German	1	1	57436
Greater Sydney	Greek			665
Greater Sydney	Greek	0	0	67418
Greater Sydney	Greek	0	1	12742
Greater Sydney	Greek	1	0	6818
Greater Sydney	Greek	1	1	36841
Greater Sydney	Hungarian			92
Greater Sydney	Hungarian	0	0	11998
Greater Sydney	Hungarian	0	1	2427
Greater Sydney	Hungarian	1	0	1350
Greater Sydney	Hungarian	1	1	3900
Greater Sydney	Indian			485
Greater Sydney	Indian	0	0	227307
Greater Sydney	Indian	0	1	4081
Greater Sydney	Indian	1	0	3194
Greater Sydney	Indian	1	1	2150
Greater Sydney	Irish			2069
Greater Sydney	Irish	0	0	83418
Greater Sydney	Irish	0	1	32526
Greater Sydney	Irish	1	0	22192
Greater Sydney	Irish	1	1	260885
Greater Sydney	Italian			1187
Greater Sydney	Italian	0	0	105141
Greater Sydney	Italian	0	1	27257
Greater Sydney	Italian	1	0	12812
Greater Sydney	Italian	1	1	77238
Greater Sydney	Korean			275
Greater Sydney	Korean	0	0	65622
Greater Sydney	Korean	0	1	687
Greater Sydney	Korean	1	0	2054
Greater Sydney	Korean	1	1	590
Greater Sydney	Lebanese			739
Greater Sydney	Lebanese	0	0	105913
Greater Sydney	Lebanese	0	1	24586
Greater Sydney	Lebanese	1	0	10914
Greater Sydney	Lebanese	1	1	28628
Greater Sydney	Macedonian			165
Greater Sydney	Macedonian	0	0	20085
Greater Sydney	Macedonian	0	1	2609
Greater Sydney	Macedonian	1	0	1568
Greater Sydney	Macedonian	1	1	4492
Greater Sydney	Maltese			333
Greater Sydney	Maltese	0	0	26746
Greater Sydney	Maltese	0	1	7972
Greater Sydney	Maltese	1	0	4383
Greater Sydney	Maltese	1	1	24001
Greater Sydney	Maori			235
Greater Sydney	Maori	0	0	19577
Greater Sydney	Maori	0	1	4056
Greater Sydney	Maori	1	0	2483
Greater Sydney	Maori	1	1	2027
Greater Sydney	NZ			193
Greater Sydney	NZ	0	0	19106
Greater Sydney	NZ	0	1	7260
Greater Sydney	NZ	1	0	5175
Greater Sydney	NZ	1	1	3766
Greater Sydney	(Other)			5676
Greater Sydney	(Other)	0	0	871371
Greater Sydney	(Other)	0	1	61108
Greater Sydney	(Other)	1	0	49533
Greater Sydney	(Other)	1	1	63970
Greater Sydney	Polish			204
Greater Sydney	Polish	0	0	26355
Greater Sydney	Polish	0	1	4017
Greater Sydney	Polish	1	0	3264
Greater Sydney	Polish	1	1	8184
Greater Sydney	Russian			169
Greater Sydney	Russian	0	0	21846
Greater Sydney	Russian	0	1	1839
Greater Sydney	Russian	1	0	2014
Greater Sydney	Russian	1	1	3481
Greater Sydney	Samoan			304
Greater Sydney	Samoan	0	0	24515
Greater Sydney	Samoan	0	1	3341
Greater Sydney	Samoan	1	0	1399
Greater Sydney	Samoan	1	1	943
Greater Sydney	Scottish			1490
Greater Sydney	Scottish	0	0	68775
Greater Sydney	Scottish	0	1	29516
Greater Sydney	Scottish	1	0	21577
Greater Sydney	Scottish	1	1	194323
Greater Sydney	Serbian			146
Greater Sydney	Serbian	0	0	22801
Greater Sydney	Serbian	0	1	2336
Greater Sydney	Serbian	1	0	1576
Greater Sydney	Serbian	1	1	2942
Greater Sydney	South African			107
Greater Sydney	South African	0	0	23811
Greater Sydney	South African	0	1	3513
Greater Sydney	South African	1	0	2599
Greater Sydney	South African	1	1	1134
Greater Sydney	Spanish			232
Greater Sydney	Spanish	0	0	32544
Greater Sydney	Spanish	0	1	2003
Greater Sydney	Spanish	1	0	1866
Greater Sydney	Spanish	1	1	3354
Greater Sydney	Sri Lankan			57
Greater Sydney	Sri Lankan	0	0	16230
Greater Sydney	Sri Lankan	0	1	1048
Greater Sydney	Sri Lankan	1	0	799
Greater Sydney	Sri Lankan	1	1	695
Greater Sydney	Vietnamese			677
Greater Sydney	Vietnamese	0	0	110131
Greater Sydney	Vietnamese	0	1	2103
Greater Sydney	Vietnamese	1	0	3647
Greater Sydney	Vietnamese	1	1	2089
Greater Sydney	Welsh			80
Greater Sydney	Welsh	0	0	10725
Greater Sydney	Welsh	0	1	2895
Greater Sydney	Welsh	1	0	1920
Greater Sydney	Welsh	1	1	9435
Rest of NSW				169253
Rest of NSW		0	0	5493
Rest of NSW		0	1	1170
Rest of NSW		1	0	923
Rest of NSW		1	1	20293
Rest of NSW	Australian			11896
Rest of NSW	Australian		1	953745
Rest of NSW	Australian	0	0	14508
Rest of NSW	Australian	0	1	89870
Rest of NSW	Australian	1	0	67018
Rest of NSW	Australian Aboriginal			2513
Rest of NSW	Australian Aboriginal	0	0	467
Rest of NSW	Australian Aboriginal	0	1	5392
Rest of NSW	Australian Aboriginal	1	0	2811
Rest of NSW	Australian Aboriginal	1	1	161555
Rest of NSW	Chinese			210
Rest of NSW	Chinese	0	0	19689
Rest of NSW	Chinese	0	1	1202
Rest of NSW	Chinese	1	0	1745
Rest of NSW	Chinese	1	1	5842
Rest of NSW	Croatian			131
Rest of NSW	Croatian	0	0	5502
Rest of NSW	Croatian	0	1	1328
Rest of NSW	Croatian	1	0	605
Rest of NSW	Croatian	1	1	3130
Rest of NSW	Dutch			230
Rest of NSW	Dutch	0	0	15444
Rest of NSW	Dutch	0	1	5852
Rest of NSW	Dutch	1	0	3745
Rest of NSW	Dutch	1	1	12987
Rest of NSW	English			13016
Rest of NSW	English	0	0	135916
Rest of NSW	English	0	1	83359
Rest of NSW	English	1	0	60925
Rest of NSW	English	1	1	864352
Rest of NSW	Filipino			190
Rest of NSW	Filipino	0	0	16192
Rest of NSW	Filipino	0	1	704
Rest of NSW	Filipino	1	0	3934
Rest of NSW	Filipino	1	1	1077
Rest of NSW	French			92
Rest of NSW	French	0	0	5268
Rest of NSW	French	0	1	1197
Rest of NSW	French	1	0	975
Rest of NSW	French	1	1	6691
Rest of NSW	German			1014
Rest of NSW	German	0	0	22808
Rest of NSW	German	0	1	8361
Rest of NSW	German	1	0	6113
Rest of NSW	German	1	1	81019
Rest of NSW	Greek			139
Rest of NSW	Greek	0	0	6741
Rest of NSW	Greek	0	1	2135
Rest of NSW	Greek	1	0	937
Rest of NSW	Greek	1	1	7102
Rest of NSW	Hungarian			48
Rest of NSW	Hungarian	0	0	3328
Rest of NSW	Hungarian	0	1	1000
Rest of NSW	Hungarian	1	0	418
Rest of NSW	Hungarian	1	1	1860
Rest of NSW	Indian			87
Rest of NSW	Indian	0	0	20736
Rest of NSW	Indian	0	1	1040
Rest of NSW	Indian	1	0	758
Rest of NSW	Indian	1	1	1168
Rest of NSW	Irish			2699
Rest of NSW	Irish	0	0	28642
Rest of NSW	Irish	0	1	18061
Rest of NSW	Irish	1	0	12229
Rest of NSW	Irish	1	1	271799
Rest of NSW	Italian			581
Rest of NSW	Italian	0	0	24304
Rest of NSW	Italian	0	1	9110
Rest of NSW	Italian	1	0	3518
Rest of NSW	Italian	1	1	40441
Rest of NSW	Korean			16
Rest of NSW	Korean	0	0	2634
Rest of NSW	Korean	0	1	124
Rest of NSW	Korean	1	0	310
Rest of NSW	Korean	1	1	155
Rest of NSW	Lebanese			51
Rest of NSW	Lebanese	0	0	3012
Rest of NSW	Lebanese	0	1	1103
Rest of NSW	Lebanese	1	0	537
Rest of NSW	Lebanese	1	1	2724
Rest of NSW	Macedonian			97
Rest of NSW	Macedonian	0	0	9635
Rest of NSW	Macedonian	0	1	1365
Rest of NSW	Macedonian	1	0	683
Rest of NSW	Macedonian	1	1	3054
Rest of NSW	Maltese			116
Rest of NSW	Maltese	0	0	5321
Rest of NSW	Maltese	0	1	2034
Rest of NSW	Maltese	1	0	1150
Rest of NSW	Maltese	1	1	6854
Rest of NSW	Maori			89
Rest of NSW	Maori	0	0	5560
Rest of NSW	Maori	0	1	2253
Rest of NSW	Maori	1	0	1374
Rest of NSW	Maori	1	1	2001
Rest of NSW	NZ			137
Rest of NSW	NZ	0	0	6802
Rest of NSW	NZ	0	1	4206
Rest of NSW	NZ	1	0	2988
Rest of NSW	NZ	1	1	2899
Rest of NSW	(Other)			1591
Rest of NSW	(Other)	0	0	107601
Rest of NSW	(Other)	0	1	19801
Rest of NSW	(Other)	1	0	15554
Rest of NSW	(Other)	1	1	37597
Rest of NSW	Polish			128
Rest of NSW	Polish	0	0	8094
Rest of NSW	Polish	0	1	2072
Rest of NSW	Polish	1	0	1344
Rest of NSW	Polish	1	1	6062
Rest of NSW	Russian			73
Rest of NSW	Russian	0	0	2992
Rest of NSW	Russian	0	1	625
Rest of NSW	Russian	1	0	601
Rest of NSW	Russian	1	1	1877
Rest of NSW	Samoan			50
Rest of NSW	Samoan	0	0	2103
Rest of NSW	Samoan	0	1	823
Rest of NSW	Samoan	1	0	284
Rest of NSW	Samoan	1	1	281
Rest of NSW	Scottish			2134
Rest of NSW	Scottish	0	0	35876
Rest of NSW	Scottish	0	1	22021
Rest of NSW	Scottish	1	0	15725
Rest of NSW	Scottish	1	1	228163
Rest of NSW	Serbian			52
Rest of NSW	Serbian	0	0	4246
Rest of NSW	Serbian	0	1	613
Rest of NSW	Serbian	1	0	320
Rest of NSW	Serbian	1	1	1018
Rest of NSW	South African			36
Rest of NSW	South African	0	0	5479
Rest of NSW	South African	0	1	1245
Rest of NSW	South African	1	0	929
Rest of NSW	South African	1	1	662
Rest of NSW	Spanish			84
Rest of NSW	Spanish	0	0	5876
Rest of NSW	Spanish	0	1	852
Rest of NSW	Spanish	1	0	603
Rest of NSW	Spanish	1	1	2967
Rest of NSW	Sri Lankan			10
Rest of NSW	Sri Lankan	0	0	1475
Rest of NSW	Sri Lankan	0	1	278
Rest of NSW	Sri Lankan	1	0	248
Rest of NSW	Sri Lankan	1	1	275
Rest of NSW	Vietnamese			33
Rest of NSW	Vietnamese	0	0	4487
Rest of NSW	Vietnamese	0	1	186
Rest of NSW	Vietnamese	1	0	429
Rest of NSW	Vietnamese	1	1	194
Rest of NSW	Welsh			96
Rest of NSW	Welsh	0	0	6025
Rest of NSW	Welsh	0	1	2336
Rest of NSW	Welsh	1	0	1467
Rest of NSW	Welsh	1	1	9835
No usual address (Vic.)				3572
No usual address (Vic.)		0	0	32
No usual address (Vic.)		0	1	9
No usual address (Vic.)		1	0	4
No usual address (Vic.)		1	1	45
No usual address (Vic.)	Australian			47
No usual address (Vic.)	Australian		1	1415
No usual address (Vic.)	Australian	0	0	61
No usual address (Vic.)	Australian	0	1	230
No usual address (Vic.)	Australian	1	0	123
No usual address (Vic.)	Australian Aboriginal			5
No usual address (Vic.)	Australian Aboriginal	0	0	7
No usual address (Vic.)	Australian Aboriginal	0	1	9
No usual address (Vic.)	Australian Aboriginal	1	0	6
No usual address (Vic.)	Australian Aboriginal	1	1	208
No usual address (Vic.)	Chinese	0	0	179
No usual address (Vic.)	Chinese	0	1	7
No usual address (Vic.)	Chinese	1	0	4
No usual address (Vic.)	Chinese	1	1	13
No usual address (Vic.)	Croatian	0	0	18
No usual address (Vic.)	Dutch	0	0	53
No usual address (Vic.)	Dutch	0	1	31
No usual address (Vic.)	Dutch	1	0	5
No usual address (Vic.)	Dutch	1	1	42
No usual address (Vic.)	English			35
No usual address (Vic.)	English	0	0	370
No usual address (Vic.)	English	0	1	173
No usual address (Vic.)	English	1	0	124
No usual address (Vic.)	English	1	1	1249
No usual address (Vic.)	Filipino	0	0	54
No usual address (Vic.)	Filipino	1	0	8
No usual address (Vic.)	French	0	0	25
No usual address (Vic.)	French	0	1	5
No usual address (Vic.)	French	1	1	14
No usual address (Vic.)	German			4
No usual address (Vic.)	German	0	0	74
No usual address (Vic.)	German	0	1	23
No usual address (Vic.)	German	1	0	13
No usual address (Vic.)	German	1	1	136
No usual address (Vic.)	Greek	0	0	34
No usual address (Vic.)	Greek	0	1	18
No usual address (Vic.)	Greek	1	0	4
No usual address (Vic.)	Greek	1	1	18
No usual address (Vic.)	Hungarian	0	0	11
No usual address (Vic.)	Hungarian	1	1	6
No usual address (Vic.)	Indian	0	0	95
No usual address (Vic.)	Indian	1	0	4
No usual address (Vic.)	Indian	1	1	3
No usual address (Vic.)	Irish			7
No usual address (Vic.)	Irish	0	0	106
No usual address (Vic.)	Irish	0	1	48
No usual address (Vic.)	Irish	1	0	23
No usual address (Vic.)	Irish	1	1	445
No usual address (Vic.)	Italian			3
No usual address (Vic.)	Italian	0	0	72
No usual address (Vic.)	Italian	0	1	22
No usual address (Vic.)	Italian	1	0	20
No usual address (Vic.)	Italian	1	1	106
No usual address (Vic.)	Korean	0	0	4
No usual address (Vic.)	Lebanese	0	0	27
No usual address (Vic.)	Lebanese	0	1	6
No usual address (Vic.)	Lebanese	1	1	8
No usual address (Vic.)	Macedonian	0	0	10
No usual address (Vic.)	Macedonian	1	1	8
No usual address (Vic.)	Maltese	0	0	12
No usual address (Vic.)	Maltese	0	1	8
No usual address (Vic.)	Maltese	1	0	6
No usual address (Vic.)	Maltese	1	1	27
No usual address (Vic.)	Maori	0	0	44
No usual address (Vic.)	Maori	1	0	9
No usual address (Vic.)	Maori	1	1	5
No usual address (Vic.)	NZ			3
No usual address (Vic.)	NZ	0	0	43
No usual address (Vic.)	NZ	0	1	12
No usual address (Vic.)	NZ	1	0	5
No usual address (Vic.)	(Other)			19
No usual address (Vic.)	(Other)	0	0	595
No usual address (Vic.)	(Other)	0	1	69
No usual address (Vic.)	(Other)	1	0	42
No usual address (Vic.)	(Other)	1	1	93
No usual address (Vic.)	Polish	0	0	23
No usual address (Vic.)	Polish	0	1	6
No usual address (Vic.)	Polish	1	0	3
No usual address (Vic.)	Polish	1	1	19
No usual address (Vic.)	Russian	0	0	18
No usual address (Vic.)	Samoan	0	0	23
No usual address (Vic.)	Scottish			7
No usual address (Vic.)	Scottish	0	0	103
No usual address (Vic.)	Scottish	0	1	60
No usual address (Vic.)	Scottish	1	0	48
No usual address (Vic.)	Scottish	1	1	350
No usual address (Vic.)	Serbian	0	0	22
No usual address (Vic.)	South African	0	0	14
No usual address (Vic.)	Spanish	0	0	20
No usual address (Vic.)	Spanish	0	1	3
No usual address (Vic.)	Spanish	1	1	3
No usual address (Vic.)	Sri Lankan	0	0	19
No usual address (Vic.)	Sri Lankan	0	1	5
No usual address (Vic.)	Vietnamese	0	0	48
No usual address (Vic.)	Vietnamese	1	0	3
No usual address (Vic.)	Welsh			4
No usual address (Vic.)	Welsh	0	0	14
No usual address (Vic.)	Welsh	0	1	5
No usual address (Vic.)	Welsh	1	0	5
No usual address (Vic.)	Welsh	1	1	15
Migratory - Offshore - Shipping (Vic.)				27
Migratory - Offshore - Shipping (Vic.)	English	1	1	7
Migratory - Offshore - Shipping (Vic.)	Filipino	0	0	3
Migratory - Offshore - Shipping (Vic.)	Scottish	1	1	3
Greater Melbourne				205599
Greater Melbourne		0	0	41148
Greater Melbourne		0	1	2593
Greater Melbourne		1	0	2036
Greater Melbourne		1	1	14052
Greater Melbourne	Australian			8891
Greater Melbourne	Australian		1	797068
Greater Melbourne	Australian	0	0	76764
Greater Melbourne	Australian	0	1	152538
Greater Melbourne	Australian	1	0	116050
Greater Melbourne	Australian Aboriginal			429
Greater Melbourne	Australian Aboriginal	0	0	1214
Greater Melbourne	Australian Aboriginal	0	1	2397
Greater Melbourne	Australian Aboriginal	1	0	1352
Greater Melbourne	Australian Aboriginal	1	1	26680
Greater Melbourne	Chinese			2025
Greater Melbourne	Chinese	0	0	380784
Greater Melbourne	Chinese	0	1	5769
Greater Melbourne	Chinese	1	0	11209
Greater Melbourne	Chinese	1	1	9503
Greater Melbourne	Croatian			278
Greater Melbourne	Croatian	0	0	26868
Greater Melbourne	Croatian	0	1	4206
Greater Melbourne	Croatian	1	0	2271
Greater Melbourne	Croatian	1	1	8672
Greater Melbourne	Dutch			318
Greater Melbourne	Dutch	0	0	31283
Greater Melbourne	Dutch	0	1	10975
Greater Melbourne	Dutch	1	0	6925
Greater Melbourne	Dutch	1	1	23696
Greater Melbourne	English			9927
Greater Melbourne	English	0	0	287537
Greater Melbourne	English	0	1	126245
Greater Melbourne	English	1	0	94061
Greater Melbourne	English	1	1	739625
Greater Melbourne	Filipino			252
Greater Melbourne	Filipino	0	0	71982
Greater Melbourne	Filipino	0	1	1767
Greater Melbourne	Filipino	1	0	6988
Greater Melbourne	Filipino	1	1	1481
Greater Melbourne	French			147
Greater Melbourne	French	0	0	16118
Greater Melbourne	French	0	1	2502
Greater Melbourne	French	1	0	1859
Greater Melbourne	French	1	1	7792
Greater Melbourne	German			938
Greater Melbourne	German	0	0	44185
Greater Melbourne	German	0	1	13714
Greater Melbourne	German	1	0	9683
Greater Melbourne	German	1	1	72033
Greater Melbourne	Greek			1049
Greater Melbourne	Greek	0	0	100359
Greater Melbourne	Greek	0	1	16339
Greater Melbourne	Greek	1	0	8637
Greater Melbourne	Greek	1	1	45101
Greater Melbourne	Hungarian			148
Greater Melbourne	Hungarian	0	0	11942
Greater Melbourne	Hungarian	0	1	2466
Greater Melbourne	Hungarian	1	0	1433
Greater Melbourne	Hungarian	1	1	4552
Greater Melbourne	Indian			516
Greater Melbourne	Indian	0	0	249671
Greater Melbourne	Indian	0	1	4662
Greater Melbourne	Indian	1	0	3319
Greater Melbourne	Indian	1	1	2526
Greater Melbourne	Irish			2263
Greater Melbourne	Irish	0	0	68156
Greater Melbourne	Irish	0	1	31844
Greater Melbourne	Irish	1	0	21953
Greater Melbourne	Irish	1	1	284276
Greater Melbourne	Italian			1890
Greater Melbourne	Italian	0	0	149579
Greater Melbourne	Italian	0	1	36607
Greater Melbourne	Italian	1	0	17419
Greater Melbourne	Italian	1	1	118166
Greater Melbourne	Korean			51
Greater Melbourne	Korean	0	0	18300
Greater Melbourne	Korean	0	1	220
Greater Melbourne	Korean	1	0	780
Greater Melbourne	Korean	1	1	231
Greater Melbourne	Lebanese			238
Greater Melbourne	Lebanese	0	0	30578
Greater Melbourne	Lebanese	0	1	6956
Greater Melbourne	Lebanese	1	0	3264
Greater Melbourne	Lebanese	1	1	6474
Greater Melbourne	Macedonian			268
Greater Melbourne	Macedonian	0	0	31082
Greater Melbourne	Macedonian	0	1	4287
Greater Melbourne	Macedonian	1	0	2411
Greater Melbourne	Macedonian	1	1	8184
Greater Melbourne	Maltese			402
Greater Melbourne	Maltese	0	0	34335
Greater Melbourne	Maltese	0	1	8499
Greater Melbourne	Maltese	1	0	5059
Greater Melbourne	Maltese	1	1	22824
Greater Melbourne	Maori			156
Greater Melbourne	Maori	0	0	16268
Greater Melbourne	Maori	0	1	2322
Greater Melbourne	Maori	1	0	1767
Greater Melbourne	Maori	1	1	1172
Greater Melbourne	NZ			152
Greater Melbourne	NZ	0	0	18291
Greater Melbourne	NZ	0	1	6244
Greater Melbourne	NZ	1	0	4658
Greater Melbourne	NZ	1	1	2563
Greater Melbourne	(Other)			5180
Greater Melbourne	(Other)	0	0	755825
Greater Melbourne	(Other)	0	1	51479
Greater Melbourne	(Other)	1	0	42750
Greater Melbourne	(Other)	1	1	60021
Greater Melbourne	Polish			266
Greater Melbourne	Polish	0	0	30803
Greater Melbourne	Polish	0	1	5425
Greater Melbourne	Polish	1	0	4140
Greater Melbourne	Polish	1	1	11922
Greater Melbourne	Russian			144
Greater Melbourne	Russian	0	0	17993
Greater Melbourne	Russian	0	1	1630
Greater Melbourne	Russian	1	0	1729
Greater Melbourne	Russian	1	1	2968
Greater Melbourne	Samoan			217
Greater Melbourne	Samoan	0	0	18898
Greater Melbourne	Samoan	0	1	1567
Greater Melbourne	Samoan	1	0	722
Greater Melbourne	Samoan	1	1	298
Greater Melbourne	Scottish			1800
Greater Melbourne	Scottish	0	0	67803
Greater Melbourne	Scottish	0	1	30797
Greater Melbourne	Scottish	1	0	23550
Greater Melbourne	Scottish	1	1	225791
Greater Melbourne	Serbian			214
Greater Melbourne	Serbian	0	0	20697
Greater Melbourne	Serbian	0	1	2185
Greater Melbourne	Serbian	1	0	1349
Greater Melbourne	Serbian	1	1	2489
Greater Melbourne	South African			77
Greater Melbourne	South African	0	0	16423
Greater Melbourne	South African	0	1	2736
Greater Melbourne	South African	1	0	2199
Greater Melbourne	South African	1	1	1003
Greater Melbourne	Spanish			129
Greater Melbourne	Spanish	0	0	18616
Greater Melbourne	Spanish	0	1	1539
Greater Melbourne	Spanish	1	0	1311
Greater Melbourne	Spanish	1	1	3185
Greater Melbourne	Sri Lankan			156
Greater Melbourne	Sri Lankan	0	0	41092
Greater Melbourne	Sri Lankan	0	1	2893
Greater Melbourne	Sri Lankan	1	0	2025
Greater Melbourne	Sri Lankan	1	1	2245
Greater Melbourne	Vietnamese			535
Greater Melbourne	Vietnamese	0	0	109584
Greater Melbourne	Vietnamese	0	1	1910
Greater Melbourne	Vietnamese	1	0	3682
Greater Melbourne	Vietnamese	1	1	1792
Greater Melbourne	Welsh			71
Greater Melbourne	Welsh	0	0	8871
Greater Melbourne	Welsh	0	1	2553
Greater Melbourne	Welsh	1	0	1839
Greater Melbourne	Welsh	1	1	9653
Rest of Vic.				91981
Rest of Vic.		0	0	3452
Rest of Vic.		0	1	725
Rest of Vic.		1	0	548
Rest of Vic.		1	1	12888
Rest of Vic.	Australian			7764
Rest of Vic.	Australian		1	519374
Rest of Vic.	Australian	0	0	8638
Rest of Vic.	Australian	0	1	47505
Rest of Vic.	Australian	1	0	34252
