SA2_NAME16	IndigenousStatus	persons
Gorokan - Kanwal - Charmhaven	Non-indigenous	20681
Gorokan - Kanwal - Charmhaven	Torres Strait Islander	33
Jilliby - Yarramalong	Aboriginal	118
Jilliby - Yarramalong	Non-indigenous	3302
Lake Munmorah - Mannering Park	Aboriginal	641
Lake Munmorah - Mannering Park	Both Aboriginal & Torres Strait Islander	10
Lake Munmorah - Mannering Park	Non-indigenous	10298
Lake Munmorah - Mannering Park	Torres Strait Islander	11
Ourimbah - Fountaindale	Aboriginal	169
Ourimbah - Fountaindale	Non-indigenous	4759
Summerland Point - Gwandalan	Aboriginal	381
Summerland Point - Gwandalan	Both Aboriginal & Torres Strait Islander	16
Summerland Point - Gwandalan	Non-indigenous	6092
Summerland Point - Gwandalan	Torres Strait Islander	3
The Entrance	Aboriginal	836
The Entrance	Both Aboriginal & Torres Strait Islander	16
The Entrance	Non-indigenous	14976
The Entrance	Torres Strait Islander	11
Toukley - Norah Head	Aboriginal	718
Toukley - Norah Head	Non-indigenous	9180
Toukley - Norah Head	Torres Strait Islander	11
Tuggerah - Kangy Angy	Aboriginal	215
Tuggerah - Kangy Angy	Both Aboriginal & Torres Strait Islander	10
Tuggerah - Kangy Angy	Non-indigenous	5004
Warnervale - Wadalba	Aboriginal	1223
Warnervale - Wadalba	Both Aboriginal & Torres Strait Islander	35
Warnervale - Wadalba	Non-indigenous	18777
Warnervale - Wadalba	Torres Strait Islander	16
Wyong	Aboriginal	642
Wyong	Both Aboriginal & Torres Strait Islander	14
Wyong	Non-indigenous	8437
Wyong	Torres Strait Islander	27
Bathurst - East	Aboriginal	970
Bathurst - East	Both Aboriginal & Torres Strait Islander	27
Bathurst - East	Non-indigenous	11318
Bathurst - East	Torres Strait Islander	15
Bathurst Surrounds	Aboriginal	275
Bathurst Surrounds	Both Aboriginal & Torres Strait Islander	4
Bathurst Surrounds	Non-indigenous	6614
Bathurst Surrounds	Torres Strait Islander	16
Oberon	Aboriginal	216
Oberon	Both Aboriginal & Torres Strait Islander	18
Oberon	Non-indigenous	4592
Oberon	Torres Strait Islander	8
Bathurst - South	Aboriginal	890
Bathurst - South	Both Aboriginal & Torres Strait Islander	27
Bathurst - South	Non-indigenous	9828
Bathurst - South	Torres Strait Islander	7
Bathurst - West	Aboriginal	923
Bathurst - West	Both Aboriginal & Torres Strait Islander	26
Bathurst - West	Non-indigenous	13354
Bathurst - West	Torres Strait Islander	10
Condobolin	Aboriginal	1076
Condobolin	Both Aboriginal & Torres Strait Islander	6
Condobolin	Non-indigenous	5284
Condobolin	Torres Strait Islander	6
Cowra	Aboriginal	937
Cowra	Both Aboriginal & Torres Strait Islander	13
Cowra	Non-indigenous	8316
Cowra	Torres Strait Islander	7
Cowra Surrounds	Aboriginal	262
Cowra Surrounds	Both Aboriginal & Torres Strait Islander	9
Cowra Surrounds	Non-indigenous	5429
Cowra Surrounds	Torres Strait Islander	16
Forbes	Aboriginal	1249
Forbes	Both Aboriginal & Torres Strait Islander	22
Forbes	Non-indigenous	8717
Forbes	Torres Strait Islander	32
Grenfell	Aboriginal	158
Grenfell	Both Aboriginal & Torres Strait Islander	11
Grenfell	Non-indigenous	3425
Grenfell	Torres Strait Islander	3
Parkes (NSW)	Aboriginal	1375
Parkes (NSW)	Both Aboriginal & Torres Strait Islander	15
Parkes (NSW)	Non-indigenous	9523
Parkes (NSW)	Torres Strait Islander	6
Parkes Surrounds	Aboriginal	472
Parkes Surrounds	Both Aboriginal & Torres Strait Islander	5
Parkes Surrounds	Non-indigenous	2785
West Wyalong	Aboriginal	354
West Wyalong	Both Aboriginal & Torres Strait Islander	3
West Wyalong	Non-indigenous	5168
Lithgow	Aboriginal	994
Lithgow	Both Aboriginal & Torres Strait Islander	11
Lithgow	Non-indigenous	11350
Lithgow	Torres Strait Islander	30
Lithgow Surrounds	Aboriginal	552
Lithgow Surrounds	Both Aboriginal & Torres Strait Islander	20
Lithgow Surrounds	Non-indigenous	7863
Lithgow Surrounds	Torres Strait Islander	13
Mudgee	Aboriginal	865
Mudgee	Both Aboriginal & Torres Strait Islander	13
Mudgee	Non-indigenous	11678
Mudgee	Torres Strait Islander	7
Mudgee Surrounds - East	Aboriginal	230
Mudgee Surrounds - East	Non-indigenous	3168
Mudgee Surrounds - West	Aboriginal	720
Mudgee Surrounds - West	Both Aboriginal & Torres Strait Islander	23
Mudgee Surrounds - West	Non-indigenous	10324
Mudgee Surrounds - West	Torres Strait Islander	5
Blayney	Aboriginal	422
Blayney	Non-indigenous	7089
Blayney	Torres Strait Islander	6
Orange	Aboriginal	1516
Orange	Both Aboriginal & Torres Strait Islander	47
Orange	Non-indigenous	17444
Orange	Torres Strait Islander	16
Orange - North	Aboriginal	1637
Orange - North	Both Aboriginal & Torres Strait Islander	26
Orange - North	Non-indigenous	21204
Orange - North	Torres Strait Islander	28
Orange Surrounds	Aboriginal	513
Orange Surrounds	Both Aboriginal & Torres Strait Islander	6
Orange Surrounds	Non-indigenous	11297
Orange Surrounds	Torres Strait Islander	14
Grafton	Aboriginal	1931
Grafton	Both Aboriginal & Torres Strait Islander	49
Grafton	Non-indigenous	17245
Grafton	Torres Strait Islander	30
Grafton Surrounds	Aboriginal	1363
Grafton Surrounds	Both Aboriginal & Torres Strait Islander	45
Grafton Surrounds	Non-indigenous	15436
Grafton Surrounds	Torres Strait Islander	31
Maclean - Yamba - Iluka	Aboriginal	890
Maclean - Yamba - Iluka	Both Aboriginal & Torres Strait Islander	19
Maclean - Yamba - Iluka	Non-indigenous	16607
Maclean - Yamba - Iluka	Torres Strait Islander	17
Bellingen	Aboriginal	232
Bellingen	Both Aboriginal & Torres Strait Islander	7
Bellingen	Non-indigenous	5929
Coffs Harbour - North	Aboriginal	1222
Coffs Harbour - North	Both Aboriginal & Torres Strait Islander	20
Coffs Harbour - North	Non-indigenous	16843
Coffs Harbour - North	Torres Strait Islander	14
Coffs Harbour - South	Aboriginal	588
Coffs Harbour - South	Both Aboriginal & Torres Strait Islander	18
Coffs Harbour - South	Non-indigenous	10688
Coffs Harbour - South	Torres Strait Islander	11
Coramba - Nana Glen - Bucca	Aboriginal	173
Coramba - Nana Glen - Bucca	Both Aboriginal & Torres Strait Islander	10
Coramba - Nana Glen - Bucca	Non-indigenous	3767
Dorrigo	Aboriginal	157
Dorrigo	Non-indigenous	3079
Dorrigo	Torres Strait Islander	14
Korora - Emerald Beach	Aboriginal	356
Korora - Emerald Beach	Both Aboriginal & Torres Strait Islander	8
Korora - Emerald Beach	Non-indigenous	9894
Korora - Emerald Beach	Torres Strait Islander	4
Sawtell - Boambee	Aboriginal	1231
Sawtell - Boambee	Both Aboriginal & Torres Strait Islander	20
Sawtell - Boambee	Non-indigenous	18791
Sawtell - Boambee	Torres Strait Islander	24
Urunga	Aboriginal	212
Urunga	Non-indigenous	4695
Woolgoolga - Arrawarra	Aboriginal	748
Woolgoolga - Arrawarra	Both Aboriginal & Torres Strait Islander	29
Woolgoolga - Arrawarra	Non-indigenous	13649
Woolgoolga - Arrawarra	Torres Strait Islander	37
Bourke - Brewarrina	Aboriginal	1254
Bourke - Brewarrina	Both Aboriginal & Torres Strait Islander	14
Bourke - Brewarrina	Non-indigenous	2154
Bourke - Brewarrina	Torres Strait Islander	6
Cobar	Aboriginal	621
Cobar	Both Aboriginal & Torres Strait Islander	6
Cobar	Non-indigenous	3502
Coonamble	Aboriginal	1255
Coonamble	Both Aboriginal & Torres Strait Islander	14
Coonamble	Non-indigenous	2645
Coonamble	Torres Strait Islander	12
Nyngan - Warren	Aboriginal	789
Nyngan - Warren	Both Aboriginal & Torres Strait Islander	9
Nyngan - Warren	Non-indigenous	3788
Nyngan - Warren	Torres Strait Islander	5
Walgett - Lightning Ridge	Aboriginal	1243
Walgett - Lightning Ridge	Both Aboriginal & Torres Strait Islander	8
Walgett - Lightning Ridge	Non-indigenous	4283
Broken Hill	Aboriginal	1708
Broken Hill	Both Aboriginal & Torres Strait Islander	34
Broken Hill	Non-indigenous	15836
Broken Hill	Torres Strait Islander	10
Far West	Aboriginal	650
Far West	Both Aboriginal & Torres Strait Islander	10
Far West	Non-indigenous	1625
Far West	Torres Strait Islander	3
Coonabarabran	Aboriginal	848
Coonabarabran	Both Aboriginal & Torres Strait Islander	17
Coonabarabran	Non-indigenous	7046
Coonabarabran	Torres Strait Islander	10
Dubbo - East	Aboriginal	1876
Dubbo - East	Both Aboriginal & Torres Strait Islander	36
Dubbo - East	Non-indigenous	8712
Dubbo - East	Torres Strait Islander	9
Dubbo - South	Aboriginal	2605
Dubbo - South	Both Aboriginal & Torres Strait Islander	30
Dubbo - South	Non-indigenous	16981
Dubbo - South	Torres Strait Islander	12
Dubbo - West	Aboriginal	1970
Dubbo - West	Both Aboriginal & Torres Strait Islander	46
Dubbo - West	Non-indigenous	8287
Dubbo - West	Torres Strait Islander	14
Dubbo Surrounds	Aboriginal	489
Dubbo Surrounds	Non-indigenous	5469
Dubbo Surrounds	Torres Strait Islander	5
Gilgandra	Aboriginal	611
Gilgandra	Both Aboriginal & Torres Strait Islander	6
Gilgandra	Non-indigenous	3778
Gilgandra	Torres Strait Islander	3
Narromine	Aboriginal	1241
Narromine	Both Aboriginal & Torres Strait Islander	50
Narromine	Non-indigenous	5147
Narromine	Torres Strait Islander	20
Wellington	Aboriginal	1995
Wellington	Both Aboriginal & Torres Strait Islander	31
Wellington	Non-indigenous	6731
Wellington	Torres Strait Islander	12
Branxton - Greta - Pokolbin	Aboriginal	897
Branxton - Greta - Pokolbin	Both Aboriginal & Torres Strait Islander	16
Branxton - Greta - Pokolbin	Non-indigenous	11842
Branxton - Greta - Pokolbin	Torres Strait Islander	15
Cessnock	Aboriginal	2595
Cessnock	Both Aboriginal & Torres Strait Islander	91
Cessnock	Non-indigenous	20740
Cessnock	Torres Strait Islander	69
Cessnock Surrounds	Aboriginal	653
Cessnock Surrounds	Both Aboriginal & Torres Strait Islander	25
Cessnock Surrounds	Non-indigenous	8450
Cessnock Surrounds	Torres Strait Islander	17
Dungog	Aboriginal	647
Dungog	Both Aboriginal & Torres Strait Islander	17
Dungog	Non-indigenous	8854
Dungog	Torres Strait Islander	23
Kurri Kurri - Abermain	Aboriginal	2154
Kurri Kurri - Abermain	Both Aboriginal & Torres Strait Islander	55
Kurri Kurri - Abermain	Non-indigenous	18398
Kurri Kurri - Abermain	Torres Strait Islander	24
Singleton	Aboriginal	1416
Singleton	Both Aboriginal & Torres Strait Islander	42
Singleton	Non-indigenous	15532
Singleton	Torres Strait Islander	28
Singleton Surrounds	Aboriginal	399
Singleton Surrounds	Both Aboriginal & Torres Strait Islander	12
Singleton Surrounds	Non-indigenous	4916
Singleton Surrounds	Torres Strait Islander	5
Maitland	Aboriginal	621
Maitland	Both Aboriginal & Torres Strait Islander	19
Maitland	Non-indigenous	7961
Maitland	Torres Strait Islander	10
Maitland - North	Aboriginal	351
Maitland - North	Both Aboriginal & Torres Strait Islander	11
Maitland - North	Non-indigenous	8360
Maitland - North	Torres Strait Islander	5
East Maitland - Metford	Aboriginal	1182
East Maitland - Metford	Both Aboriginal & Torres Strait Islander	24
East Maitland - Metford	Non-indigenous	16744
East Maitland - Metford	Torres Strait Islander	31
Rutherford (North) - Aberglasslyn	Aboriginal	1304
Rutherford (North) - Aberglasslyn	Both Aboriginal & Torres Strait Islander	46
Rutherford (North) - Aberglasslyn	Non-indigenous	16350
Rutherford (North) - Aberglasslyn	Torres Strait Islander	30
Rutherford (South) - Telarah	Aboriginal	878
Rutherford (South) - Telarah	Both Aboriginal & Torres Strait Islander	28
Rutherford (South) - Telarah	Non-indigenous	7055
Rutherford (South) - Telarah	Torres Strait Islander	15
Tenambit - East Maitland	Aboriginal	698
Tenambit - East Maitland	Both Aboriginal & Torres Strait Islander	9
Tenambit - East Maitland	Non-indigenous	9374
Tenambit - East Maitland	Torres Strait Islander	10
Thornton - Millers Forest	Aboriginal	963
Thornton - Millers Forest	Both Aboriginal & Torres Strait Islander	10
Thornton - Millers Forest	Non-indigenous	14901
Thornton - Millers Forest	Torres Strait Islander	25
Anna Bay	Aboriginal	236
Anna Bay	Both Aboriginal & Torres Strait Islander	7
Anna Bay	Non-indigenous	6199
Anna Bay	Torres Strait Islander	7
Lemon Tree Passage - Tanilba Bay	Aboriginal	517
Lemon Tree Passage - Tanilba Bay	Both Aboriginal & Torres Strait Islander	14
Lemon Tree Passage - Tanilba Bay	Non-indigenous	6345
Lemon Tree Passage - Tanilba Bay	Torres Strait Islander	11
Nelson Bay Peninsula	Aboriginal	760
Nelson Bay Peninsula	Both Aboriginal & Torres Strait Islander	10
Nelson Bay Peninsula	Non-indigenous	21186
Nelson Bay Peninsula	Torres Strait Islander	16
Raymond Terrace	Aboriginal	1606
Raymond Terrace	Both Aboriginal & Torres Strait Islander	35
Raymond Terrace	Non-indigenous	12921
Raymond Terrace	Torres Strait Islander	26
Seaham - Woodville	Aboriginal	261
Seaham - Woodville	Non-indigenous	5429
Seaham - Woodville	Torres Strait Islander	3
Tea Gardens - Hawks Nest	Aboriginal	264
Tea Gardens - Hawks Nest	Non-indigenous	5537
Tea Gardens - Hawks Nest	Torres Strait Islander	3
Williamtown - Medowie - Karuah	Aboriginal	1094
Williamtown - Medowie - Karuah	Both Aboriginal & Torres Strait Islander	23
Williamtown - Medowie - Karuah	Non-indigenous	13886
Williamtown - Medowie - Karuah	Torres Strait Islander	17
Muswellbrook	Aboriginal	1556
Muswellbrook	Both Aboriginal & Torres Strait Islander	29
Muswellbrook	Non-indigenous	10664
Muswellbrook	Torres Strait Islander	23
Muswellbrook Surrounds	Aboriginal	292
Muswellbrook Surrounds	Both Aboriginal & Torres Strait Islander	3
Muswellbrook Surrounds	Non-indigenous	3783
Muswellbrook Surrounds	Torres Strait Islander	5
Scone	Aboriginal	400
Scone	Both Aboriginal & Torres Strait Islander	5
Scone	Non-indigenous	5627
Scone	Torres Strait Islander	3
Scone Surrounds	Aboriginal	552
Scone Surrounds	Both Aboriginal & Torres Strait Islander	9
Scone Surrounds	Non-indigenous	7624
Scone Surrounds	Torres Strait Islander	9
Dapto - Avondale	Aboriginal	1216
Dapto - Avondale	Both Aboriginal & Torres Strait Islander	23
Dapto - Avondale	Non-indigenous	22941
Dapto - Avondale	Torres Strait Islander	15
Horsley - Kembla Grange	Aboriginal	446
Horsley - Kembla Grange	Both Aboriginal & Torres Strait Islander	3
Horsley - Kembla Grange	Non-indigenous	11700
Horsley - Kembla Grange	Torres Strait Islander	6
Port Kembla Industrial	Non-indigenous	5
Unanderra - Mount Kembla	Aboriginal	411
Unanderra - Mount Kembla	Both Aboriginal & Torres Strait Islander	6
Unanderra - Mount Kembla	Non-indigenous	14842
Unanderra - Mount Kembla	Torres Strait Islander	21
Berkeley - Lake Heights - Cringila	Aboriginal	710
Berkeley - Lake Heights - Cringila	Both Aboriginal & Torres Strait Islander	15
Berkeley - Lake Heights - Cringila	Non-indigenous	13465
Berkeley - Lake Heights - Cringila	Torres Strait Islander	10
Port Kembla - Warrawong	Aboriginal	468
Port Kembla - Warrawong	Both Aboriginal & Torres Strait Islander	7
Port Kembla - Warrawong	Non-indigenous	9256
Port Kembla - Warrawong	Torres Strait Islander	9
Windang - Primbee	Aboriginal	208
Windang - Primbee	Both Aboriginal & Torres Strait Islander	9
Windang - Primbee	Non-indigenous	4014
Windang - Primbee	Torres Strait Islander	8
Illawarra Catchment Reserve	Non-indigenous	9
Albion Park - Macquarie Pass	Aboriginal	807
Albion Park - Macquarie Pass	Both Aboriginal & Torres Strait Islander	16
Albion Park - Macquarie Pass	Non-indigenous	18183
Albion Park - Macquarie Pass	Torres Strait Islander	20
Albion Park Rail	Aboriginal	431
Albion Park Rail	Both Aboriginal & Torres Strait Islander	4
Albion Park Rail	Non-indigenous	6476
Albion Park Rail	Torres Strait Islander	9
Kiama	Aboriginal	184
Kiama	Both Aboriginal & Torres Strait Islander	7
Kiama	Non-indigenous	8595
Kiama Downs - Minnamurra	Aboriginal	147
Kiama Downs - Minnamurra	Non-indigenous	5916
Kiama Hinterland - Gerringong	Aboriginal	178
Kiama Hinterland - Gerringong	Both Aboriginal & Torres Strait Islander	4
Kiama Hinterland - Gerringong	Non-indigenous	7946
Kiama Hinterland - Gerringong	Torres Strait Islander	8
Shellharbour - Flinders	Aboriginal	605
Shellharbour - Flinders	Non-indigenous	18716
Shellharbour - Flinders	Torres Strait Islander	20
Shellharbour - Oak Flats	Aboriginal	433
Shellharbour - Oak Flats	Both Aboriginal & Torres Strait Islander	5
Shellharbour - Oak Flats	Non-indigenous	10152
Warilla	Aboriginal	1419
Warilla	Both Aboriginal & Torres Strait Islander	16
Warilla	Non-indigenous	18932
Warilla	Torres Strait Islander	30
Balgownie - Fairy Meadow	Aboriginal	449
Balgownie - Fairy Meadow	Both Aboriginal & Torres Strait Islander	5
Balgownie - Fairy Meadow	Non-indigenous	21050
Balgownie - Fairy Meadow	Torres Strait Islander	15
Corrimal - Tarrawanna - Bellambi	Aboriginal	679
Corrimal - Tarrawanna - Bellambi	Both Aboriginal & Torres Strait Islander	12
Corrimal - Tarrawanna - Bellambi	Non-indigenous	15337
Corrimal - Tarrawanna - Bellambi	Torres Strait Islander	13
Figtree - Keiraville	Aboriginal	432
Figtree - Keiraville	Both Aboriginal & Torres Strait Islander	11
Figtree - Keiraville	Non-indigenous	22326
Figtree - Keiraville	Torres Strait Islander	4
Helensburgh	Aboriginal	239
Helensburgh	Both Aboriginal & Torres Strait Islander	6
Helensburgh	Non-indigenous	8885
Helensburgh	Torres Strait Islander	5
Thirroul - Austinmer - Coalcliff	Aboriginal	235
Thirroul - Austinmer - Coalcliff	Both Aboriginal & Torres Strait Islander	4
Thirroul - Austinmer - Coalcliff	Non-indigenous	11718
Woonona - Bulli - Russell Vale	Aboriginal	553
Woonona - Bulli - Russell Vale	Both Aboriginal & Torres Strait Islander	8
Woonona - Bulli - Russell Vale	Non-indigenous	20192
Woonona - Bulli - Russell Vale	Torres Strait Islander	8
Wollongong - East	Aboriginal	313
Wollongong - East	Both Aboriginal & Torres Strait Islander	4
Wollongong - East	Non-indigenous	15692
Wollongong - East	Torres Strait Islander	11
Wollongong - West	Aboriginal	336
Wollongong - West	Both Aboriginal & Torres Strait Islander	5
Wollongong - West	Non-indigenous	16197
Wollongong - West	Torres Strait Islander	13
Bulahdelah - Stroud	Aboriginal	344
Bulahdelah - Stroud	Non-indigenous	4888
Bulahdelah - Stroud	Torres Strait Islander	3
Forster	Aboriginal	898
Forster	Both Aboriginal & Torres Strait Islander	14
Forster	Non-indigenous	13781
Forster	Torres Strait Islander	16
Forster-Tuncurry Surrounds	Aboriginal	373
Forster-Tuncurry Surrounds	Both Aboriginal & Torres Strait Islander	3
Forster-Tuncurry Surrounds	Non-indigenous	6603
Forster-Tuncurry Surrounds	Torres Strait Islander	9
Tuncurry	Aboriginal	319
Tuncurry	Both Aboriginal & Torres Strait Islander	13
Tuncurry	Non-indigenous	6039
Tuncurry	Torres Strait Islander	5
Kempsey	Aboriginal	2751
Kempsey	Both Aboriginal & Torres Strait Islander	94
Kempsey	Non-indigenous	12782
Kempsey	Torres Strait Islander	27
Kempsey Surrounds	Aboriginal	747
Kempsey Surrounds	Both Aboriginal & Torres Strait Islander	8
Kempsey Surrounds	Non-indigenous	8713
Kempsey Surrounds	Torres Strait Islander	4
Macksville - Scotts Head	Aboriginal	369
Macksville - Scotts Head	Both Aboriginal & Torres Strait Islander	10
Macksville - Scotts Head	Non-indigenous	4802
Macksville - Scotts Head	Torres Strait Islander	8
