SA2_NAME21	AustCitizen	persons
Wamberal - Forresters Beach	0	801
Wamberal - Forresters Beach	1	9874
Woy Woy - Blackwall	0	1674
Woy Woy - Blackwall	1	12672
Wyoming	0	1227
Wyoming	1	10196
Bateau Bay - Killarney Vale	0	2092
Bateau Bay - Killarney Vale	1	20733
Blue Haven - San Remo	0	891
Blue Haven - San Remo	1	10399
Budgewoi - Buff Point - Halekulani	0	864
Budgewoi - Buff Point - Halekulani	1	8864
Chittaway Bay - Tumbi Umbi	0	1188
Chittaway Bay - Tumbi Umbi	1	14818
Gorokan - Kanwal - Charmhaven	0	2485
Gorokan - Kanwal - Charmhaven	1	19877
Jilliby - Yarramalong	0	271
Jilliby - Yarramalong	1	3149
Lake Munmorah - Mannering Park	0	926
Lake Munmorah - Mannering Park	1	10034
Ourimbah - Fountaindale	0	434
Ourimbah - Fountaindale	1	4494
Summerland Point - Gwandalan	0	459
Summerland Point - Gwandalan	1	6033
The Entrance	0	1880
The Entrance	1	13959
Toukley - Norah Head	0	935
Toukley - Norah Head	1	8974
Tuggerah - Kangy Angy	0	515
Tuggerah - Kangy Angy	1	4714
Warnervale - Wadalba	0	2048
Warnervale - Wadalba	1	18003
Wyong	0	1242
Wyong	1	7878
Bathurst - East	0	944
Bathurst - East	1	11386
Bathurst Surrounds	0	746
Bathurst Surrounds	1	6163
Oberon	0	853
Oberon	1	3981
Bathurst - South	0	2090
Bathurst - South	1	8662
Bathurst - West	0	1127
Bathurst - West	1	13186
Condobolin	0	922
Condobolin	1	5450
Cowra	0	834
Cowra	1	8439
Cowra Surrounds	0	713
Cowra Surrounds	1	5003
Forbes	0	1068
Forbes	1	8952
Grenfell	0	313
Grenfell	1	3284
Parkes (NSW)	0	1010
Parkes (NSW)	1	9909
Parkes Surrounds	0	367
Parkes Surrounds	1	2895
West Wyalong	0	627
West Wyalong	1	4898
Lithgow	0	1446
Lithgow	1	10939
Lithgow Surrounds	0	905
Lithgow Surrounds	1	7543
Mudgee	0	1172
Mudgee	1	11391
Mudgee Surrounds - East	0	414
Mudgee Surrounds - East	1	2984
Mudgee Surrounds - West	0	1270
Mudgee Surrounds - West	1	9802
Wollangambe - Wollemi	0	0
Wollangambe - Wollemi	1	0
Blayney	0	623
Blayney	1	6894
Orange	0	2083
Orange	1	16940
Orange - North	0	2118
Orange - North	1	20777
Orange Surrounds	0	948
Orange Surrounds	1	10882
Grafton	0	1617
Grafton	1	17638
Grafton Surrounds	0	2571
Grafton Surrounds	1	14304
Maclean - Yamba - Iluka	0	1554
Maclean - Yamba - Iluka	1	15979
Bellingen	0	765
Bellingen	1	5403
Coffs Harbour - North	0	2455
Coffs Harbour - North	1	15644
Coffs Harbour - South	0	2045
Coffs Harbour - South	1	9260
Coramba - Nana Glen - Bucca	0	422
Coramba - Nana Glen - Bucca	1	3528
Dorrigo	0	392
Dorrigo	1	2858
Korora - Emerald Beach	0	874
Korora - Emerald Beach	1	9388
Sawtell - Boambee	0	1797
Sawtell - Boambee	1	18269
Urunga	0	441
Urunga	1	4466
Woolgoolga - Arrawarra	0	2034
Woolgoolga - Arrawarra	1	12429
Bourke - Brewarrina	0	689
Bourke - Brewarrina	1	2739
Cobar	0	788
Cobar	1	3341
Coonamble	0	600
Coonamble	1	3326
Nyngan - Warren	0	585
Nyngan - Warren	1	4006
Walgett - Lightning Ridge	0	1586
Walgett - Lightning Ridge	1	3948
Broken Hill	0	1918
Broken Hill	1	15670
Far West	0	445
Far West	1	1843
Coonabarabran	0	1266
Coonabarabran	1	6655
Dubbo - East	0	1600
Dubbo - East	1	9033
Dubbo - South	0	3113
Dubbo - South	1	16515
Dubbo - West	0	1504
Dubbo - West	1	8813
Dubbo Surrounds	0	619
Dubbo Surrounds	1	5344
Gilgandra	0	559
Gilgandra	1	3839
Narromine	0	933
Narromine	1	5525
Wellington	0	1875
Wellington	1	6894
Branxton - Greta - Pokolbin	0	844
Branxton - Greta - Pokolbin	1	11926
Cessnock	0	3263
Cessnock	1	20232
Cessnock Surrounds	0	715
Cessnock Surrounds	1	8430
Dungog	0	511
Dungog	1	9030
Kurri Kurri - Abermain	0	1366
Kurri Kurri - Abermain	1	19265
Singleton	0	1673
Singleton	1	15345
Singleton Surrounds	0	548
Singleton Surrounds	1	4784
Maitland	0	638
Maitland	1	7973
Maitland - North	0	455
Maitland - North	1	8272
East Maitland - Metford	0	1498
East Maitland - Metford	1	16483
Rutherford (North) - Aberglasslyn	0	1304
Rutherford (North) - Aberglasslyn	1	16426
Rutherford (South) - Telarah	0	662
Rutherford (South) - Telarah	1	7314
Tenambit - East Maitland	0	622
Tenambit - East Maitland	1	9469
Thornton - Millers Forest	0	1073
Thornton - Millers Forest	1	14826
Anna Bay	0	599
Anna Bay	1	5850
Lemon Tree Passage - Tanilba Bay	0	590
Lemon Tree Passage - Tanilba Bay	1	6297
Nelson Bay Peninsula	0	2154
Nelson Bay Peninsula	1	19818
Raymond Terrace	0	1297
Raymond Terrace	1	13291
Seaham - Woodville	0	328
Seaham - Woodville	1	5365
Tea Gardens - Hawks Nest	0	634
Tea Gardens - Hawks Nest	1	5170
Williamtown - Medowie - Karuah	0	1027
Williamtown - Medowie - Karuah	1	13993
Muswellbrook	0	1438
Muswellbrook	1	10834
Muswellbrook Surrounds	0	410
Muswellbrook Surrounds	1	3673
Scone	0	737
Scone	1	5298
Scone Surrounds	0	807
Scone Surrounds	1	7387
Dapto - Avondale	0	2034
Dapto - Avondale	1	22161
Horsley - Kembla Grange	0	890
Horsley - Kembla Grange	1	11265
Port Kembla Industrial	0	0
Port Kembla Industrial	1	5
Unanderra - Mount Kembla	0	1306
Unanderra - Mount Kembla	1	13974
Berkeley - Lake Heights - Cringila	0	1598
Berkeley - Lake Heights - Cringila	1	12602
Port Kembla - Warrawong	0	1355
Port Kembla - Warrawong	1	8385
Windang - Primbee	0	403
Windang - Primbee	1	3836
Illawarra Catchment Reserve	0	0
Illawarra Catchment Reserve	1	9
Albion Park - Macquarie Pass	0	1341
Albion Park - Macquarie Pass	1	17685
Albion Park Rail	0	613
Albion Park Rail	1	6307
Kiama	0	809
Kiama	1	7977
Kiama Downs - Minnamurra	0	450
Kiama Downs - Minnamurra	1	5613
Kiama Hinterland - Gerringong	0	640
Kiama Hinterland - Gerringong	1	7496
Shellharbour - Flinders	0	1362
Shellharbour - Flinders	1	17979
Shellharbour - Oak Flats	0	1018
Shellharbour - Oak Flats	1	9572
Warilla	0	2293
Warilla	1	18104
Balgownie - Fairy Meadow	0	2444
Balgownie - Fairy Meadow	1	19075
Corrimal - Tarrawanna - Bellambi	0	1592
Corrimal - Tarrawanna - Bellambi	1	14449
Figtree - Keiraville	0	3061
Figtree - Keiraville	1	19712
Helensburgh	0	667
Helensburgh	1	8468
Thirroul - Austinmer - Coalcliff	0	870
Thirroul - Austinmer - Coalcliff	1	11087
Woonona - Bulli - Russell Vale	0	1484
Woonona - Bulli - Russell Vale	1	19277
Wollongong - East	0	3153
Wollongong - East	1	12867
Wollongong - West	0	3225
Wollongong - West	1	13326
Bulahdelah - Stroud	0	575
Bulahdelah - Stroud	1	4660
Forster	0	1345
Forster	1	13364
Forster-Tuncurry Surrounds	0	831
Forster-Tuncurry Surrounds	1	6157
Tuncurry	0	494
Tuncurry	1	5882
Kempsey	0	2236
Kempsey	1	13418
Kempsey Surrounds	0	1031
Kempsey Surrounds	1	8441
Macksville - Scotts Head	0	447
Macksville - Scotts Head	1	4742
Nambucca Heads	0	806
Nambucca Heads	1	6305
Nambucca Heads Surrounds	0	865
Nambucca Heads Surrounds	1	7237
South West Rocks	0	471
South West Rocks	1	5157
Lord Howe Island	0	69
Lord Howe Island	1	376
Laurieton - Bonny Hills	0	1243
Laurieton - Bonny Hills	1	17241
Port Macquarie - West	0	2159
Port Macquarie - West	1	18988
Port Macquarie Surrounds	0	500
Port Macquarie Surrounds	1	4801
Wauchope	0	886
Wauchope	1	11910
Port Macquarie - East	0	1151
Port Macquarie - East	1	10613
Port Macquarie - South	0	1178
Port Macquarie - South	1	16106
Gloucester	0	422
Gloucester	1	4888
Old Bar - Manning Point - Red Head	0	1028
Old Bar - Manning Point - Red Head	1	11448
Taree	0	2282
Taree	1	18841
Taree Surrounds	0	1127
Taree Surrounds	1	11917
Wingham	0	449
Wingham	1	4946
Albury - East	0	1362
Albury - East	1	16469
Albury - North	0	1298
Albury - North	1	9229
Albury - South	0	1272
Albury - South	1	9247
Albury Surrounds	0	1205
Albury Surrounds	1	11302
Lavington	0	2200
Lavington	1	13465
Hay	0	442
Hay	1	2455
Wentworth - Buronga	0	936
Wentworth - Buronga	1	5575
Wentworth-Balranald Region	0	765
Wentworth-Balranald Region	1	2883
Corowa	0	447
Corowa	1	5148
Corowa Surrounds	0	773
Corowa Surrounds	1	6489
Deniliquin	0	848
Deniliquin	1	6190
Deniliquin Surrounds	0	757
Deniliquin Surrounds	1	6080
Moama	0	636
Moama	1	6294
Tocumwal - Finley - Jerilderie	0	1265
Tocumwal - Finley - Jerilderie	1	8513
Armidale	0	4573
Armidale	1	19394
Armidale Surrounds - North	0	687
Armidale Surrounds - North	1	3840
Armidale Surrounds - South	0	464
Armidale Surrounds - South	1	5430
Walcha	0	359
Walcha	1	2785
Glen Innes	0	1188
Glen Innes	1	7743
Inverell	0	1430
Inverell	1	10627
Inverell Surrounds - East	0	669
Inverell Surrounds - East	1	4531
Inverell Surrounds - West	0	597
Inverell Surrounds - West	1	5137
Tenterfield	0	812
Tenterfield	1	5998
Moree	0	1663
Moree	1	6182
Moree Surrounds	0	1452
Moree Surrounds	1	3904
Narrabri	0	686
Narrabri	1	6212
Narrabri Surrounds	0	724
Narrabri Surrounds	1	3892
Gunnedah	0	1089
Gunnedah	1	8656
Gunnedah Surrounds	0	507
Gunnedah Surrounds	1	3862
Quirindi	0	980
Quirindi	1	6571
Tamworth - East	0	2433
Tamworth - East	1	18927
Tamworth - North	0	2368
Tamworth - North	1	14149
Tamworth - West	0	1032
Tamworth - West	1	4966
Tamworth Surrounds	0	1516
Tamworth Surrounds	1	17522
Belmont - Bennetts Green	0	1119
Belmont - Bennetts Green	1	16745
Belmont South - Blacksmiths	0	425
Belmont South - Blacksmiths	1	5255
Charlestown - Dudley	0	1855
Charlestown - Dudley	1	23399
Glendale - Cardiff - Hillsborough	0	1679
Glendale - Cardiff - Hillsborough	1	22909
Mount Hutton - Windale	0	871
Mount Hutton - Windale	1	8633
Redhead	0	253
Redhead	1	3532
Swansea - Caves Beach	0	826
Swansea - Caves Beach	1	11733
Valentine - Eleebana	0	665
Valentine - Eleebana	1	11903
Warners Bay - Boolaroo	0	1041
Warners Bay - Boolaroo	1	13653
Bolton Point - Teralba	0	889
Bolton Point - Teralba	1	9246
Bonnells Bay - Silverwater	0	726
Bonnells Bay - Silverwater	1	8965
Edgeworth - Cameron Park	0	1255
Edgeworth - Cameron Park	1	15120
Morisset - Cooranbong	0	1423
Morisset - Cooranbong	1	16706
Toronto - Awaba	0	1015
Toronto - Awaba	1	12946
Wangi Wangi - Rathmines	0	691
Wangi Wangi - Rathmines	1	8776
West Wallsend - Barnsley - Killingworth	0	382
West Wallsend - Barnsley - Killingworth	1	6872
Adamstown - Kotara	0	1156
Adamstown - Kotara	1	15444
Beresfield - Hexham	0	672
Beresfield - Hexham	1	7889
Hamilton - Broadmeadow	0	1524
Hamilton - Broadmeadow	1	11248
Lambton - New Lambton	0	1408
Lambton - New Lambton	1	15935
Maryland - Fletcher - Minmi	0	1616
Maryland - Fletcher - Minmi	1	14813
Mayfield - Warabrook	0	1549
Mayfield - Warabrook	1	13977
Merewether - The Junction	0	977
Merewether - The Junction	1	13529
Newcastle - Cooks Hill	0	1617
Newcastle - Cooks Hill	1	11188
Newcastle Port - Kooragang	0	10
Newcastle Port - Kooragang	1	21
Shortland - Jesmond	0	3360
Shortland - Jesmond	1	9233
Stockton - Fullerton Cove	0	758
Stockton - Fullerton Cove	1	8066
Wallsend - Elermore Vale	0	2178
Wallsend - Elermore Vale	1	18780
Waratah - North Lambton	0	1634
Waratah - North Lambton	1	11249
Wickham - Carrington - Tighes Hill	0	870
Wickham - Carrington - Tighes Hill	1	8301
Ballina	0	1947
Ballina	1	16682
Ballina Surrounds	0	1483
Ballina Surrounds	1	16844
Bangalow	0	1248
Bangalow	1	5710
Brunswick Heads - Ocean Shores	0	1319
Brunswick Heads - Ocean Shores	1	7851
Byron Bay	0	2612
Byron Bay	1	8302
Evans Head	0	650
Evans Head	1	4993
Lennox Head - Skennars Head	0	970
Lennox Head - Skennars Head	1	8266
Mullumbimby	0	1723
Mullumbimby	1	7173
Casino	0	1250
Casino	1	11048
Casino Surrounds	0	1010
Casino Surrounds	1	6371
Goonellabah	0	1165
Goonellabah	1	12426
Kyogle	0	850
Kyogle	1	6761
Lismore	0	1696
Lismore	1	13533
Lismore Surrounds	0	1919
Lismore Surrounds	1	13867
Kingscliff - Fingal Head	0	1412
Kingscliff - Fingal Head	1	13406
Murwillumbah	0	986
Murwillumbah	1	8515
Murwillumbah Surrounds	0	1504
Murwillumbah Surrounds	1	8848
Pottsville	0	1548
Pottsville	1	12538
Tweed Heads	0	3190
Tweed Heads	1	17373
Banora Point	0	1423
Banora Point	1	14897
Terranora - North Tumbulgum	0	251
Terranora - North Tumbulgum	1	3073
Tweed Heads South	0	1083
Tweed Heads South	1	7340
Griffith (NSW)	0	4704
Griffith (NSW)	1	15865
Griffith Surrounds	0	2189
Griffith Surrounds	1	10571
Leeton	0	1441
Leeton	1	8889
Narrandera	0	729
Narrandera	1	5176
Tumbarumba	0	500
Tumbarumba	1	3022
Tumut	0	735
Tumut	1	5932
Tumut Surrounds	0	562
Tumut Surrounds	1	4182
Cootamundra	0	657
Cootamundra	1	7048
Gundagai	0	534
Gundagai	1	3181
Junee	0	1444
Junee	1	4907
Temora	0	442
Temora	1	6161
Wagga Wagga - East	0	1509
Wagga Wagga - East	1	15412
Wagga Wagga - North	0	675
Wagga Wagga - North	1	4930
Wagga Wagga - South	0	2699
Wagga Wagga - South	1	19823
Wagga Wagga - West	0	1804
Wagga Wagga - West	1	10158
Wagga Wagga Surrounds	0	1719
Wagga Wagga Surrounds	1	16069
Berry - Kangaroo Valley	0	767
Berry - Kangaroo Valley	1	8722
Callala Bay - Currarong	0	257
Callala Bay - Currarong	1	3385
Culburra Beach	0	337
Culburra Beach	1	4768
Ettrema - Sassafras - Budawang	0	5
Ettrema - Sassafras - Budawang	1	57
Huskisson - Vincentia	0	467
Huskisson - Vincentia	1	4377
North Nowra - Bomaderry	0	1550
North Nowra - Bomaderry	1	14548
Nowra	0	3490
Nowra	1	19094
St Georges Basin - Erowal Bay	0	1445
St Georges Basin - Erowal Bay	1	13814
Sussex Inlet - Berrara	0	496
Sussex Inlet - Berrara	1	4198
Tomerong - Wandandian - Woollamia	0	367
Tomerong - Wandandian - Woollamia	1	3341
Ulladulla	0	1517
Ulladulla	1	15509
Ulladulla Surrounds	0	539
Ulladulla Surrounds	1	5283
Bowral	0	1444
Bowral	1	12182
Hill Top - Colo Vale	0	440
Hill Top - Colo Vale	1	5953
Mittagong	0	1421
Mittagong	1	9510
Moss Vale - Berrima	0	1326
Moss Vale - Berrima	1	9322
Robertson - Fitzroy Falls	0	373
Robertson - Fitzroy Falls	1	3456
Southern Highlands	0	740
Southern Highlands	1	6510
Baulkham Hills - East	0	4139
Baulkham Hills - East	1	20587
Baulkham Hills (West) - Bella Vista	0	3228
Baulkham Hills (West) - Bella Vista	1	18455
Glenhaven	0	444
Glenhaven	1	5917
West Pennant Hills	0	1476
West Pennant Hills	1	11207
Castle Hill - Central	0	1385
Castle Hill - Central	1	6292
Castle Hill - East	0	892
Castle Hill - East	1	4778
Castle Hill - North	0	1838
Castle Hill - North	1	10351
Castle Hill - South	0	2080
Castle Hill - South	1	8339
Castle Hill - West	0	657
Castle Hill - West	1	4526
Cherrybrook	0	3058
Cherrybrook	1	16024
Kellyville - East	0	2228
Kellyville - East	1	15481
Kellyville - West	0	2133
Kellyville - West	1	9242
Dural - Kenthurst - Wisemans Ferry	0	1868
Dural - Kenthurst - Wisemans Ferry	1	20611
Galston - Laughtondale	0	488
Galston - Laughtondale	1	4948
Bilpin - Colo - St Albans	0	379
Bilpin - Colo - St Albans	1	2467
Kurrajong Heights - Ebenezer	0	1366
Kurrajong Heights - Ebenezer	1	20795
Pitt Town - McGraths Hill	0	861
Pitt Town - McGraths Hill	1	10553
Box Hill - Nelson	0	1435
Box Hill - Nelson	1	8852
North Kellyville	0	3245
North Kellyville	1	14156
Rouse Hill - Beaumont Hills	0	2402
Rouse Hill - Beaumont Hills	1	15179
Blacktown (East) - Kings Park	0	5411
Blacktown (East) - Kings Park	1	11621
Blacktown (North) - Marayong	0	5006
Blacktown (North) - Marayong	1	15578
Doonside - Woodcroft	0	4312
Doonside - Woodcroft	1	19072
Lalor Park - Kings Langley	0	4121
Lalor Park - Kings Langley	1	21252
Blacktown - South	0	2614
Blacktown - South	1	10032
Blacktown - West	0	4232
Blacktown - West	1	12909
Seven Hills - Prospect	0	3000
Seven Hills - Prospect	1	11866
Toongabbie - West	0	3001
Toongabbie - West	1	8577
Glenwood	0	2169
Glenwood	1	13660
Acacia Gardens	0	485
Acacia Gardens	1	3183
Quakers Hill	0	4644
Quakers Hill	1	20026
Kellyville Ridge - The Ponds	0	3013
Kellyville Ridge - The Ponds	1	18045
Marsden Park - Shanes Park	0	2914
Marsden Park - Shanes Park	1	12610
Riverstone	0	2422
Riverstone	1	11422
Schofields (West) - Colebee	0	1944
Schofields (West) - Colebee	1	8067
Schofields - East	0	6816
Schofields - East	1	18314
Stanhope Gardens - Parklea	0	3052
Stanhope Gardens - Parklea	1	9982
Bidwill - Hebersham - Emerton	0	4269
Bidwill - Hebersham - Emerton	1	14267
Glendenning - Dean Park	0	1263
Glendenning - Dean Park	1	7111
Hassall Grove - Plumpton	0	3258
Hassall Grove - Plumpton	1	18156
Lethbridge Park - Tregear	0	4363
Lethbridge Park - Tregear	1	17188
Mount Druitt - Whalan	0	5551
Mount Druitt - Whalan	1	17367
Prospect Reservoir	0	7
Prospect Reservoir	1	5
Rooty Hill - Minchinbury	0	4338
Rooty Hill - Minchinbury	1	18488
Banksmeadow	0	237
Banksmeadow	1	271
Botany	0	2084
Botany	1	10876
Pagewood - Hillsdale - Daceyville	0	3931
Pagewood - Hillsdale - Daceyville	1	10831
Port Botany Industrial	0	-5
Port Botany Industrial	1	11
Sydney Airport	0	15
Sydney Airport	1	4
Eastlakes	0	1869
Eastlakes	1	7072
Mascot	0	9755
Mascot	1	11818
Petersham - Stanmore	0	2763
Petersham - Stanmore	1	17135
Sydenham - Tempe - St Peters	0	1236
Sydenham - Tempe - St Peters	1	7042
Marrickville - North	0	1803
Marrickville - North	1	10514
Marrickville - South	0	2207
Marrickville - South	1	12076
Darlinghurst	0	2914
Darlinghurst	1	7701
Erskineville - Alexandria	0	4064
Erskineville - Alexandria	1	15062
Glebe - Forest Lodge	0	4837
Glebe - Forest Lodge	1	15425
Potts Point - Woolloomooloo	0	4808
Potts Point - Woolloomooloo	1	13379
Surry Hills	0	4803
Surry Hills	1	11025
Camperdown - Darlington	0	1761
Camperdown - Darlington	1	6571
Chippendale	0	4313
Chippendale	1	3490
Newtown (NSW)	0	2671
Newtown (NSW)	1	11996
Pyrmont	0	4299
Pyrmont	1	8359
Redfern	0	3570
Redfern	1	10100
Rosebery - Beaconsfield	0	4025
Rosebery - Beaconsfield	1	8265
Sydney (North) - Millers Point	0	3102
Sydney (North) - Millers Point	1	4902
Sydney (South) - Haymarket	0	13452
Sydney (South) - Haymarket	1	6483
Ultimo	0	4015
Ultimo	1	3395
Waterloo	0	6722
Waterloo	1	9657
Zetland	0	6260
Zetland	1	6362
Bondi - Tamarama - Bronte	0	4621
Bondi - Tamarama - Bronte	1	14434
Bondi Beach - North Bondi	0	5554
Bondi Beach - North Bondi	1	15151
Bondi Junction - Waverly	0	4856
Bondi Junction - Waverly	1	12864
Centennial Park	0	0
Centennial Park	1	0
Dover Heights	0	1566
Dover Heights	1	9556
Paddington - Moore Park	0	2355
Paddington - Moore Park	1	12438
Rose Bay - Vaucluse - Watsons Bay	0	1656
Rose Bay - Vaucluse - Watsons Bay	1	10268
Woollahra	0	1068
Woollahra	1	6386
Bellevue Hill	0	2250
Bellevue Hill	1	12179
Double Bay - Darling Point	0	1754
Double Bay - Darling Point	1	8204
Kensington (NSW)	0	3421
Kensington (NSW)	1	8388
Kingsford	0	4067
Kingsford	1	9538
Maroubra - North	0	1796
Maroubra - North	1	7994
Maroubra - South	0	2227
Maroubra - South	1	8857
Maroubra - West	0	2392
Maroubra - West	1	7454
Randwick - North	0	3158
Randwick - North	1	13048
Randwick - South	0	3354
Randwick - South	1	9381
Coogee - Clovelly	0	4259
Coogee - Clovelly	1	15262
Malabar - La Perouse	0	2498
Malabar - La Perouse	1	8112
Matraville - Chifley	0	1871
Matraville - Chifley	1	11541
South Coogee	0	795
South Coogee	1	4816
Bass Hill - Georges Hall	0	3649
Bass Hill - Georges Hall	1	20206
Chullora	0	298
Chullora	1	1171
Condell Park	0	1871
Condell Park	1	10902
Padstow	0	2439
Padstow	1	14761
Revesby	0	2677
Revesby	1	14987
Yagoona - Birrong	0	3942
Yagoona - Birrong	1	18542
Bankstown - North	0	4457
Bankstown - North	1	12524
Bankstown - South	0	4991
Bankstown - South	1	13443
Greenacre - North	0	2277
Greenacre - North	1	12360
Greenacre - South	0	1941
Greenacre - South	1	11475
Panania (North) - Milperra	0	1198
Panania (North) - Milperra	1	10142
Panania (South) - Picnic Point	0	1561
Panania (South) - Picnic Point	1	14433
Belmore - Belfield	0	4161
Belmore - Belfield	1	16171
Punchbowl	0	4546
Punchbowl	1	16998
Roselands	0	2105
Roselands	1	12472
Lakemba	0	6274
Lakemba	1	10818
Wiley Park	0	3408
Wiley Park	1	6727
Campsie - North	0	4956
Campsie - North	1	6949
Campsie - South	0	4386
Campsie - South	1	4673
Canterbury - South	0	3355
Canterbury - South	1	8865
Earlwood	0	1666
Earlwood	1	16303
Kingsgrove - North	0	771
Kingsgrove - North	1	5490
Narwee - Beverly Hills	0	2730
Narwee - Beverly Hills	1	11061
Oatley - Hurstville Grove	0	1536
Oatley - Hurstville Grove	1	11058
Peakhurst - Lugarno	0	2263
Peakhurst - Lugarno	1	17957
Riverwood	0	3373
Riverwood	1	8233
South Hurstville - Blakehurst	0	6549
South Hurstville - Blakehurst	1	18710
Hurstville - Central	0	6296
Hurstville - Central	1	5750
Hurstville - North	0	3104
Hurstville - North	1	9005
Mortdale - Oatley	0	2191
Mortdale - Oatley	1	12524
Penshurst	0	2592
Penshurst	1	6936
Kingsgrove (South) - Bardwell Park	0	1641
Kingsgrove (South) - Bardwell Park	1	11332
Kogarah	0	4303
Kogarah	1	8748
Kogarah Bay - Carlton - Allawah	0	3551
Kogarah Bay - Carlton - Allawah	1	12649
Monterey - Brighton-le-Sands - Kyeemagh	0	2138
Monterey - Brighton-le-Sands - Kyeemagh	1	11758
Rockdale - Banksia	0	6518
Rockdale - Banksia	1	13335
Sans Souci - Ramsgate	0	1869
Sans Souci - Ramsgate	1	14790
Arncliffe - Bardwell Valley	0	4529
Arncliffe - Bardwell Valley	1	12050
Bexley - North	0	1323
Bexley - North	1	8822
Bexley - South	0	3810
Bexley - South	1	12021
Wolli Creek	0	6238
Wolli Creek	1	4493
Concord - Mortlake - Cabarita	0	3034
Concord - Mortlake - Cabarita	1	20079
Drummoyne - Rodd Point	0	2112
Drummoyne - Rodd Point	1	16254
Five Dock - Abbotsford	0	2398
Five Dock - Abbotsford	1	18535
Concord West - North Strathfield	0	2706
Concord West - North Strathfield	1	10136
Rhodes	0	5814
Rhodes	1	5639
Balmain	0	2052
Balmain	1	13527
Lilyfield - Rozelle	0	1798
Lilyfield - Rozelle	1	12026
Annandale (NSW)	0	1273
Annandale (NSW)	1	8191
Leichhardt	0	2243
Leichhardt	1	15289
Canterbury (North) - Ashbury	0	2513
Canterbury (North) - Ashbury	1	9486
Croydon Park - Enfield	0	2660
Croydon Park - Enfield	1	14774
Dulwich Hill - Lewisham	0	2728
Dulwich Hill - Lewisham	1	15220
Haberfield - Summer Hill	0	1626
Haberfield - Summer Hill	1	11894
Homebush	0	9847
Homebush	1	10975
Strathfield South	0	608
Strathfield South	1	3028
Ashfield - North	0	3382
Ashfield - North	1	8074
Ashfield - South	0	3198
Ashfield - South	1	9048
Burwood (NSW)	0	8381
Burwood (NSW)	1	7561
Croydon	0	2157
Croydon	1	8836
Strathfield - East	0	8071
Strathfield - East	1	8349
Strathfield - West	0	1269
Strathfield - West	1	7984
Chatswood (West) - Lane Cove North	0	4799
Chatswood (West) - Lane Cove North	1	16495
St Leonards - Naremburn	0	3000
St Leonards - Naremburn	1	8903
Artarmon	0	2480
Artarmon	1	6926
Castle Cove - Northbridge	0	1389
Castle Cove - Northbridge	1	12051
Chatswood - East	0	7046
Chatswood - East	1	12555
Greenwich - Riverview	0	1636
Greenwich - Riverview	1	11292
Lane Cove	0	2744
Lane Cove	1	13144
Willoughby	0	1655
Willoughby	1	11341
Asquith - Mount Colah	0	3024
Asquith - Mount Colah	1	19033
Berowra - Brooklyn - Cowan	0	854
Berowra - Brooklyn - Cowan	1	10936
Normanhurst - Thornleigh - Westleigh	0	2192
Normanhurst - Thornleigh - Westleigh	1	16966
