SA3_NAME16	Ancestry	responses
Bathurst	(Other)	2736
Bathurst	Polish	258
Bathurst	Russian	101
Bathurst	Samoan	46
Bathurst	Scottish	5150
Bathurst	Serbian	78
Bathurst	South African	125
Bathurst	Spanish	105
Bathurst	Sri Lankan	79
Bathurst	Vietnamese	84
Bathurst	Welsh	290
Lachlan Valley		4900
Lachlan Valley	Australian	24021
Lachlan Valley	Australian Aboriginal	5575
Lachlan Valley	Chinese	306
Lachlan Valley	Croatian	89
Lachlan Valley	Dutch	484
Lachlan Valley	English	22065
Lachlan Valley	Filipino	363
Lachlan Valley	French	188
Lachlan Valley	German	2107
Lachlan Valley	Greek	137
Lachlan Valley	Hungarian	72
Lachlan Valley	Indian	204
Lachlan Valley	Irish	6277
Lachlan Valley	Italian	630
Lachlan Valley	Korean	23
Lachlan Valley	Lebanese	66
Lachlan Valley	Macedonian	16
Lachlan Valley	Maltese	205
Lachlan Valley	Maori	127
Lachlan Valley	NZ	176
Lachlan Valley	(Other)	1793
Lachlan Valley	Polish	148
Lachlan Valley	Russian	44
Lachlan Valley	Samoan	9
Lachlan Valley	Scottish	5119
Lachlan Valley	Serbian	11
Lachlan Valley	South African	102
Lachlan Valley	Spanish	63
Lachlan Valley	Sri Lankan	31
Lachlan Valley	Vietnamese	31
Lachlan Valley	Welsh	180
Lithgow - Mudgee		3985
Lithgow - Mudgee	Australian	20492
Lithgow - Mudgee	Australian Aboriginal	3081
Lithgow - Mudgee	Chinese	324
Lithgow - Mudgee	Croatian	164
Lithgow - Mudgee	Dutch	625
Lithgow - Mudgee	English	20199
Lithgow - Mudgee	Filipino	311
Lithgow - Mudgee	French	180
Lithgow - Mudgee	German	1763
Lithgow - Mudgee	Greek	194
Lithgow - Mudgee	Hungarian	141
Lithgow - Mudgee	Indian	169
Lithgow - Mudgee	Irish	5709
Lithgow - Mudgee	Italian	821
Lithgow - Mudgee	Korean	41
Lithgow - Mudgee	Lebanese	74
Lithgow - Mudgee	Macedonian	8
Lithgow - Mudgee	Maltese	334
Lithgow - Mudgee	Maori	156
Lithgow - Mudgee	NZ	266
Lithgow - Mudgee	(Other)	2105
Lithgow - Mudgee	Polish	254
Lithgow - Mudgee	Russian	70
Lithgow - Mudgee	Samoan	28
Lithgow - Mudgee	Scottish	4991
Lithgow - Mudgee	Serbian	46
Lithgow - Mudgee	South African	71
Lithgow - Mudgee	Spanish	117
Lithgow - Mudgee	Sri Lankan	6
Lithgow - Mudgee	Vietnamese	59
Lithgow - Mudgee	Welsh	320
Orange		3767
Orange	Australian	26415
Orange	Australian Aboriginal	4073
Orange	Chinese	600
Orange	Croatian	187
Orange	Dutch	828
Orange	English	25204
Orange	Filipino	459
Orange	French	277
Orange	German	2278
Orange	Greek	228
Orange	Hungarian	103
Orange	Indian	629
Orange	Irish	7835
Orange	Italian	1305
Orange	Korean	99
Orange	Lebanese	143
Orange	Macedonian	39
Orange	Maltese	223
Orange	Maori	223
Orange	NZ	395
Orange	(Other)	3410
Orange	Polish	357
Orange	Russian	181
Orange	Samoan	43
Orange	Scottish	6326
Orange	Serbian	51
Orange	South African	194
Orange	Spanish	119
Orange	Sri Lankan	49
Orange	Vietnamese	63
Orange	Welsh	361
Clarence Valley		4771
Clarence Valley	Australian	22382
Clarence Valley	Australian Aboriginal	3819
Clarence Valley	Chinese	306
Clarence Valley	Croatian	60
Clarence Valley	Dutch	623
Clarence Valley	English	22493
Clarence Valley	Filipino	315
Clarence Valley	French	216
Clarence Valley	German	2304
Clarence Valley	Greek	140
Clarence Valley	Hungarian	73
Clarence Valley	Indian	216
Clarence Valley	Irish	6296
Clarence Valley	Italian	831
Clarence Valley	Korean	11
Clarence Valley	Lebanese	35
Clarence Valley	Macedonian	9
Clarence Valley	Maltese	160
Clarence Valley	Maori	174
Clarence Valley	NZ	263
Clarence Valley	(Other)	2108
Clarence Valley	Polish	184
Clarence Valley	Russian	71
Clarence Valley	Samoan	39
Clarence Valley	Scottish	6222
Clarence Valley	Serbian	24
Clarence Valley	South African	119
Clarence Valley	Spanish	103
Clarence Valley	Sri Lankan	17
Clarence Valley	Vietnamese	37
Clarence Valley	Welsh	253
Coffs Harbour		6148
Coffs Harbour	Australian	35207
Coffs Harbour	Australian Aboriginal	4941
Coffs Harbour	Chinese	924
Coffs Harbour	Croatian	222
Coffs Harbour	Dutch	1489
Coffs Harbour	English	38813
Coffs Harbour	Filipino	614
Coffs Harbour	French	613
Coffs Harbour	German	4070
Coffs Harbour	Greek	344
Coffs Harbour	Hungarian	251
Coffs Harbour	Indian	1327
Coffs Harbour	Irish	11387
Coffs Harbour	Italian	1944
Coffs Harbour	Korean	92
Coffs Harbour	Lebanese	132
Coffs Harbour	Macedonian	26
Coffs Harbour	Maltese	435
Coffs Harbour	Maori	352
Coffs Harbour	NZ	659
Coffs Harbour	(Other)	8315
Coffs Harbour	Polish	499
Coffs Harbour	Russian	222
Coffs Harbour	Samoan	53
Coffs Harbour	Scottish	10327
Coffs Harbour	Serbian	58
Coffs Harbour	South African	364
Coffs Harbour	Spanish	286
Coffs Harbour	Sri Lankan	55
Coffs Harbour	Vietnamese	117
Coffs Harbour	Welsh	618
Bourke - Cobar - Coonamble		3656
Bourke - Cobar - Coonamble	Australian	7985
Bourke - Cobar - Coonamble	Australian Aboriginal	4694
Bourke - Cobar - Coonamble	Chinese	137
Bourke - Cobar - Coonamble	Croatian	48
Bourke - Cobar - Coonamble	Dutch	115
Bourke - Cobar - Coonamble	English	6540
Bourke - Cobar - Coonamble	Filipino	131
Bourke - Cobar - Coonamble	French	55
Bourke - Cobar - Coonamble	German	582
Bourke - Cobar - Coonamble	Greek	51
Bourke - Cobar - Coonamble	Hungarian	26
Bourke - Cobar - Coonamble	Indian	131
Bourke - Cobar - Coonamble	Irish	2034
Bourke - Cobar - Coonamble	Italian	191
Bourke - Cobar - Coonamble	Korean	3
Bourke - Cobar - Coonamble	Lebanese	20
Bourke - Cobar - Coonamble	Macedonian	12
Bourke - Cobar - Coonamble	Maltese	17
Bourke - Cobar - Coonamble	Maori	64
Bourke - Cobar - Coonamble	NZ	84
Bourke - Cobar - Coonamble	(Other)	772
Bourke - Cobar - Coonamble	Polish	53
Bourke - Cobar - Coonamble	Russian	17
Bourke - Cobar - Coonamble	Samoan	24
Bourke - Cobar - Coonamble	Scottish	1578
Bourke - Cobar - Coonamble	Serbian	51
Bourke - Cobar - Coonamble	South African	32
Bourke - Cobar - Coonamble	Spanish	19
Bourke - Cobar - Coonamble	Sri Lankan	8
Bourke - Cobar - Coonamble	Vietnamese	13
Bourke - Cobar - Coonamble	Welsh	80
Broken Hill and Far West		2022
Broken Hill and Far West	Australian	8290
Broken Hill and Far West	Australian Aboriginal	2230
Broken Hill and Far West	Chinese	74
Broken Hill and Far West	Croatian	72
Broken Hill and Far West	Dutch	130
Broken Hill and Far West	English	7261
Broken Hill and Far West	Filipino	251
Broken Hill and Far West	French	71
Broken Hill and Far West	German	902
Broken Hill and Far West	Greek	72
Broken Hill and Far West	Hungarian	16
Broken Hill and Far West	Indian	106
Broken Hill and Far West	Irish	1768
Broken Hill and Far West	Italian	554
Broken Hill and Far West	Korean	5
Broken Hill and Far West	Lebanese	41
Broken Hill and Far West	Macedonian	3
Broken Hill and Far West	Maltese	265
Broken Hill and Far West	Maori	46
Broken Hill and Far West	NZ	56
Broken Hill and Far West	(Other)	644
Broken Hill and Far West	Polish	51
Broken Hill and Far West	Russian	16
Broken Hill and Far West	Samoan	7
Broken Hill and Far West	Scottish	1678
Broken Hill and Far West	Serbian	10
Broken Hill and Far West	South African	14
Broken Hill and Far West	Spanish	27
Broken Hill and Far West	Vietnamese	13
Broken Hill and Far West	Welsh	77
Dubbo		8285
Dubbo	Australian	30094
Dubbo	Australian Aboriginal	10894
Dubbo	Chinese	640
Dubbo	Croatian	68
Dubbo	Dutch	667
Dubbo	English	27128
Dubbo	Filipino	582
Dubbo	French	245
Dubbo	German	2377
Dubbo	Greek	232
Dubbo	Hungarian	73
Dubbo	Indian	790
Dubbo	Irish	7743
Dubbo	Italian	934
Dubbo	Korean	68
Dubbo	Lebanese	135
Dubbo	Macedonian	24
Dubbo	Maltese	215
Dubbo	Maori	203
Dubbo	NZ	280
Dubbo	(Other)	4005
Dubbo	Polish	245
Dubbo	Russian	93
Dubbo	Samoan	8
Dubbo	Scottish	6296
Dubbo	Serbian	26
Dubbo	South African	130
Dubbo	Spanish	97
Dubbo	Sri Lankan	120
Dubbo	Vietnamese	74
Dubbo	Welsh	252
Lower Hunter		7129
Lower Hunter	Australian	44483
Lower Hunter	Australian Aboriginal	8284
Lower Hunter	Chinese	510
Lower Hunter	Croatian	160
Lower Hunter	Dutch	1093
Lower Hunter	English	41463
Lower Hunter	Filipino	752
Lower Hunter	French	379
Lower Hunter	German	4195
Lower Hunter	Greek	284
Lower Hunter	Hungarian	162
Lower Hunter	Indian	378
Lower Hunter	Irish	9463
Lower Hunter	Italian	1529
Lower Hunter	Korean	43
Lower Hunter	Lebanese	140
Lower Hunter	Macedonian	44
Lower Hunter	Maltese	409
Lower Hunter	Maori	441
Lower Hunter	NZ	666
Lower Hunter	(Other)	3715
Lower Hunter	Polish	633
Lower Hunter	Russian	172
Lower Hunter	Samoan	91
Lower Hunter	Scottish	10856
Lower Hunter	Serbian	70
Lower Hunter	South African	269
Lower Hunter	Spanish	243
Lower Hunter	Sri Lankan	35
Lower Hunter	Vietnamese	131
Lower Hunter	Welsh	681
Maitland		3881
Maitland	Australian	38501
Maitland	Australian Aboriginal	6114
Maitland	Chinese	809
Maitland	Croatian	193
Maitland	Dutch	1116
Maitland	English	37532
Maitland	Filipino	902
Maitland	French	325
Maitland	German	3785
Maitland	Greek	361
Maitland	Hungarian	168
Maitland	Indian	992
Maitland	Irish	9382
Maitland	Italian	1373
Maitland	Korean	144
Maitland	Lebanese	131
Maitland	Macedonian	106
Maitland	Maltese	357
Maitland	Maori	432
Maitland	NZ	556
Maitland	(Other)	5014
Maitland	Polish	839
Maitland	Russian	193
Maitland	Samoan	175
Maitland	Scottish	9155
Maitland	Serbian	94
Maitland	South African	316
Maitland	Spanish	225
Maitland	Sri Lankan	80
Maitland	Vietnamese	110
Maitland	Welsh	712
Port Stephens		4303
Port Stephens	Australian	31466
Port Stephens	Australian Aboriginal	4656
Port Stephens	Chinese	556
Port Stephens	Croatian	377
Port Stephens	Dutch	1180
Port Stephens	English	34131
Port Stephens	Filipino	480
Port Stephens	French	418
Port Stephens	German	3248
Port Stephens	Greek	445
Port Stephens	Hungarian	172
Port Stephens	Indian	242
Port Stephens	Irish	8734
Port Stephens	Italian	1483
Port Stephens	Korean	44
Port Stephens	Lebanese	114
Port Stephens	Macedonian	97
Port Stephens	Maltese	569
Port Stephens	Maori	354
Port Stephens	NZ	466
Port Stephens	(Other)	4060
Port Stephens	Polish	594
Port Stephens	Russian	185
Port Stephens	Samoan	75
Port Stephens	Scottish	8606
Port Stephens	Serbian	71
Port Stephens	South African	282
Port Stephens	Spanish	219
Port Stephens	Sri Lankan	33
Port Stephens	Vietnamese	92
Port Stephens	Welsh	692
Upper Hunter		2387
Upper Hunter	Australian	13821
Upper Hunter	Australian Aboriginal	2626
Upper Hunter	Chinese	303
Upper Hunter	Croatian	34
Upper Hunter	Dutch	320
Upper Hunter	English	12523
Upper Hunter	Filipino	283
Upper Hunter	French	91
Upper Hunter	German	1127
Upper Hunter	Greek	69
Upper Hunter	Hungarian	38
Upper Hunter	Indian	157
Upper Hunter	Irish	3238
Upper Hunter	Italian	417
Upper Hunter	Korean	17
Upper Hunter	Lebanese	44
Upper Hunter	Macedonian	7
Upper Hunter	Maltese	94
Upper Hunter	Maori	151
Upper Hunter	NZ	161
Upper Hunter	(Other)	1227
Upper Hunter	Polish	74
Upper Hunter	Russian	31
Upper Hunter	Samoan	29
Upper Hunter	Scottish	2928
Upper Hunter	Serbian	17
Upper Hunter	South African	96
Upper Hunter	Spanish	73
Upper Hunter	Sri Lankan	4
Upper Hunter	Vietnamese	17
Upper Hunter	Welsh	122
Dapto - Port Kembla		3895
Dapto - Port Kembla	Australian	28284
Dapto - Port Kembla	Australian Aboriginal	3431
Dapto - Port Kembla	Chinese	801
Dapto - Port Kembla	Croatian	844
Dapto - Port Kembla	Dutch	1216
Dapto - Port Kembla	English	28011
Dapto - Port Kembla	Filipino	1006
Dapto - Port Kembla	French	348
Dapto - Port Kembla	German	2922
Dapto - Port Kembla	Greek	1208
Dapto - Port Kembla	Hungarian	361
Dapto - Port Kembla	Indian	720
Dapto - Port Kembla	Irish	6501
Dapto - Port Kembla	Italian	4724
Dapto - Port Kembla	Korean	134
Dapto - Port Kembla	Lebanese	1081
Dapto - Port Kembla	Macedonian	4130
Dapto - Port Kembla	Maltese	1373
Dapto - Port Kembla	Maori	526
Dapto - Port Kembla	NZ	452
Dapto - Port Kembla	(Other)	8422
Dapto - Port Kembla	Polish	711
Dapto - Port Kembla	Russian	134
Dapto - Port Kembla	Samoan	122
Dapto - Port Kembla	Scottish	6834
Dapto - Port Kembla	Serbian	852
Dapto - Port Kembla	South African	195
Dapto - Port Kembla	Spanish	922
Dapto - Port Kembla	Sri Lankan	86
Dapto - Port Kembla	Vietnamese	363
Dapto - Port Kembla	Welsh	699
Illawarra Catchment Reserve	English	4
Kiama - Shellharbour		5023
Kiama - Shellharbour	Australian	38221
Kiama - Shellharbour	Australian Aboriginal	4140
Kiama - Shellharbour	Chinese	809
Kiama - Shellharbour	Croatian	945
Kiama - Shellharbour	Dutch	1617
Kiama - Shellharbour	English	40104
Kiama - Shellharbour	Filipino	789
Kiama - Shellharbour	French	487
Kiama - Shellharbour	German	4192
Kiama - Shellharbour	Greek	1180
Kiama - Shellharbour	Hungarian	393
Kiama - Shellharbour	Indian	562
Kiama - Shellharbour	Irish	10376
Kiama - Shellharbour	Italian	4058
Kiama - Shellharbour	Korean	90
Kiama - Shellharbour	Lebanese	285
Kiama - Shellharbour	Macedonian	2645
Kiama - Shellharbour	Maltese	1741
Kiama - Shellharbour	Maori	636
Kiama - Shellharbour	NZ	673
Kiama - Shellharbour	(Other)	7628
Kiama - Shellharbour	Polish	799
Kiama - Shellharbour	Russian	231
Kiama - Shellharbour	Samoan	99
Kiama - Shellharbour	Scottish	9833
Kiama - Shellharbour	Serbian	608
Kiama - Shellharbour	South African	310
Kiama - Shellharbour	Spanish	1411
Kiama - Shellharbour	Sri Lankan	70
Kiama - Shellharbour	Vietnamese	234
Kiama - Shellharbour	Welsh	980
Wollongong		6411
Wollongong	Australian	46193
Wollongong	Australian Aboriginal	3237
Wollongong	Chinese	3496
Wollongong	Croatian	1334
Wollongong	Dutch	2766
Wollongong	English	48823
Wollongong	Filipino	1170
Wollongong	French	854
Wollongong	German	5109
Wollongong	Greek	2371
Wollongong	Hungarian	529
Wollongong	Indian	2131
Wollongong	Irish	15537
Wollongong	Italian	8286
Wollongong	Korean	337
Wollongong	Lebanese	1088
Wollongong	Macedonian	2861
Wollongong	Maltese	1057
Wollongong	Maori	564
Wollongong	NZ	1029
Wollongong	(Other)	15492
Wollongong	Polish	1247
Wollongong	Russian	457
Wollongong	Samoan	153
Wollongong	Scottish	14272
Wollongong	Serbian	1524
Wollongong	South African	549
Wollongong	Spanish	971
Wollongong	Sri Lankan	196
Wollongong	Vietnamese	883
Wollongong	Welsh	1475
Great Lakes		2291
Great Lakes	Australian	13997
Great Lakes	Australian Aboriginal	1888
Great Lakes	Chinese	196
Great Lakes	Croatian	92
Great Lakes	Dutch	382
Great Lakes	English	14804
Great Lakes	Filipino	196
Great Lakes	French	172
Great Lakes	German	1200
Great Lakes	Greek	85
Great Lakes	Hungarian	69
Great Lakes	Indian	97
Great Lakes	Irish	3796
Great Lakes	Italian	652
Great Lakes	Korean	22
Great Lakes	Lebanese	68
Great Lakes	Macedonian	3
Great Lakes	Maltese	232
Great Lakes	Maori	78
Great Lakes	NZ	191
Great Lakes	(Other)	1453
Great Lakes	Polish	160
Great Lakes	Russian	60
Great Lakes	Scottish	3522
Great Lakes	Serbian	13
Great Lakes	South African	72
Great Lakes	Spanish	71
Great Lakes	Sri Lankan	7
Great Lakes	Vietnamese	31
Great Lakes	Welsh	188
Kempsey - Nambucca		4744
Kempsey - Nambucca	Australian	20782
Kempsey - Nambucca	Australian Aboriginal	4979
Kempsey - Nambucca	Chinese	287
Kempsey - Nambucca	Croatian	88
Kempsey - Nambucca	Dutch	528
Kempsey - Nambucca	English	21553
Kempsey - Nambucca	Filipino	351
Kempsey - Nambucca	French	224
Kempsey - Nambucca	German	1904
Kempsey - Nambucca	Greek	156
Kempsey - Nambucca	Hungarian	75
Kempsey - Nambucca	Indian	206
Kempsey - Nambucca	Irish	5789
Kempsey - Nambucca	Italian	744
Kempsey - Nambucca	Korean	19
Kempsey - Nambucca	Lebanese	68
Kempsey - Nambucca	Macedonian	17
Kempsey - Nambucca	Maltese	248
Kempsey - Nambucca	Maori	158
Kempsey - Nambucca	NZ	283
Kempsey - Nambucca	(Other)	2115
Kempsey - Nambucca	Polish	192
Kempsey - Nambucca	Russian	83
Kempsey - Nambucca	Samoan	41
Kempsey - Nambucca	Scottish	4968
Kempsey - Nambucca	Serbian	25
Kempsey - Nambucca	South African	83
Kempsey - Nambucca	Spanish	96
Kempsey - Nambucca	Sri Lankan	26
Kempsey - Nambucca	Vietnamese	24
Kempsey - Nambucca	Welsh	253
Lord Howe Island		32
Lord Howe Island	Australian	180
Lord Howe Island	Australian Aboriginal	3
Lord Howe Island	Chinese	11
Lord Howe Island	Dutch	11
Lord Howe Island	English	152
Lord Howe Island	French	5
Lord Howe Island	German	20
Lord Howe Island	Irish	62
Lord Howe Island	Italian	10
Lord Howe Island	Maltese	3
Lord Howe Island	NZ	3
Lord Howe Island	(Other)	72
Lord Howe Island	Russian	3
Lord Howe Island	Scottish	51
Lord Howe Island	South African	5
Lord Howe Island	Welsh	4
Port Macquarie		4346
Port Macquarie	Australian	36376
Port Macquarie	Australian Aboriginal	4531
Port Macquarie	Chinese	736
Port Macquarie	Croatian	205
Port Macquarie	Dutch	1278
Port Macquarie	English	39256
Port Macquarie	Filipino	572
Port Macquarie	French	519
Port Macquarie	German	3422
Port Macquarie	Greek	362
Port Macquarie	Hungarian	204
Port Macquarie	Indian	489
Port Macquarie	Irish	11135
Port Macquarie	Italian	1718
Port Macquarie	Korean	82
Port Macquarie	Lebanese	175
Port Macquarie	Macedonian	30
Port Macquarie	Maltese	483
Port Macquarie	Maori	296
Port Macquarie	NZ	549
Port Macquarie	(Other)	4380
Port Macquarie	Polish	438
Port Macquarie	Russian	175
Port Macquarie	Samoan	33
Port Macquarie	Scottish	9802
Port Macquarie	Serbian	71
Port Macquarie	South African	323
Port Macquarie	Spanish	285
Port Macquarie	Sri Lankan	63
Port Macquarie	Vietnamese	125
Port Macquarie	Welsh	579
Taree - Gloucester		4039
Taree - Gloucester	Australian	24792
Taree - Gloucester	Australian Aboriginal	4363
Taree - Gloucester	Chinese	366
Taree - Gloucester	Croatian	117
Taree - Gloucester	Dutch	720
Taree - Gloucester	English	24861
Taree - Gloucester	Filipino	359
Taree - Gloucester	French	265
Taree - Gloucester	German	2203
Taree - Gloucester	Greek	190
Taree - Gloucester	Hungarian	101
Taree - Gloucester	Indian	264
Taree - Gloucester	Irish	6027
Taree - Gloucester	Italian	895
Taree - Gloucester	Korean	29
Taree - Gloucester	Lebanese	111
Taree - Gloucester	Macedonian	17
Taree - Gloucester	Maltese	282
Taree - Gloucester	Maori	158
Taree - Gloucester	NZ	251
Taree - Gloucester	(Other)	2285
Taree - Gloucester	Polish	212
Taree - Gloucester	Russian	72
Taree - Gloucester	Samoan	31
Taree - Gloucester	Scottish	6115
Taree - Gloucester	Serbian	39
Taree - Gloucester	South African	86
Taree - Gloucester	Spanish	137
Taree - Gloucester	Sri Lankan	25
Taree - Gloucester	Vietnamese	46
Taree - Gloucester	Welsh	261
Albury		4338
Albury	Australian	26205
Albury	Australian Aboriginal	2387
Albury	Chinese	490
Albury	Croatian	251
Albury	Dutch	1183
Albury	English	26481
Albury	Filipino	628
Albury	French	273
Albury	German	5251
Albury	Greek	369
Albury	Hungarian	195
Albury	Indian	941
Albury	Irish	8734
Albury	Italian	1549
Albury	Korean	63
Albury	Lebanese	187
Albury	Macedonian	19
Albury	Maltese	180
Albury	Maori	202
Albury	NZ	341
Albury	(Other)	4912
Albury	Polish	403
Albury	Russian	113
Albury	Samoan	49
Albury	Scottish	7347
Albury	Serbian	126
Albury	South African	127
Albury	Spanish	192
Albury	Sri Lankan	75
Albury	Vietnamese	92
Albury	Welsh	308
Lower Murray		1707
Lower Murray	Australian	5062
Lower Murray	Australian Aboriginal	927
Lower Murray	Chinese	97
Lower Murray	Croatian	38
Lower Murray	Dutch	96
Lower Murray	English	4800
