SA3_NAME16	IndigenousStatus	persons
Upper Murray exc. Albury	Aboriginal	1427
Upper Murray exc. Albury	Both Aboriginal & Torres Strait Islander	31
Upper Murray exc. Albury	Non-indigenous	41973
Upper Murray exc. Albury	Torres Strait Islander	22
Armidale	Aboriginal	2842
Armidale	Both Aboriginal & Torres Strait Islander	57
Armidale	Non-indigenous	34604
Armidale	Torres Strait Islander	34
Inverell - Tenterfield	Aboriginal	3385
Inverell - Tenterfield	Both Aboriginal & Torres Strait Islander	82
Inverell - Tenterfield	Non-indigenous	35192
Inverell - Tenterfield	Torres Strait Islander	72
Moree - Narrabri	Aboriginal	4163
Moree - Narrabri	Both Aboriginal & Torres Strait Islander	76
Moree - Narrabri	Non-indigenous	20431
Moree - Narrabri	Torres Strait Islander	43
Tamworth - Gunnedah	Aboriginal	10859
Tamworth - Gunnedah	Both Aboriginal & Torres Strait Islander	307
Tamworth - Gunnedah	Non-indigenous	73273
Tamworth - Gunnedah	Torres Strait Islander	140
Lake Macquarie - East	Aboriginal	6040
Lake Macquarie - East	Both Aboriginal & Torres Strait Islander	93
Lake Macquarie - East	Non-indigenous	120261
Lake Macquarie - East	Torres Strait Islander	102
Lake Macquarie - West	Aboriginal	5261
Lake Macquarie - West	Both Aboriginal & Torres Strait Islander	94
Lake Macquarie - West	Non-indigenous	79574
Lake Macquarie - West	Torres Strait Islander	93
Newcastle	Aboriginal	7896
Newcastle	Both Aboriginal & Torres Strait Islander	135
Newcastle	Non-indigenous	170817
Newcastle	Torres Strait Islander	152
Richmond Valley - Coastal	Aboriginal	2619
Richmond Valley - Coastal	Both Aboriginal & Torres Strait Islander	114
Richmond Valley - Coastal	Non-indigenous	84954
Richmond Valley - Coastal	Torres Strait Islander	85
Richmond Valley - Hinterland	Aboriginal	4392
Richmond Valley - Hinterland	Both Aboriginal & Torres Strait Islander	167
Richmond Valley - Hinterland	Non-indigenous	67231
Richmond Valley - Hinterland	Torres Strait Islander	106
Tweed Valley	Aboriginal	3720
Tweed Valley	Both Aboriginal & Torres Strait Islander	367
Tweed Valley	Non-indigenous	93058
Tweed Valley	Torres Strait Islander	247
Griffith - Murrumbidgee (West)	Aboriginal	3388
Griffith - Murrumbidgee (West)	Both Aboriginal & Torres Strait Islander	34
Griffith - Murrumbidgee (West)	Non-indigenous	46084
Griffith - Murrumbidgee (West)	Torres Strait Islander	53
Tumut - Tumbarumba	Aboriginal	922
Tumut - Tumbarumba	Both Aboriginal & Torres Strait Islander	7
Tumut - Tumbarumba	Non-indigenous	13985
Tumut - Tumbarumba	Torres Strait Islander	17
Wagga Wagga	Aboriginal	6180
Wagga Wagga	Both Aboriginal & Torres Strait Islander	117
Wagga Wagga	Non-indigenous	92764
Wagga Wagga	Torres Strait Islander	108
Shoalhaven	Aboriginal	6800
Shoalhaven	Both Aboriginal & Torres Strait Islander	121
Shoalhaven	Non-indigenous	101270
Shoalhaven	Torres Strait Islander	137
Southern Highlands	Aboriginal	1153
Southern Highlands	Both Aboriginal & Torres Strait Islander	33
Southern Highlands	Non-indigenous	51476
Southern Highlands	Torres Strait Islander	16
Baulkham Hills	Aboriginal	662
Baulkham Hills	Both Aboriginal & Torres Strait Islander	25
Baulkham Hills	Non-indigenous	154065
Baulkham Hills	Torres Strait Islander	15
Dural - Wisemans Ferry	Aboriginal	280
Dural - Wisemans Ferry	Both Aboriginal & Torres Strait Islander	7
Dural - Wisemans Ferry	Non-indigenous	27617
Dural - Wisemans Ferry	Torres Strait Islander	10
Hawkesbury	Aboriginal	928
Hawkesbury	Both Aboriginal & Torres Strait Islander	14
Hawkesbury	Non-indigenous	24046
Hawkesbury	Torres Strait Islander	18
Rouse Hill - McGraths Hill	Aboriginal	740
Rouse Hill - McGraths Hill	Both Aboriginal & Torres Strait Islander	17
Rouse Hill - McGraths Hill	Non-indigenous	55916
Rouse Hill - McGraths Hill	Torres Strait Islander	9
Blacktown	Aboriginal	2990
Blacktown	Both Aboriginal & Torres Strait Islander	93
Blacktown	Non-indigenous	139459
Blacktown	Torres Strait Islander	60
Blacktown - North	Aboriginal	2143
Blacktown - North	Both Aboriginal & Torres Strait Islander	58
Blacktown - North	Non-indigenous	140525
Blacktown - North	Torres Strait Islander	45
Mount Druitt	Aboriginal	6220
Mount Druitt	Both Aboriginal & Torres Strait Islander	115
Mount Druitt	Non-indigenous	109180
Mount Druitt	Torres Strait Islander	114
Botany	Aboriginal	1050
Botany	Both Aboriginal & Torres Strait Islander	28
Botany	Non-indigenous	57672
Botany	Torres Strait Islander	21
Marrickville - Sydenham - Petersham	Aboriginal	826
Marrickville - Sydenham - Petersham	Both Aboriginal & Torres Strait Islander	7
Marrickville - Sydenham - Petersham	Non-indigenous	53919
Marrickville - Sydenham - Petersham	Torres Strait Islander	19
Sydney Inner City	Aboriginal	2929
Sydney Inner City	Both Aboriginal & Torres Strait Islander	82
Sydney Inner City	Non-indigenous	214698
Sydney Inner City	Torres Strait Islander	86
Eastern Suburbs - North	Aboriginal	445
Eastern Suburbs - North	Both Aboriginal & Torres Strait Islander	18
Eastern Suburbs - North	Non-indigenous	126670
Eastern Suburbs - North	Torres Strait Islander	34
Eastern Suburbs - South	Aboriginal	2242
Eastern Suburbs - South	Both Aboriginal & Torres Strait Islander	70
Eastern Suburbs - South	Non-indigenous	131892
Eastern Suburbs - South	Torres Strait Islander	39
Bankstown	Aboriginal	1485
Bankstown	Both Aboriginal & Torres Strait Islander	30
Bankstown	Non-indigenous	184670
Bankstown	Torres Strait Islander	60
Canterbury	Aboriginal	772
Canterbury	Both Aboriginal & Torres Strait Islander	35
Canterbury	Non-indigenous	140241
Canterbury	Torres Strait Islander	43
Hurstville	Aboriginal	887
Hurstville	Both Aboriginal & Torres Strait Islander	27
Hurstville	Non-indigenous	130936
Hurstville	Torres Strait Islander	19
Kogarah - Rockdale	Aboriginal	975
Kogarah - Rockdale	Both Aboriginal & Torres Strait Islander	34
Kogarah - Rockdale	Non-indigenous	144874
Kogarah - Rockdale	Torres Strait Islander	35
Canada Bay	Aboriginal	454
Canada Bay	Both Aboriginal & Torres Strait Islander	13
Canada Bay	Non-indigenous	86204
Canada Bay	Torres Strait Islander	35
Leichhardt	Aboriginal	567
Leichhardt	Both Aboriginal & Torres Strait Islander	21
Leichhardt	Non-indigenous	55786
Leichhardt	Torres Strait Islander	24
Strathfield - Burwood - Ashfield	Aboriginal	1021
Strathfield - Burwood - Ashfield	Both Aboriginal & Torres Strait Islander	50
Strathfield - Burwood - Ashfield	Non-indigenous	160562
Strathfield - Burwood - Ashfield	Torres Strait Islander	33
Chatswood - Lane Cove	Aboriginal	343
Chatswood - Lane Cove	Both Aboriginal & Torres Strait Islander	10
Chatswood - Lane Cove	Non-indigenous	117089
Chatswood - Lane Cove	Torres Strait Islander	14
Hornsby	Aboriginal	557
Hornsby	Both Aboriginal & Torres Strait Islander	9
Hornsby	Non-indigenous	86876
Hornsby	Torres Strait Islander	13
Ku-ring-gai	Aboriginal	263
Ku-ring-gai	Both Aboriginal & Torres Strait Islander	10
Ku-ring-gai	Non-indigenous	124054
Ku-ring-gai	Torres Strait Islander	30
North Sydney - Mosman	Aboriginal	321
North Sydney - Mosman	Both Aboriginal & Torres Strait Islander	11
North Sydney - Mosman	Non-indigenous	94422
North Sydney - Mosman	Torres Strait Islander	24
Manly	Aboriginal	178
Manly	Both Aboriginal & Torres Strait Islander	4
Manly	Non-indigenous	42984
Manly	Torres Strait Islander	7
Pittwater	Aboriginal	431
Pittwater	Both Aboriginal & Torres Strait Islander	20
Pittwater	Non-indigenous	63014
Pittwater	Torres Strait Islander	17
Warringah	Aboriginal	1000
Warringah	Both Aboriginal & Torres Strait Islander	21
Warringah	Non-indigenous	155848
Warringah	Torres Strait Islander	34
Camden	Aboriginal	2690
Camden	Both Aboriginal & Torres Strait Islander	45
Camden	Non-indigenous	70805
Camden	Torres Strait Islander	38
Campbelltown (NSW)	Aboriginal	6979
Campbelltown (NSW)	Both Aboriginal & Torres Strait Islander	111
Campbelltown (NSW)	Non-indigenous	170657
Campbelltown (NSW)	Torres Strait Islander	132
Wollondilly	Aboriginal	1947
Wollondilly	Both Aboriginal & Torres Strait Islander	28
Wollondilly	Non-indigenous	43837
Wollondilly	Torres Strait Islander	25
Blue Mountains	Aboriginal	2055
Blue Mountains	Both Aboriginal & Torres Strait Islander	25
Blue Mountains	Non-indigenous	75845
Blue Mountains	Torres Strait Islander	25
Blue Mountains - South	Non-indigenous	8
Penrith	Aboriginal	7786
Penrith	Both Aboriginal & Torres Strait Islander	103
Penrith	Non-indigenous	151279
Penrith	Torres Strait Islander	142
Richmond - Windsor	Aboriginal	2384
Richmond - Windsor	Both Aboriginal & Torres Strait Islander	29
Richmond - Windsor	Non-indigenous	35561
Richmond - Windsor	Torres Strait Islander	28
St Marys	Aboriginal	2585
St Marys	Both Aboriginal & Torres Strait Islander	56
St Marys	Non-indigenous	54104
St Marys	Torres Strait Islander	45
Auburn	Aboriginal	637
Auburn	Both Aboriginal & Torres Strait Islander	21
Auburn	Non-indigenous	102867
Auburn	Torres Strait Islander	19
Carlingford	Aboriginal	516
Carlingford	Both Aboriginal & Torres Strait Islander	15
Carlingford	Non-indigenous	73472
Carlingford	Torres Strait Islander	21
Merrylands - Guildford	Aboriginal	1194
Merrylands - Guildford	Both Aboriginal & Torres Strait Islander	25
Merrylands - Guildford	Non-indigenous	162533
Merrylands - Guildford	Torres Strait Islander	64
Parramatta	Aboriginal	1150
Parramatta	Both Aboriginal & Torres Strait Islander	26
Parramatta	Non-indigenous	150906
Parramatta	Torres Strait Islander	46
Pennant Hills - Epping	Aboriginal	140
Pennant Hills - Epping	Both Aboriginal & Torres Strait Islander	14
Pennant Hills - Epping	Non-indigenous	54670
Pennant Hills - Epping	Torres Strait Islander	8
Ryde - Hunters Hill	Aboriginal	647
Ryde - Hunters Hill	Both Aboriginal & Torres Strait Islander	17
Ryde - Hunters Hill	Non-indigenous	146508
Ryde - Hunters Hill	Torres Strait Islander	30
Bringelly - Green Valley	Aboriginal	2722
Bringelly - Green Valley	Both Aboriginal & Torres Strait Islander	45
Bringelly - Green Valley	Non-indigenous	140263
Bringelly - Green Valley	Torres Strait Islander	50
Fairfield	Aboriginal	1372
Fairfield	Both Aboriginal & Torres Strait Islander	36
Fairfield	Non-indigenous	193719
Fairfield	Torres Strait Islander	45
Liverpool	Aboriginal	2043
Liverpool	Both Aboriginal & Torres Strait Islander	47
Liverpool	Non-indigenous	134054
Liverpool	Torres Strait Islander	34
Cronulla - Miranda - Caringbah	Aboriginal	1594
Cronulla - Miranda - Caringbah	Both Aboriginal & Torres Strait Islander	32
Cronulla - Miranda - Caringbah	Non-indigenous	116205
Cronulla - Miranda - Caringbah	Torres Strait Islander	34
Sutherland - Menai - Heathcote	Aboriginal	1527
Sutherland - Menai - Heathcote	Both Aboriginal & Torres Strait Islander	39
Sutherland - Menai - Heathcote	Non-indigenous	110136
Sutherland - Menai - Heathcote	Torres Strait Islander	38
No usual address (NSW)	Aboriginal	1175
No usual address (NSW)	Both Aboriginal & Torres Strait Islander	35
No usual address (NSW)	Non-indigenous	10141
No usual address (NSW)	Torres Strait Islander	20
Ballarat	Aboriginal	2038
Ballarat	Both Aboriginal & Torres Strait Islander	45
Ballarat	Non-indigenous	114043
Ballarat	Torres Strait Islander	75
Creswick - Daylesford - Ballan	Aboriginal	353
Creswick - Daylesford - Ballan	Both Aboriginal & Torres Strait Islander	7
Creswick - Daylesford - Ballan	Non-indigenous	30602
Creswick - Daylesford - Ballan	Torres Strait Islander	13
Maryborough - Pyrenees	Aboriginal	514
Maryborough - Pyrenees	Both Aboriginal & Torres Strait Islander	9
Maryborough - Pyrenees	Non-indigenous	26220
Maryborough - Pyrenees	Torres Strait Islander	16
Bendigo	Aboriginal	2281
Bendigo	Both Aboriginal & Torres Strait Islander	51
Bendigo	Non-indigenous	100620
Bendigo	Torres Strait Islander	82
Heathcote - Castlemaine - Kyneton	Aboriginal	596
Heathcote - Castlemaine - Kyneton	Both Aboriginal & Torres Strait Islander	11
Heathcote - Castlemaine - Kyneton	Non-indigenous	51878
Heathcote - Castlemaine - Kyneton	Torres Strait Islander	15
Loddon - Elmore	Aboriginal	255
Loddon - Elmore	Both Aboriginal & Torres Strait Islander	9
Loddon - Elmore	Non-indigenous	11946
Loddon - Elmore	Torres Strait Islander	14
Barwon - West	Aboriginal	236
Barwon - West	Both Aboriginal & Torres Strait Islander	9
Barwon - West	Non-indigenous	22222
Barwon - West	Torres Strait Islander	16
Geelong	Aboriginal	2843
Geelong	Both Aboriginal & Torres Strait Islander	75
Geelong	Non-indigenous	208984
Geelong	Torres Strait Islander	84
Surf Coast - Bellarine Peninsula	Aboriginal	717
Surf Coast - Bellarine Peninsula	Both Aboriginal & Torres Strait Islander	18
Surf Coast - Bellarine Peninsula	Non-indigenous	92673
Surf Coast - Bellarine Peninsula	Torres Strait Islander	9
Upper Goulburn Valley	Aboriginal	1075
Upper Goulburn Valley	Both Aboriginal & Torres Strait Islander	25
Upper Goulburn Valley	Non-indigenous	58857
Upper Goulburn Valley	Torres Strait Islander	45
Wangaratta - Benalla	Aboriginal	878
Wangaratta - Benalla	Both Aboriginal & Torres Strait Islander	27
Wangaratta - Benalla	Non-indigenous	47522
Wangaratta - Benalla	Torres Strait Islander	27
Wodonga - Alpine	Aboriginal	1813
Wodonga - Alpine	Both Aboriginal & Torres Strait Islander	47
Wodonga - Alpine	Non-indigenous	74559
Wodonga - Alpine	Torres Strait Islander	56
Baw Baw	Aboriginal	697
Baw Baw	Both Aboriginal & Torres Strait Islander	13
Baw Baw	Non-indigenous	57048
Baw Baw	Torres Strait Islander	17
Gippsland - East	Aboriginal	1655
Gippsland - East	Both Aboriginal & Torres Strait Islander	14
Gippsland - East	Non-indigenous	47139
Gippsland - East	Torres Strait Islander	22
Gippsland - South West	Aboriginal	760
Gippsland - South West	Both Aboriginal & Torres Strait Islander	21
Gippsland - South West	Non-indigenous	70730
Gippsland - South West	Torres Strait Islander	37
Latrobe Valley	Aboriginal	1531
Latrobe Valley	Both Aboriginal & Torres Strait Islander	41
Latrobe Valley	Non-indigenous	75505
Latrobe Valley	Torres Strait Islander	91
Wellington	Aboriginal	883
Wellington	Both Aboriginal & Torres Strait Islander	24
Wellington	Non-indigenous	44595
Wellington	Torres Strait Islander	23
Brunswick - Coburg	Aboriginal	576
Brunswick - Coburg	Both Aboriginal & Torres Strait Islander	32
Brunswick - Coburg	Non-indigenous	89250
Brunswick - Coburg	Torres Strait Islander	16
Darebin - South	Aboriginal	315
Darebin - South	Both Aboriginal & Torres Strait Islander	14
Darebin - South	Non-indigenous	52919
Darebin - South	Torres Strait Islander	22
Essendon	Aboriginal	308
Essendon	Both Aboriginal & Torres Strait Islander	16
Essendon	Non-indigenous	68373
Essendon	Torres Strait Islander	15
Melbourne City	Aboriginal	707
Melbourne City	Both Aboriginal & Torres Strait Islander	37
Melbourne City	Non-indigenous	148833
Melbourne City	Torres Strait Islander	24
Port Phillip	Aboriginal	476
Port Phillip	Both Aboriginal & Torres Strait Islander	15
Port Phillip	Non-indigenous	101451
Port Phillip	Torres Strait Islander	14
Stonnington - West	Aboriginal	224
Stonnington - West	Both Aboriginal & Torres Strait Islander	3
Stonnington - West	Non-indigenous	62302
Stonnington - West	Torres Strait Islander	10
Yarra	Aboriginal	489
Yarra	Both Aboriginal & Torres Strait Islander	9
Yarra	Non-indigenous	90548
Yarra	Torres Strait Islander	14
Boroondara	Aboriginal	410
Boroondara	Both Aboriginal & Torres Strait Islander	13
Boroondara	Non-indigenous	167460
Boroondara	Torres Strait Islander	17
Manningham - West	Aboriginal	186
Manningham - West	Both Aboriginal & Torres Strait Islander	11
Manningham - West	Non-indigenous	98183
Manningham - West	Torres Strait Islander	6
Whitehorse - West	Aboriginal	302
Whitehorse - West	Both Aboriginal & Torres Strait Islander	8
Whitehorse - West	Non-indigenous	106859
Whitehorse - West	Torres Strait Islander	18
Bayside	Aboriginal	258
Bayside	Non-indigenous	101043
Bayside	Torres Strait Islander	5
Glen Eira	Aboriginal	411
Glen Eira	Both Aboriginal & Torres Strait Islander	15
Glen Eira	Non-indigenous	156023
Glen Eira	Torres Strait Islander	20
Kingston	Aboriginal	575
Kingston	Both Aboriginal & Torres Strait Islander	14
Kingston	Non-indigenous	122061
Kingston	Torres Strait Islander	43
Stonnington - East	Aboriginal	108
Stonnington - East	Both Aboriginal & Torres Strait Islander	7
Stonnington - East	Non-indigenous	42041
Stonnington - East	Torres Strait Islander	6
Banyule	Aboriginal	814
Banyule	Both Aboriginal & Torres Strait Islander	25
Banyule	Non-indigenous	125365
Banyule	Torres Strait Islander	32
Darebin - North	Aboriginal	1030
Darebin - North	Both Aboriginal & Torres Strait Islander	34
Darebin - North	Non-indigenous	94210
Darebin - North	Torres Strait Islander	25
Nillumbik - Kinglake	Aboriginal	415
Nillumbik - Kinglake	Both Aboriginal & Torres Strait Islander	11
Nillumbik - Kinglake	Non-indigenous	66658
Nillumbik - Kinglake	Torres Strait Islander	21
Whittlesea - Wallan	Aboriginal	2571
Whittlesea - Wallan	Both Aboriginal & Torres Strait Islander	75
Whittlesea - Wallan	Non-indigenous	249314
Whittlesea - Wallan	Torres Strait Islander	66
Keilor	Aboriginal	239
Keilor	Both Aboriginal & Torres Strait Islander	11
Keilor	Non-indigenous	61420
Keilor	Torres Strait Islander	17
Macedon Ranges	Aboriginal	304
Macedon Ranges	Both Aboriginal & Torres Strait Islander	7
Macedon Ranges	Non-indigenous	32638
Macedon Ranges	Torres Strait Islander	20
Moreland - North	Aboriginal	440
Moreland - North	Both Aboriginal & Torres Strait Islander	11
Moreland - North	Non-indigenous	80072
Moreland - North	Torres Strait Islander	14
Sunbury	Aboriginal	525
Sunbury	Both Aboriginal & Torres Strait Islander	24
Sunbury	Non-indigenous	44495
Sunbury	Torres Strait Islander	20
Tullamarine - Broadmeadows	Aboriginal	1285
Tullamarine - Broadmeadows	Both Aboriginal & Torres Strait Islander	26
Tullamarine - Broadmeadows	Non-indigenous	202696
Tullamarine - Broadmeadows	Torres Strait Islander	64
Knox	Aboriginal	974
Knox	Both Aboriginal & Torres Strait Islander	22
Knox	Non-indigenous	158123
Knox	Torres Strait Islander	29
Manningham - East	Aboriginal	94
Manningham - East	Non-indigenous	26288
Manningham - East	Torres Strait Islander	4
Maroondah	Aboriginal	682
Maroondah	Both Aboriginal & Torres Strait Islander	17
Maroondah	Non-indigenous	113849
Maroondah	Torres Strait Islander	31
Whitehorse - East	Aboriginal	191
Whitehorse - East	Both Aboriginal & Torres Strait Islander	6
Whitehorse - East	Non-indigenous	62733
Whitehorse - East	Torres Strait Islander	5
Yarra Ranges	Aboriginal	1591
Yarra Ranges	Both Aboriginal & Torres Strait Islander	38
Yarra Ranges	Non-indigenous	153557
Yarra Ranges	Torres Strait Islander	70
Cardinia	Aboriginal	1081
Cardinia	Both Aboriginal & Torres Strait Islander	23
Cardinia	Non-indigenous	117193
Cardinia	Torres Strait Islander	45
Casey - North	Aboriginal	707
Casey - North	Both Aboriginal & Torres Strait Islander	17
Casey - North	Non-indigenous	136534
Casey - North	Torres Strait Islander	29
Casey - South	Aboriginal	1544
Casey - South	Both Aboriginal & Torres Strait Islander	42
Casey - South	Non-indigenous	226308
Casey - South	Torres Strait Islander	56
Dandenong	Aboriginal	650
Dandenong	Both Aboriginal & Torres Strait Islander	16
Dandenong	Non-indigenous	192939
Dandenong	Torres Strait Islander	39
Monash	Aboriginal	460
Monash	Both Aboriginal & Torres Strait Islander	19
Monash	Non-indigenous	182339
Monash	Torres Strait Islander	15
Brimbank	Aboriginal	773
Brimbank	Both Aboriginal & Torres Strait Islander	24
Brimbank	Non-indigenous	185250
Brimbank	Torres Strait Islander	20
Hobsons Bay	Aboriginal	528
Hobsons Bay	Both Aboriginal & Torres Strait Islander	12
Hobsons Bay	Non-indigenous	86017
Hobsons Bay	Torres Strait Islander	32
Maribyrnong	Aboriginal	600
Maribyrnong	Both Aboriginal & Torres Strait Islander	14
Maribyrnong	Non-indigenous	84572
Maribyrnong	Torres Strait Islander	23
Melton - Bacchus Marsh	Aboriginal	2311
Melton - Bacchus Marsh	Both Aboriginal & Torres Strait Islander	71
Melton - Bacchus Marsh	Non-indigenous	196003
Melton - Bacchus Marsh	Torres Strait Islander	54
Wyndham	Aboriginal	2452
Wyndham	Both Aboriginal & Torres Strait Islander	71
Wyndham	Non-indigenous	294181
Wyndham	Torres Strait Islander	44
Frankston	Aboriginal	1679
Frankston	Both Aboriginal & Torres Strait Islander	48
Frankston	Non-indigenous	137478
Frankston	Torres Strait Islander	76
Mornington Peninsula	Aboriginal	1597
Mornington Peninsula	Both Aboriginal & Torres Strait Islander	46
Mornington Peninsula	Non-indigenous	167225
Mornington Peninsula	Torres Strait Islander	80
Grampians	Aboriginal	984
Grampians	Both Aboriginal & Torres Strait Islander	32
Grampians	Non-indigenous	59274
Grampians	Torres Strait Islander	50
Mildura	Aboriginal	2494
Mildura	Both Aboriginal & Torres Strait Islander	79
Mildura	Non-indigenous	54353
Mildura	Torres Strait Islander	46
Murray River - Swan Hill	Aboriginal	1242
Murray River - Swan Hill	Both Aboriginal & Torres Strait Islander	44
Murray River - Swan Hill	Non-indigenous	36935
Murray River - Swan Hill	Torres Strait Islander	43
Campaspe	Aboriginal	1126
Campaspe	Both Aboriginal & Torres Strait Islander	22
Campaspe	Non-indigenous	37711
Campaspe	Torres Strait Islander	30
Moira	Aboriginal	599
Moira	Both Aboriginal & Torres Strait Islander	24
Moira	Non-indigenous	29878
Moira	Torres Strait Islander	21
Shepparton	Aboriginal	2542
Shepparton	Both Aboriginal & Torres Strait Islander	76
Shepparton	Non-indigenous	65524
Shepparton	Torres Strait Islander	64
Glenelg - Southern Grampians	Aboriginal	930
Glenelg - Southern Grampians	Both Aboriginal & Torres Strait Islander	21
Glenelg - Southern Grampians	Non-indigenous	35823
Glenelg - Southern Grampians	Torres Strait Islander	18
Colac - Corangamite	Aboriginal	485
Colac - Corangamite	Both Aboriginal & Torres Strait Islander	10
Colac - Corangamite	Non-indigenous	37987
Colac - Corangamite	Torres Strait Islander	15
Warrnambool	Aboriginal	972
Warrnambool	Both Aboriginal & Torres Strait Islander	17
Warrnambool	Non-indigenous	51778
Warrnambool	Torres Strait Islander	10
Migratory - Offshore - Shipping (Vic.)	Non-indigenous	38
No usual address (Vic.)	Aboriginal	448
No usual address (Vic.)	Both Aboriginal & Torres Strait Islander	4
No usual address (Vic.)	Non-indigenous	8628
No usual address (Vic.)	Torres Strait Islander	9
