SA3_NAME16	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Queanbeyan	35-44		1	2019	13
Queanbeyan	35-44		1	2020	4
Queanbeyan	35-44		1	2021	3
Queanbeyan	35-44	Speaks English not well or not at all	0	2005	5
Queanbeyan	35-44	Speaks English not well or not at all	0	2010	8
Queanbeyan	35-44	Speaks English not well or not at all	0	2015	6
Queanbeyan	35-44	Speaks English not well or not at all	0	2016	5
Queanbeyan	35-44	Speaks English not well or not at all	0	2017	5
Queanbeyan	35-44	Speaks English not well or not at all	0	2018	3
Queanbeyan	35-44	Speaks English not well or not at all	0	2019	5
Queanbeyan	35-44	Speaks English well or very well	0		8
Queanbeyan	35-44	Speaks English well or very well	0	2005	275
Queanbeyan	35-44	Speaks English well or very well	0	2010	476
Queanbeyan	35-44	Speaks English well or very well	0	2015	330
Queanbeyan	35-44	Speaks English well or very well	0	2016	51
Queanbeyan	35-44	Speaks English well or very well	0	2017	63
Queanbeyan	35-44	Speaks English well or very well	0	2018	48
Queanbeyan	35-44	Speaks English well or very well	0	2019	42
Queanbeyan	35-44	Speaks English well or very well	0	2020	13
Queanbeyan	35-44	Speaks English well or very well	0	2021	3
Queanbeyan	45-54		1		23
Queanbeyan	45-54		1	2005	800
Queanbeyan	45-54		1	2010	125
Queanbeyan	45-54		1	2015	73
Queanbeyan	45-54		1	2016	3
Queanbeyan	45-54		1	2017	6
Queanbeyan	45-54		1	2018	3
Queanbeyan	45-54		1	2019	8
Queanbeyan	45-54		1	2020	3
Queanbeyan	45-54		1	2021	3
Queanbeyan	45-54	Speaks English not well or not at all	0		3
Queanbeyan	45-54	Speaks English not well or not at all	0	2005	15
Queanbeyan	45-54	Speaks English not well or not at all	0	2010	16
Queanbeyan	45-54	Speaks English not well or not at all	0	2015	7
Queanbeyan	45-54	Speaks English not well or not at all	0	2017	3
Queanbeyan	45-54	Speaks English not well or not at all	0	2018	3
Queanbeyan	45-54	Speaks English not well or not at all	0	2019	6
Queanbeyan	45-54	Speaks English well or very well	0		12
Queanbeyan	45-54	Speaks English well or very well	0	2005	366
Queanbeyan	45-54	Speaks English well or very well	0	2010	185
Queanbeyan	45-54	Speaks English well or very well	0	2015	104
Queanbeyan	45-54	Speaks English well or very well	0	2016	12
Queanbeyan	45-54	Speaks English well or very well	0	2017	11
Queanbeyan	45-54	Speaks English well or very well	0	2019	7
Queanbeyan	45-54	Speaks English well or very well	0	2020	5
Queanbeyan	45-54	Speaks English well or very well	0	2021	3
Queanbeyan	55-64		1		25
Queanbeyan	55-64		1	2005	1110
Queanbeyan	55-64		1	2010	70
Queanbeyan	55-64		1	2015	28
Queanbeyan	55-64		1	2016	3
Queanbeyan	55-64		1	2017	7
Queanbeyan	55-64		1	2018	3
Queanbeyan	55-64		1	2019	4
Queanbeyan	55-64	Speaks English not well or not at all	0		5
Queanbeyan	55-64	Speaks English not well or not at all	0	2005	46
Queanbeyan	55-64	Speaks English not well or not at all	0	2010	10
Queanbeyan	55-64	Speaks English not well or not at all	0	2015	9
Queanbeyan	55-64	Speaks English not well or not at all	0	2016	8
Queanbeyan	55-64	Speaks English not well or not at all	0	2019	12
Queanbeyan	55-64	Speaks English not well or not at all	0	2020	4
Queanbeyan	55-64	Speaks English well or very well	0		12
Queanbeyan	55-64	Speaks English well or very well	0	2005	437
Queanbeyan	55-64	Speaks English well or very well	0	2010	41
Queanbeyan	55-64	Speaks English well or very well	0	2015	19
Queanbeyan	55-64	Speaks English well or very well	0	2016	7
Queanbeyan	55-64	Speaks English well or very well	0	2017	4
Queanbeyan	55-64	Speaks English well or very well	0	2019	4
Queanbeyan	65-74		0	2005	5
Queanbeyan	65-74		1		20
Queanbeyan	65-74		1	2005	894
Queanbeyan	65-74		1	2010	10
Queanbeyan	65-74		1	2015	4
Queanbeyan	65-74		1	2018	5
Queanbeyan	65-74		1	2019	4
Queanbeyan	65-74	Speaks English not well or not at all	0	2005	76
Queanbeyan	65-74	Speaks English not well or not at all	0	2010	4
Queanbeyan	65-74	Speaks English not well or not at all	0	2015	4
Queanbeyan	65-74	Speaks English not well or not at all	0	2016	3
Queanbeyan	65-74	Speaks English not well or not at all	0	2018	4
Queanbeyan	65-74	Speaks English not well or not at all	0	2019	14
Queanbeyan	65-74	Speaks English not well or not at all	0	2020	5
Queanbeyan	65-74	Speaks English well or very well	0		5
Queanbeyan	65-74	Speaks English well or very well	0	2005	422
Queanbeyan	65-74	Speaks English well or very well	0	2010	7
Queanbeyan	65-74	Speaks English well or very well	0	2017	4
Queanbeyan	65-74	Speaks English well or very well	0	2019	4
Queanbeyan	65-74	Speaks English well or very well	0	2020	4
Queanbeyan	75-84			2005	6
Queanbeyan	75-84		0	2005	4
Queanbeyan	75-84		1		18
Queanbeyan	75-84		1	2005	479
Queanbeyan	75-84		1	2010	7
Queanbeyan	75-84		1	2015	3
Queanbeyan	75-84		1	2020	4
Queanbeyan	75-84	Speaks English not well or not at all	0		5
Queanbeyan	75-84	Speaks English not well or not at all	0	2005	87
Queanbeyan	75-84	Speaks English not well or not at all	0	2015	6
Queanbeyan	75-84	Speaks English not well or not at all	0	2020	3
Queanbeyan	75-84	Speaks English well or very well	0	2005	307
Queanbeyan	75-84	Speaks English well or very well	0	2010	3
Queanbeyan	85+		1		11
Queanbeyan	85+		1	2005	123
Queanbeyan	85+	Speaks English not well or not at all	0	2005	64
Queanbeyan	85+	Speaks English well or very well	0		3
Queanbeyan	85+	Speaks English well or very well	0	2005	112
Snowy Mountains	0-14		1		4
Snowy Mountains	0-14		1	2010	13
Snowy Mountains	0-14		1	2015	22
Snowy Mountains	0-14		1	2017	3
Snowy Mountains	0-14		1	2018	6
Snowy Mountains	0-14		1	2019	4
Snowy Mountains	0-14		1	2020	4
Snowy Mountains	0-14		1	2021	5
Snowy Mountains	0-14	Speaks English not well or not at all	0	2019	5
Snowy Mountains	0-14	Speaks English not well or not at all	0	2021	7
Snowy Mountains	0-14	Speaks English well or very well	0		3
Snowy Mountains	0-14	Speaks English well or very well	0	2015	9
Snowy Mountains	0-14	Speaks English well or very well	0	2017	4
Snowy Mountains	0-14	Speaks English well or very well	0	2018	4
Snowy Mountains	0-14	Speaks English well or very well	0	2019	16
Snowy Mountains	0-14	Speaks English well or very well	0	2020	8
Snowy Mountains	0-14	Speaks English well or very well	0	2021	4
Snowy Mountains	15-24		1	2005	21
Snowy Mountains	15-24		1	2010	23
Snowy Mountains	15-24		1	2015	13
Snowy Mountains	15-24		1	2016	5
Snowy Mountains	15-24		1	2018	6
Snowy Mountains	15-24		1	2019	3
Snowy Mountains	15-24		1	2020	4
Snowy Mountains	15-24	Speaks English not well or not at all	0	2015	3
Snowy Mountains	15-24	Speaks English not well or not at all	0	2019	5
Snowy Mountains	15-24	Speaks English well or very well	0		3
Snowy Mountains	15-24	Speaks English well or very well	0	2005	4
Snowy Mountains	15-24	Speaks English well or very well	0	2010	10
Snowy Mountains	15-24	Speaks English well or very well	0	2015	10
Snowy Mountains	15-24	Speaks English well or very well	0	2017	3
Snowy Mountains	15-24	Speaks English well or very well	0	2018	3
Snowy Mountains	15-24	Speaks English well or very well	0	2019	10
Snowy Mountains	25-34				9
Snowy Mountains	25-34		1		6
Snowy Mountains	25-34		1	2005	46
Snowy Mountains	25-34		1	2010	16
Snowy Mountains	25-34		1	2015	30
Snowy Mountains	25-34		1	2016	4
Snowy Mountains	25-34		1	2017	12
Snowy Mountains	25-34		1	2018	15
Snowy Mountains	25-34		1	2019	32
Snowy Mountains	25-34		1	2020	8
Snowy Mountains	25-34		1	2021	6
Snowy Mountains	25-34	Speaks English not well or not at all	0		5
Snowy Mountains	25-34	Speaks English not well or not at all	0	2005	4
Snowy Mountains	25-34	Speaks English not well or not at all	0	2018	11
Snowy Mountains	25-34	Speaks English not well or not at all	0	2019	26
Snowy Mountains	25-34	Speaks English well or very well	0		5
Snowy Mountains	25-34	Speaks English well or very well	0	2005	15
Snowy Mountains	25-34	Speaks English well or very well	0	2010	20
Snowy Mountains	25-34	Speaks English well or very well	0	2015	26
Snowy Mountains	25-34	Speaks English well or very well	0	2016	20
Snowy Mountains	25-34	Speaks English well or very well	0	2017	18
Snowy Mountains	25-34	Speaks English well or very well	0	2018	29
Snowy Mountains	25-34	Speaks English well or very well	0	2019	76
Snowy Mountains	25-34	Speaks English well or very well	0	2020	32
Snowy Mountains	25-34	Speaks English well or very well	0	2021	3
Snowy Mountains	35-44				10
Snowy Mountains	35-44		1	2005	82
Snowy Mountains	35-44		1	2010	28
Snowy Mountains	35-44		1	2015	25
Snowy Mountains	35-44		1	2017	3
Snowy Mountains	35-44		1	2020	3
Snowy Mountains	35-44	Speaks English not well or not at all	0	2019	3
Snowy Mountains	35-44	Speaks English not well or not at all	0	2021	3
Snowy Mountains	35-44	Speaks English well or very well	0		4
Snowy Mountains	35-44	Speaks English well or very well	0	2005	22
Snowy Mountains	35-44	Speaks English well or very well	0	2010	32
Snowy Mountains	35-44	Speaks English well or very well	0	2015	36
Snowy Mountains	35-44	Speaks English well or very well	0	2016	13
Snowy Mountains	35-44	Speaks English well or very well	0	2017	17
Snowy Mountains	35-44	Speaks English well or very well	0	2018	8
Snowy Mountains	35-44	Speaks English well or very well	0	2019	23
Snowy Mountains	35-44	Speaks English well or very well	0	2020	14
Snowy Mountains	35-44	Speaks English well or very well	0	2021	9
Snowy Mountains	45-54				8
Snowy Mountains	45-54		1		8
Snowy Mountains	45-54		1	2005	220
Snowy Mountains	45-54		1	2010	33
Snowy Mountains	45-54		1	2015	19
Snowy Mountains	45-54		1	2016	6
Snowy Mountains	45-54		1	2017	3
Snowy Mountains	45-54		1	2019	5
Snowy Mountains	45-54	Speaks English not well or not at all	0	2016	3
Snowy Mountains	45-54	Speaks English not well or not at all	0	2019	4
Snowy Mountains	45-54	Speaks English well or very well	0	2005	37
Snowy Mountains	45-54	Speaks English well or very well	0	2010	24
Snowy Mountains	45-54	Speaks English well or very well	0	2015	11
Snowy Mountains	45-54	Speaks English well or very well	0	2018	3
Snowy Mountains	45-54	Speaks English well or very well	0	2019	3
Snowy Mountains	45-54	Speaks English well or very well	0	2020	4
Snowy Mountains	55-64				4
Snowy Mountains	55-64		1		16
Snowy Mountains	55-64		1	2005	324
Snowy Mountains	55-64		1	2010	12
Snowy Mountains	55-64		1	2015	3
Snowy Mountains	55-64	Speaks English not well or not at all	0	2005	5
Snowy Mountains	55-64	Speaks English not well or not at all	0	2010	3
Snowy Mountains	55-64	Speaks English well or very well	0		6
Snowy Mountains	55-64	Speaks English well or very well	0	2005	69
Snowy Mountains	55-64	Speaks English well or very well	0	2010	6
Snowy Mountains	65-74			2005	4
Snowy Mountains	65-74		1		12
Snowy Mountains	65-74		1	2005	383
Snowy Mountains	65-74	Speaks English not well or not at all	0	2005	6
Snowy Mountains	65-74	Speaks English not well or not at all	0	2019	3
Snowy Mountains	65-74	Speaks English well or very well	0	2005	76
Snowy Mountains	65-74	Speaks English well or very well	0	2019	5
Snowy Mountains	75-84		1		11
Snowy Mountains	75-84		1	2005	233
Snowy Mountains	75-84	Speaks English not well or not at all	0	2005	6
Snowy Mountains	75-84	Speaks English well or very well	0	2005	79
Snowy Mountains	85+		1		9
Snowy Mountains	85+		1	2005	81
Snowy Mountains	85+	Speaks English not well or not at all	0	2005	3
Snowy Mountains	85+	Speaks English well or very well	0		7
Snowy Mountains	85+	Speaks English well or very well	0	2005	34
South Coast	0-14		1		12
South Coast	0-14		1	2010	25
South Coast	0-14		1	2015	49
South Coast	0-14		1	2016	9
South Coast	0-14		1	2017	13
South Coast	0-14		1	2018	6
South Coast	0-14		1	2019	11
South Coast	0-14		1	2020	4
South Coast	0-14		1	2021	6
South Coast	0-14	Speaks English not well or not at all	0	2019	4
South Coast	0-14	Speaks English well or very well	0	2010	5
South Coast	0-14	Speaks English well or very well	0	2015	13
South Coast	0-14	Speaks English well or very well	0	2016	7
South Coast	0-14	Speaks English well or very well	0	2017	3
South Coast	0-14	Speaks English well or very well	0	2018	11
South Coast	0-14	Speaks English well or very well	0	2019	10
South Coast	0-14	Speaks English well or very well	0	2020	7
South Coast	15-24		1		3
South Coast	15-24		1	2005	30
South Coast	15-24		1	2010	42
South Coast	15-24		1	2015	16
South Coast	15-24		1	2017	3
South Coast	15-24		1	2019	13
South Coast	15-24		1	2020	5
South Coast	15-24		1	2021	4
South Coast	15-24	Speaks English not well or not at all	0	2019	3
South Coast	15-24	Speaks English well or very well	0	2005	3
South Coast	15-24	Speaks English well or very well	0	2010	10
South Coast	15-24	Speaks English well or very well	0	2015	13
South Coast	15-24	Speaks English well or very well	0	2016	9
South Coast	15-24	Speaks English well or very well	0	2017	8
South Coast	15-24	Speaks English well or very well	0	2018	8
South Coast	15-24	Speaks English well or very well	0	2019	13
South Coast	15-24	Speaks English well or very well	0	2021	4
South Coast	25-34		1		6
South Coast	25-34		1	2005	94
South Coast	25-34		1	2010	36
South Coast	25-34		1	2015	45
South Coast	25-34		1	2016	15
South Coast	25-34		1	2017	16
South Coast	25-34		1	2018	10
South Coast	25-34		1	2019	10
South Coast	25-34		1	2020	12
South Coast	25-34		1	2021	4
South Coast	25-34	Speaks English not well or not at all	0	2015	4
South Coast	25-34	Speaks English not well or not at all	0	2016	3
South Coast	25-34	Speaks English well or very well	0		3
South Coast	25-34	Speaks English well or very well	0	2005	15
South Coast	25-34	Speaks English well or very well	0	2010	34
South Coast	25-34	Speaks English well or very well	0	2015	73
South Coast	25-34	Speaks English well or very well	0	2016	38
South Coast	25-34	Speaks English well or very well	0	2017	34
South Coast	25-34	Speaks English well or very well	0	2018	35
South Coast	25-34	Speaks English well or very well	0	2019	41
South Coast	25-34	Speaks English well or very well	0	2020	15
South Coast	25-34	Speaks English well or very well	0	2021	3
South Coast	35-44		1		11
South Coast	35-44		1	2005	231
South Coast	35-44		1	2010	105
South Coast	35-44		1	2015	58
South Coast	35-44		1	2016	13
South Coast	35-44		1	2017	5
South Coast	35-44		1	2018	6
South Coast	35-44		1	2019	10
South Coast	35-44	Speaks English not well or not at all	0	2005	5
South Coast	35-44	Speaks English not well or not at all	0	2010	4
South Coast	35-44	Speaks English not well or not at all	0	2015	3
South Coast	35-44	Speaks English not well or not at all	0	2017	3
South Coast	35-44	Speaks English well or very well	0		6
South Coast	35-44	Speaks English well or very well	0	2005	52
South Coast	35-44	Speaks English well or very well	0	2010	84
South Coast	35-44	Speaks English well or very well	0	2015	71
South Coast	35-44	Speaks English well or very well	0	2016	31
South Coast	35-44	Speaks English well or very well	0	2017	28
South Coast	35-44	Speaks English well or very well	0	2018	28
South Coast	35-44	Speaks English well or very well	0	2019	18
South Coast	35-44	Speaks English well or very well	0	2020	12
South Coast	45-54		1		31
South Coast	45-54		1	2005	613
South Coast	45-54		1	2010	80
South Coast	45-54		1	2015	35
South Coast	45-54		1	2017	5
South Coast	45-54		1	2018	6
South Coast	45-54		1	2019	4
South Coast	45-54		1	2020	3
South Coast	45-54	Speaks English not well or not at all	0		3
South Coast	45-54	Speaks English not well or not at all	0	2005	10
South Coast	45-54	Speaks English not well or not at all	0	2010	8
South Coast	45-54	Speaks English not well or not at all	0	2015	4
South Coast	45-54	Speaks English not well or not at all	0	2016	5
South Coast	45-54	Speaks English not well or not at all	0	2019	3
South Coast	45-54	Speaks English not well or not at all	0	2021	3
South Coast	45-54	Speaks English well or very well	0	2005	134
South Coast	45-54	Speaks English well or very well	0	2010	57
South Coast	45-54	Speaks English well or very well	0	2015	28
South Coast	45-54	Speaks English well or very well	0	2016	7
South Coast	45-54	Speaks English well or very well	0	2017	3
South Coast	45-54	Speaks English well or very well	0	2018	3
South Coast	45-54	Speaks English well or very well	0	2019	5
South Coast	45-54	Speaks English well or very well	0	2020	3
South Coast	55-64			2005	3
South Coast	55-64		1		59
South Coast	55-64		1	2005	1630
South Coast	55-64		1	2010	47
South Coast	55-64		1	2015	26
South Coast	55-64		1	2016	4
South Coast	55-64		1	2017	9
South Coast	55-64		1	2018	4
South Coast	55-64	Speaks English not well or not at all	0	2005	15
South Coast	55-64	Speaks English not well or not at all	0	2010	4
South Coast	55-64	Speaks English not well or not at all	0	2015	7
South Coast	55-64	Speaks English not well or not at all	0	2020	3
South Coast	55-64	Speaks English well or very well	0		6
South Coast	55-64	Speaks English well or very well	0	2005	187
South Coast	55-64	Speaks English well or very well	0	2010	11
South Coast	55-64	Speaks English well or very well	0	2015	7
South Coast	65-74			2005	7
South Coast	65-74		0	2005	3
South Coast	65-74		1		98
South Coast	65-74		1	2005	2385
South Coast	65-74		1	2010	25
South Coast	65-74		1	2015	23
South Coast	65-74		1	2016	5
South Coast	65-74		1	2017	3
South Coast	65-74		1	2018	3
South Coast	65-74		1	2019	4
South Coast	65-74	Speaks English not well or not at all	0	2005	17
South Coast	65-74	Speaks English not well or not at all	0	2010	4
South Coast	65-74	Speaks English not well or not at all	0	2020	4
South Coast	65-74	Speaks English well or very well	0		9
South Coast	65-74	Speaks English well or very well	0	2005	227
South Coast	65-74	Speaks English well or very well	0	2010	3
South Coast	65-74	Speaks English well or very well	0	2015	6
South Coast	75-84				5
South Coast	75-84			2005	11
South Coast	75-84		1		52
South Coast	75-84		1	2005	1378
South Coast	75-84		1	2010	16
South Coast	75-84		1	2015	9
South Coast	75-84	Speaks English not well or not at all	0		6
South Coast	75-84	Speaks English not well or not at all	0	2005	27
South Coast	75-84	Speaks English well or very well	0		16
South Coast	75-84	Speaks English well or very well	0	2005	210
South Coast	85+				3
South Coast	85+			2005	4
South Coast	85+		0		4
South Coast	85+		1		32
South Coast	85+		1	2005	387
South Coast	85+		1	2010	4
South Coast	85+	Speaks English not well or not at all	0	2005	22
South Coast	85+	Speaks English well or very well	0		4
South Coast	85+	Speaks English well or very well	0	2005	77
South Coast	85+	Speaks English well or very well	0	2019	4
Goulburn - Mulwaree	0-14		1		4
Goulburn - Mulwaree	0-14		1	2010	16
Goulburn - Mulwaree	0-14		1	2015	24
Goulburn - Mulwaree	0-14		1	2016	7
Goulburn - Mulwaree	0-14		1	2017	3
Goulburn - Mulwaree	0-14		1	2018	10
Goulburn - Mulwaree	0-14		1	2019	14
Goulburn - Mulwaree	0-14		1	2021	3
Goulburn - Mulwaree	0-14	Speaks English not well or not at all	0	2019	7
Goulburn - Mulwaree	0-14	Speaks English well or very well	0		4
Goulburn - Mulwaree	0-14	Speaks English well or very well	0	2010	4
Goulburn - Mulwaree	0-14	Speaks English well or very well	0	2015	19
Goulburn - Mulwaree	0-14	Speaks English well or very well	0	2016	11
Goulburn - Mulwaree	0-14	Speaks English well or very well	0	2017	3
Goulburn - Mulwaree	0-14	Speaks English well or very well	0	2018	3
Goulburn - Mulwaree	0-14	Speaks English well or very well	0	2019	17
Goulburn - Mulwaree	0-14	Speaks English well or very well	0	2020	5
Goulburn - Mulwaree	0-14	Speaks English well or very well	0	2021	5
Goulburn - Mulwaree	15-24				3
Goulburn - Mulwaree	15-24		1		8
Goulburn - Mulwaree	15-24		1	2005	18
Goulburn - Mulwaree	15-24		1	2010	36
Goulburn - Mulwaree	15-24		1	2015	9
Goulburn - Mulwaree	15-24		1	2018	6
Goulburn - Mulwaree	15-24		1	2019	4
Goulburn - Mulwaree	15-24		1	2021	6
Goulburn - Mulwaree	15-24	Speaks English not well or not at all	0	2019	3
Goulburn - Mulwaree	15-24	Speaks English not well or not at all	0	2020	3
Goulburn - Mulwaree	15-24	Speaks English not well or not at all	0	2021	5
Goulburn - Mulwaree	15-24	Speaks English well or very well	0	2005	5
Goulburn - Mulwaree	15-24	Speaks English well or very well	0	2010	18
Goulburn - Mulwaree	15-24	Speaks English well or very well	0	2015	23
Goulburn - Mulwaree	15-24	Speaks English well or very well	0	2017	12
Goulburn - Mulwaree	15-24	Speaks English well or very well	0	2018	11
Goulburn - Mulwaree	15-24	Speaks English well or very well	0	2019	18
Goulburn - Mulwaree	15-24	Speaks English well or very well	0	2020	3
Goulburn - Mulwaree	15-24	Speaks English well or very well	0	2021	5
Goulburn - Mulwaree	25-34				25
Goulburn - Mulwaree	25-34		1		4
Goulburn - Mulwaree	25-34		1	2005	45
Goulburn - Mulwaree	25-34		1	2010	22
Goulburn - Mulwaree	25-34		1	2015	31
Goulburn - Mulwaree	25-34		1	2016	8
Goulburn - Mulwaree	25-34		1	2017	5
Goulburn - Mulwaree	25-34		1	2018	6
Goulburn - Mulwaree	25-34		1	2019	13
Goulburn - Mulwaree	25-34		1	2020	3
Goulburn - Mulwaree	25-34	Speaks English not well or not at all	0		3
Goulburn - Mulwaree	25-34	Speaks English not well or not at all	0	2018	4
Goulburn - Mulwaree	25-34	Speaks English not well or not at all	0	2019	10
Goulburn - Mulwaree	25-34	Speaks English not well or not at all	0	2020	3
Goulburn - Mulwaree	25-34	Speaks English not well or not at all	0	2021	8
Goulburn - Mulwaree	25-34	Speaks English well or very well	0		6
Goulburn - Mulwaree	25-34	Speaks English well or very well	0	2005	23
Goulburn - Mulwaree	25-34	Speaks English well or very well	0	2010	61
Goulburn - Mulwaree	25-34	Speaks English well or very well	0	2015	120
Goulburn - Mulwaree	25-34	Speaks English well or very well	0	2016	28
Goulburn - Mulwaree	25-34	Speaks English well or very well	0	2017	45
Goulburn - Mulwaree	25-34	Speaks English well or very well	0	2018	48
Goulburn - Mulwaree	25-34	Speaks English well or very well	0	2019	41
Goulburn - Mulwaree	25-34	Speaks English well or very well	0	2020	9
Goulburn - Mulwaree	25-34	Speaks English well or very well	0	2021	10
Goulburn - Mulwaree	35-44				22
Goulburn - Mulwaree	35-44		1		5
Goulburn - Mulwaree	35-44		1	2005	94
Goulburn - Mulwaree	35-44		1	2010	40
Goulburn - Mulwaree	35-44		1	2015	24
Goulburn - Mulwaree	35-44		1	2016	7
Goulburn - Mulwaree	35-44		1	2017	6
Goulburn - Mulwaree	35-44		1	2019	6
Goulburn - Mulwaree	35-44		1	2020	3
Goulburn - Mulwaree	35-44		1	2021	5
Goulburn - Mulwaree	35-44	Speaks English not well or not at all	0	2005	6
Goulburn - Mulwaree	35-44	Speaks English not well or not at all	0	2010	10
Goulburn - Mulwaree	35-44	Speaks English not well or not at all	0	2015	9
Goulburn - Mulwaree	35-44	Speaks English not well or not at all	0	2019	6
Goulburn - Mulwaree	35-44	Speaks English not well or not at all	0	2021	4
Goulburn - Mulwaree	35-44	Speaks English well or very well	0		10
Goulburn - Mulwaree	35-44	Speaks English well or very well	0	2005	60
Goulburn - Mulwaree	35-44	Speaks English well or very well	0	2010	91
Goulburn - Mulwaree	35-44	Speaks English well or very well	0	2015	88
Goulburn - Mulwaree	35-44	Speaks English well or very well	0	2016	23
Goulburn - Mulwaree	35-44	Speaks English well or very well	0	2017	11
Goulburn - Mulwaree	35-44	Speaks English well or very well	0	2018	13
Goulburn - Mulwaree	35-44	Speaks English well or very well	0	2019	30
Goulburn - Mulwaree	35-44	Speaks English well or very well	0	2020	4
Goulburn - Mulwaree	35-44	Speaks English well or very well	0	2021	6
Goulburn - Mulwaree	45-54				23
Goulburn - Mulwaree	45-54		1		6
Goulburn - Mulwaree	45-54		1	2005	228
Goulburn - Mulwaree	45-54		1	2010	42
Goulburn - Mulwaree	45-54		1	2015	13
Goulburn - Mulwaree	45-54		1	2017	3
Goulburn - Mulwaree	45-54		1	2019	7
Goulburn - Mulwaree	45-54	Speaks English not well or not at all	0	2005	4
Goulburn - Mulwaree	45-54	Speaks English not well or not at all	0	2010	7
Goulburn - Mulwaree	45-54	Speaks English not well or not at all	0	2015	12
Goulburn - Mulwaree	45-54	Speaks English well or very well	0	2005	89
Goulburn - Mulwaree	45-54	Speaks English well or very well	0	2010	42
Goulburn - Mulwaree	45-54	Speaks English well or very well	0	2015	15
Goulburn - Mulwaree	45-54	Speaks English well or very well	0	2019	3
Goulburn - Mulwaree	55-64				10
Goulburn - Mulwaree	55-64		1		20
Goulburn - Mulwaree	55-64		1	2005	453
Goulburn - Mulwaree	55-64		1	2010	14
Goulburn - Mulwaree	55-64		1	2015	5
Goulburn - Mulwaree	55-64	Speaks English not well or not at all	0	2005	10
Goulburn - Mulwaree	55-64	Speaks English not well or not at all	0	2010	8
Goulburn - Mulwaree	55-64	Speaks English not well or not at all	0	2015	8
