SED_NAME16	Ancestry	responses
Balmain	Filipino	1032
Balmain	French	975
Balmain	German	3079
Balmain	Greek	1850
Balmain	Hungarian	437
Balmain	Indian	1703
Balmain	Irish	12019
Balmain	Italian	4888
Balmain	Korean	608
Balmain	Lebanese	856
Balmain	Macedonian	214
Balmain	Maltese	634
Balmain	Maori	359
Balmain	NZ	942
Balmain	(Other)	12789
Balmain	Polish	902
Balmain	Russian	646
Balmain	Samoan	107
Balmain	Scottish	8771
Balmain	Serbian	421
Balmain	South African	460
Balmain	Spanish	809
Balmain	Sri Lankan	278
Balmain	Vietnamese	1043
Balmain	Welsh	792
Bankstown		10658
Bankstown	Australian	11326
Bankstown	Australian Aboriginal	506
Bankstown	Chinese	9272
Bankstown	Croatian	444
Bankstown	Dutch	123
Bankstown	English	8477
Bankstown	Filipino	1286
Bankstown	French	208
Bankstown	German	652
Bankstown	Greek	2091
Bankstown	Hungarian	111
Bankstown	Indian	1764
Bankstown	Irish	1640
Bankstown	Italian	2136
Bankstown	Korean	708
Bankstown	Lebanese	16164
Bankstown	Macedonian	1691
Bankstown	Maltese	324
Bankstown	Maori	351
Bankstown	NZ	224
Bankstown	(Other)	24092
Bankstown	Polish	452
Bankstown	Russian	194
Bankstown	Samoan	623
Bankstown	Scottish	1263
Bankstown	Serbian	245
Bankstown	South African	87
Bankstown	Spanish	341
Bankstown	Sri Lankan	104
Bankstown	Vietnamese	13478
Bankstown	Welsh	77
Barwon		9620
Barwon	Australian	30584
Barwon	Australian Aboriginal	11014
Barwon	Chinese	371
Barwon	Croatian	132
Barwon	Dutch	470
Barwon	English	25887
Barwon	Filipino	596
Barwon	French	199
Barwon	German	2592
Barwon	Greek	204
Barwon	Hungarian	60
Barwon	Indian	338
Barwon	Irish	7033
Barwon	Italian	993
Barwon	Korean	33
Barwon	Lebanese	83
Barwon	Macedonian	21
Barwon	Maltese	353
Barwon	Maori	201
Barwon	NZ	219
Barwon	(Other)	2286
Barwon	Polish	165
Barwon	Russian	50
Barwon	Samoan	44
Barwon	Scottish	6128
Barwon	Serbian	76
Barwon	South African	97
Barwon	Spanish	104
Barwon	Sri Lankan	17
Barwon	Vietnamese	45
Barwon	Welsh	252
Bathurst		6555
Bathurst	Australian	33863
Bathurst	Australian Aboriginal	4978
Bathurst	Chinese	669
Bathurst	Croatian	258
Bathurst	Dutch	1069
Bathurst	English	33148
Bathurst	Filipino	573
Bathurst	French	340
Bathurst	German	2704
Bathurst	Greek	320
Bathurst	Hungarian	190
Bathurst	Indian	500
Bathurst	Irish	10871
Bathurst	Italian	1444
Bathurst	Korean	50
Bathurst	Lebanese	274
Bathurst	Macedonian	31
Bathurst	Maltese	481
Bathurst	Maori	293
Bathurst	NZ	433
Bathurst	(Other)	4104
Bathurst	Polish	432
Bathurst	Russian	138
Bathurst	Samoan	57
Bathurst	Scottish	8597
Bathurst	Serbian	125
Bathurst	South African	158
Bathurst	Spanish	167
Bathurst	Sri Lankan	97
Bathurst	Vietnamese	128
Bathurst	Welsh	540
Baulkham Hills		2700
Baulkham Hills	Australian	17378
Baulkham Hills	Australian Aboriginal	416
Baulkham Hills	Chinese	18480
Baulkham Hills	Croatian	772
Baulkham Hills	Dutch	887
Baulkham Hills	English	18222
Baulkham Hills	Filipino	1691
Baulkham Hills	French	398
Baulkham Hills	German	1852
Baulkham Hills	Greek	1248
Baulkham Hills	Hungarian	300
Baulkham Hills	Indian	8252
Baulkham Hills	Irish	5855
Baulkham Hills	Italian	3022
Baulkham Hills	Korean	2832
Baulkham Hills	Lebanese	1884
Baulkham Hills	Macedonian	116
Baulkham Hills	Maltese	929
Baulkham Hills	Maori	280
Baulkham Hills	NZ	438
Baulkham Hills	(Other)	15599
Baulkham Hills	Polish	786
Baulkham Hills	Russian	403
Baulkham Hills	Samoan	78
Baulkham Hills	Scottish	4907
Baulkham Hills	Serbian	303
Baulkham Hills	South African	580
Baulkham Hills	Spanish	569
Baulkham Hills	Sri Lankan	989
Baulkham Hills	Vietnamese	705
Baulkham Hills	Welsh	384
Bega		5529
Bega	Australian	30020
Bega	Australian Aboriginal	3631
Bega	Chinese	470
Bega	Croatian	356
Bega	Dutch	1453
Bega	English	33173
Bega	Filipino	388
Bega	French	426
Bega	German	3648
Bega	Greek	360
Bega	Hungarian	226
Bega	Indian	295
Bega	Irish	10053
Bega	Italian	1567
Bega	Korean	31
Bega	Lebanese	107
Bega	Macedonian	38
Bega	Maltese	372
Bega	Maori	245
Bega	NZ	455
Bega	(Other)	3867
Bega	Polish	489
Bega	Russian	222
Bega	Samoan	42
Bega	Scottish	8745
Bega	Serbian	93
Bega	South African	189
Bega	Spanish	201
Bega	Sri Lankan	52
Bega	Vietnamese	94
Bega	Welsh	544
Blacktown		6641
Blacktown	Australian	16397
Blacktown	Australian Aboriginal	2113
Blacktown	Chinese	4317
Blacktown	Croatian	804
Blacktown	Dutch	623
Blacktown	English	14775
Blacktown	Filipino	8831
Blacktown	French	220
Blacktown	German	1369
Blacktown	Greek	930
Blacktown	Hungarian	277
Blacktown	Indian	11794
Blacktown	Irish	3923
Blacktown	Italian	2063
Blacktown	Korean	944
Blacktown	Lebanese	1762
Blacktown	Macedonian	116
Blacktown	Maltese	1850
Blacktown	Maori	945
Blacktown	NZ	565
Blacktown	(Other)	26308
Blacktown	Polish	807
Blacktown	Russian	257
Blacktown	Samoan	1090
Blacktown	Scottish	3128
Blacktown	Serbian	559
Blacktown	South African	201
Blacktown	Spanish	662
Blacktown	Sri Lankan	547
Blacktown	Vietnamese	425
Blacktown	Welsh	179
Blue Mountains		2739
Blue Mountains	Australian	27339
Blue Mountains	Australian Aboriginal	1966
Blue Mountains	Chinese	1048
Blue Mountains	Croatian	400
Blue Mountains	Dutch	1654
Blue Mountains	English	31971
Blue Mountains	Filipino	569
Blue Mountains	French	660
Blue Mountains	German	3524
Blue Mountains	Greek	630
Blue Mountains	Hungarian	509
Blue Mountains	Indian	536
Blue Mountains	Irish	11576
Blue Mountains	Italian	2100
Blue Mountains	Korean	109
Blue Mountains	Lebanese	285
Blue Mountains	Macedonian	49
Blue Mountains	Maltese	828
Blue Mountains	Maori	235
Blue Mountains	NZ	626
Blue Mountains	(Other)	6605
Blue Mountains	Polish	965
Blue Mountains	Russian	422
Blue Mountains	Samoan	109
Blue Mountains	Scottish	9665
Blue Mountains	Serbian	147
Blue Mountains	South African	319
Blue Mountains	Spanish	368
Blue Mountains	Sri Lankan	102
Blue Mountains	Vietnamese	191
Blue Mountains	Welsh	802
Cabramatta		7145
Cabramatta	Australian	6909
Cabramatta	Australian Aboriginal	629
Cabramatta	Chinese	14364
Cabramatta	Croatian	1468
Cabramatta	Dutch	88
Cabramatta	English	5734
Cabramatta	Filipino	1249
Cabramatta	French	164
Cabramatta	German	588
Cabramatta	Greek	516
Cabramatta	Hungarian	141
Cabramatta	Indian	659
Cabramatta	Irish	1025
Cabramatta	Italian	3518
Cabramatta	Korean	70
Cabramatta	Lebanese	1454
Cabramatta	Macedonian	584
Cabramatta	Maltese	582
Cabramatta	Maori	280
Cabramatta	NZ	185
Cabramatta	(Other)	24207
Cabramatta	Polish	408
Cabramatta	Russian	352
Cabramatta	Samoan	1297
Cabramatta	Scottish	754
Cabramatta	Serbian	2223
Cabramatta	South African	41
Cabramatta	Spanish	622
Cabramatta	Sri Lankan	51
Cabramatta	Vietnamese	22187
Cabramatta	Welsh	40
Camden		5819
Camden	Australian	41894
Camden	Australian Aboriginal	3981
Camden	Chinese	3248
Camden	Croatian	1928
Camden	Dutch	1270
Camden	English	37089
Camden	Filipino	2847
Camden	French	563
Camden	German	3468
Camden	Greek	2002
Camden	Hungarian	482
Camden	Indian	5141
Camden	Irish	9743
Camden	Italian	10313
Camden	Korean	162
Camden	Lebanese	2944
Camden	Macedonian	778
Camden	Maltese	3947
Camden	Maori	803
Camden	NZ	956
Camden	(Other)	24639
Camden	Polish	1205
Camden	Russian	440
Camden	Samoan	1388
Camden	Scottish	8542
Camden	Serbian	1431
Camden	South African	667
Camden	Spanish	1151
Camden	Sri Lankan	280
Camden	Vietnamese	1067
Camden	Welsh	580
Campbelltown		6173
Campbelltown	Australian	24386
Campbelltown	Australian Aboriginal	4160
Campbelltown	Chinese	2189
Campbelltown	Croatian	596
Campbelltown	Dutch	659
Campbelltown	English	22523
Campbelltown	Filipino	3061
Campbelltown	French	364
Campbelltown	German	2261
Campbelltown	Greek	953
Campbelltown	Hungarian	307
Campbelltown	Indian	2975
Campbelltown	Irish	5865
Campbelltown	Italian	2271
Campbelltown	Korean	139
Campbelltown	Lebanese	1893
Campbelltown	Macedonian	285
Campbelltown	Maltese	852
Campbelltown	Maori	1036
Campbelltown	NZ	703
Campbelltown	(Other)	17839
Campbelltown	Polish	722
Campbelltown	Russian	368
Campbelltown	Samoan	2621
Campbelltown	Scottish	4993
Campbelltown	Serbian	393
Campbelltown	South African	587
Campbelltown	Spanish	781
Campbelltown	Sri Lankan	227
Campbelltown	Vietnamese	867
Campbelltown	Welsh	334
Canterbury		6906
Canterbury	Australian	11144
Canterbury	Australian Aboriginal	695
Canterbury	Chinese	16316
Canterbury	Croatian	452
Canterbury	Dutch	337
Canterbury	English	10094
Canterbury	Filipino	2416
Canterbury	French	361
Canterbury	German	1062
Canterbury	Greek	11676
Canterbury	Hungarian	245
Canterbury	Indian	1799
Canterbury	Irish	3886
Canterbury	Italian	5465
Canterbury	Korean	1889
Canterbury	Lebanese	8057
Canterbury	Macedonian	533
Canterbury	Maltese	478
Canterbury	Maori	318
Canterbury	NZ	432
Canterbury	(Other)	21797
Canterbury	Polish	416
Canterbury	Russian	259
Canterbury	Samoan	323
Canterbury	Scottish	2512
Canterbury	Serbian	304
Canterbury	South African	154
Canterbury	Spanish	707
Canterbury	Sri Lankan	136
Canterbury	Vietnamese	3499
Canterbury	Welsh	189
Castle Hill		3084
Castle Hill	Australian	23493
Castle Hill	Australian Aboriginal	723
Castle Hill	Chinese	12779
Castle Hill	Croatian	1065
Castle Hill	Dutch	1256
Castle Hill	English	23638
Castle Hill	Filipino	3772
Castle Hill	French	490
Castle Hill	German	2446
Castle Hill	Greek	1265
Castle Hill	Hungarian	337
Castle Hill	Indian	9272
Castle Hill	Irish	7140
Castle Hill	Italian	5286
Castle Hill	Korean	2273
Castle Hill	Lebanese	2060
Castle Hill	Macedonian	135
Castle Hill	Maltese	2136
Castle Hill	Maori	273
Castle Hill	NZ	695
Castle Hill	(Other)	20417
Castle Hill	Polish	879
Castle Hill	Russian	536
Castle Hill	Samoan	127
Castle Hill	Scottish	6012
Castle Hill	Serbian	402
Castle Hill	South African	1340
Castle Hill	Spanish	705
Castle Hill	Sri Lankan	1179
Castle Hill	Vietnamese	565
Castle Hill	Welsh	477
Cessnock		6137
Cessnock	Australian	39163
Cessnock	Australian Aboriginal	7409
Cessnock	Chinese	617
Cessnock	Croatian	183
Cessnock	Dutch	958
Cessnock	English	36745
Cessnock	Filipino	701
Cessnock	French	338
Cessnock	German	3480
Cessnock	Greek	330
Cessnock	Hungarian	122
Cessnock	Indian	688
Cessnock	Irish	7789
Cessnock	Italian	1463
Cessnock	Korean	92
Cessnock	Lebanese	140
Cessnock	Macedonian	141
Cessnock	Maltese	344
Cessnock	Maori	342
Cessnock	NZ	515
Cessnock	(Other)	4145
Cessnock	Polish	742
Cessnock	Russian	184
Cessnock	Samoan	164
Cessnock	Scottish	9811
Cessnock	Serbian	71
Cessnock	South African	214
Cessnock	Spanish	208
Cessnock	Sri Lankan	47
Cessnock	Vietnamese	117
Cessnock	Welsh	671
Charlestown		3039
Charlestown	Australian	32159
Charlestown	Australian Aboriginal	3362
Charlestown	Chinese	1108
Charlestown	Croatian	224
Charlestown	Dutch	1073
Charlestown	English	32764
Charlestown	Filipino	456
Charlestown	French	439
Charlestown	German	3349
Charlestown	Greek	642
Charlestown	Hungarian	193
Charlestown	Indian	533
Charlestown	Irish	9004
Charlestown	Italian	2151
Charlestown	Korean	146
Charlestown	Lebanese	179
Charlestown	Macedonian	749
Charlestown	Maltese	298
Charlestown	Maori	288
Charlestown	NZ	504
Charlestown	(Other)	4807
Charlestown	Polish	758
Charlestown	Russian	194
Charlestown	Samoan	159
Charlestown	Scottish	9456
Charlestown	Serbian	181
Charlestown	South African	304
Charlestown	Spanish	233
Charlestown	Sri Lankan	53
Charlestown	Vietnamese	141
Charlestown	Welsh	835
Clarence		7195
Clarence	Australian	32558
Clarence	Australian Aboriginal	5544
Clarence	Chinese	397
Clarence	Croatian	75
Clarence	Dutch	849
Clarence	English	32442
Clarence	Filipino	501
Clarence	French	313
Clarence	German	3290
Clarence	Greek	211
Clarence	Hungarian	105
Clarence	Indian	263
Clarence	Irish	9258
Clarence	Italian	1415
Clarence	Korean	13
Clarence	Lebanese	72
Clarence	Macedonian	11
Clarence	Maltese	195
Clarence	Maori	264
Clarence	NZ	376
Clarence	(Other)	2876
Clarence	Polish	237
Clarence	Russian	98
Clarence	Samoan	50
Clarence	Scottish	8586
Clarence	Serbian	30
Clarence	South African	144
Clarence	Spanish	131
Clarence	Sri Lankan	19
Clarence	Vietnamese	39
Clarence	Welsh	359
Coffs Harbour		5086
Coffs Harbour	Australian	29809
Coffs Harbour	Australian Aboriginal	4399
Coffs Harbour	Chinese	838
Coffs Harbour	Croatian	185
Coffs Harbour	Dutch	1235
Coffs Harbour	English	32798
Coffs Harbour	Filipino	548
Coffs Harbour	French	510
Coffs Harbour	German	3376
Coffs Harbour	Greek	299
Coffs Harbour	Hungarian	196
Coffs Harbour	Indian	1304
Coffs Harbour	Irish	9443
Coffs Harbour	Italian	1723
Coffs Harbour	Korean	84
Coffs Harbour	Lebanese	120
Coffs Harbour	Macedonian	23
Coffs Harbour	Maltese	374
Coffs Harbour	Maori	296
Coffs Harbour	NZ	548
Coffs Harbour	(Other)	7498
Coffs Harbour	Polish	421
Coffs Harbour	Russian	179
Coffs Harbour	Samoan	53
Coffs Harbour	Scottish	8552
Coffs Harbour	Serbian	52
Coffs Harbour	South African	323
Coffs Harbour	Spanish	232
Coffs Harbour	Sri Lankan	55
Coffs Harbour	Vietnamese	115
Coffs Harbour	Welsh	482
Coogee		5104
Coogee	Australian	19043
Coogee	Australian Aboriginal	575
Coogee	Chinese	4177
Coogee	Croatian	573
Coogee	Dutch	1013
Coogee	English	27332
Coogee	Filipino	935
Coogee	French	1640
Coogee	German	3252
Coogee	Greek	2659
Coogee	Hungarian	831
Coogee	Indian	1092
Coogee	Irish	13733
Coogee	Italian	4153
Coogee	Korean	325
Coogee	Lebanese	819
Coogee	Macedonian	121
Coogee	Maltese	504
Coogee	Maori	373
Coogee	NZ	854
Coogee	(Other)	13642
Coogee	Polish	1317
Coogee	Russian	1244
Coogee	Samoan	59
Coogee	Scottish	7468
Coogee	Serbian	285
Coogee	South African	1185
Coogee	Spanish	1092
Coogee	Sri Lankan	165
Coogee	Vietnamese	383
Coogee	Welsh	690
Cootamundra		6304
Cootamundra	Australian	31275
Cootamundra	Australian Aboriginal	4392
Cootamundra	Chinese	572
Cootamundra	Croatian	118
Cootamundra	Dutch	606
Cootamundra	English	29971
Cootamundra	Filipino	421
Cootamundra	French	216
Cootamundra	German	3167
Cootamundra	Greek	200
Cootamundra	Hungarian	63
Cootamundra	Indian	244
Cootamundra	Irish	9333
Cootamundra	Italian	909
Cootamundra	Korean	20
Cootamundra	Lebanese	378
Cootamundra	Macedonian	20
Cootamundra	Maltese	249
Cootamundra	Maori	178
Cootamundra	NZ	273
Cootamundra	(Other)	2531
Cootamundra	Polish	212
Cootamundra	Russian	60
Cootamundra	Samoan	34
Cootamundra	Scottish	7156
Cootamundra	Serbian	81
Cootamundra	South African	97
Cootamundra	Spanish	87
Cootamundra	Sri Lankan	30
Cootamundra	Vietnamese	66
Cootamundra	Welsh	260
Cronulla		2858
Cronulla	Australian	28934
Cronulla	Australian Aboriginal	1071
Cronulla	Chinese	1910
Cronulla	Croatian	735
Cronulla	Dutch	1042
Cronulla	English	32084
Cronulla	Filipino	539
Cronulla	French	639
Cronulla	German	2893
Cronulla	Greek	2396
Cronulla	Hungarian	281
Cronulla	Indian	474
Cronulla	Irish	10812
Cronulla	Italian	4083
Cronulla	Korean	102
Cronulla	Lebanese	638
Cronulla	Macedonian	416
Cronulla	Maltese	953
Cronulla	Maori	479
Cronulla	NZ	656
Cronulla	(Other)	6823
Cronulla	Polish	714
Cronulla	Russian	549
Cronulla	Samoan	106
Cronulla	Scottish	8084
Cronulla	Serbian	305
Cronulla	South African	480
Cronulla	Spanish	450
Cronulla	Sri Lankan	104
Cronulla	Vietnamese	205
Cronulla	Welsh	663
Davidson		2107
Davidson	Australian	20194
Davidson	Australian Aboriginal	246
Davidson	Chinese	16709
Davidson	Croatian	491
Davidson	Dutch	1174
Davidson	English	25754
Davidson	Filipino	580
Davidson	French	762
Davidson	German	2522
Davidson	Greek	939
Davidson	Hungarian	428
Davidson	Indian	1954
Davidson	Irish	7444
Davidson	Italian	2405
Davidson	Korean	1678
Davidson	Lebanese	392
Davidson	Macedonian	95
Davidson	Maltese	228
Davidson	Maori	139
Davidson	NZ	708
Davidson	(Other)	11501
Davidson	Polish	684
Davidson	Russian	521
Davidson	Samoan	44
Davidson	Scottish	6866
Davidson	Serbian	228
Davidson	South African	1832
Davidson	Spanish	452
Davidson	Sri Lankan	302
Davidson	Vietnamese	414
Davidson	Welsh	573
Drummoyne		3633
Drummoyne	Australian	14914
Drummoyne	Australian Aboriginal	442
Drummoyne	Chinese	12881
Drummoyne	Croatian	913
Drummoyne	Dutch	603
Drummoyne	English	16179
Drummoyne	Filipino	1247
Drummoyne	French	502
Drummoyne	German	1643
Drummoyne	Greek	3302
Drummoyne	Hungarian	343
Drummoyne	Indian	2563
Drummoyne	Irish	7355
Drummoyne	Italian	13138
Drummoyne	Korean	2637
Drummoyne	Lebanese	2359
Drummoyne	Macedonian	247
Drummoyne	Maltese	873
Drummoyne	Maori	235
Drummoyne	NZ	497
Drummoyne	(Other)	11589
Drummoyne	Polish	712
Drummoyne	Russian	489
Drummoyne	Samoan	86
Drummoyne	Scottish	4658
Drummoyne	Serbian	409
Drummoyne	South African	382
Drummoyne	Spanish	797
Drummoyne	Sri Lankan	346
Drummoyne	Vietnamese	1145
Drummoyne	Welsh	390
Dubbo		8123
Dubbo	Australian	34103
Dubbo	Australian Aboriginal	10800
Dubbo	Chinese	693
Dubbo	Croatian	121
Dubbo	Dutch	861
Dubbo	English	31287
Dubbo	Filipino	645
Dubbo	French	284
Dubbo	German	2777
Dubbo	Greek	290
Dubbo	Hungarian	108
Dubbo	Indian	827
Dubbo	Irish	9071
Dubbo	Italian	1142
Dubbo	Korean	86
Dubbo	Lebanese	153
Dubbo	Macedonian	11
Dubbo	Maltese	349
Dubbo	Maori	228
Dubbo	NZ	374
Dubbo	(Other)	4540
Dubbo	Polish	298
Dubbo	Russian	116
Dubbo	Samoan	33
Dubbo	Scottish	7194
Dubbo	Serbian	25
Dubbo	South African	157
Dubbo	Spanish	147
Dubbo	Sri Lankan	112
Dubbo	Vietnamese	91
Dubbo	Welsh	320
East Hills		5417
East Hills	Australian	17262
East Hills	Australian Aboriginal	938
East Hills	Chinese	8161
East Hills	Croatian	622
East Hills	Dutch	366
East Hills	English	15201
East Hills	Filipino	1447
East Hills	French	285
East Hills	German	1406
East Hills	Greek	4444
East Hills	Hungarian	202
East Hills	Indian	1606
East Hills	Irish	4726
East Hills	Italian	3463
East Hills	Korean	355
East Hills	Lebanese	9411
East Hills	Macedonian	1878
East Hills	Maltese	715
East Hills	Maori	602
East Hills	NZ	424
East Hills	(Other)	15195
East Hills	Polish	488
East Hills	Russian	247
East Hills	Samoan	519
East Hills	Scottish	3459
East Hills	Serbian	242
East Hills	South African	262
East Hills	Spanish	479
East Hills	Sri Lankan	129
East Hills	Vietnamese	5883
East Hills	Welsh	261
Epping		3131
Epping	Australian	14447
Epping	Australian Aboriginal	264
Epping	Chinese	27392
Epping	Croatian	351
Epping	Dutch	729
Epping	English	16268
Epping	Filipino	1226
Epping	French	360
Epping	German	1497
Epping	Greek	596
Epping	Hungarian	226
Epping	Indian	7673
Epping	Irish	5061
Epping	Italian	2045
Epping	Korean	5258
Epping	Lebanese	936
Epping	Macedonian	51
Epping	Maltese	323
Epping	Maori	106
Epping	NZ	399
Epping	(Other)	12356
Epping	Polish	435
Epping	Russian	445
Epping	Samoan	30
Epping	Scottish	4855
Epping	Serbian	165
Epping	South African	594
Epping	Spanish	368
Epping	Sri Lankan	927
Epping	Vietnamese	762
Epping	Welsh	369
Fairfield		8720
Fairfield	Australian	8501
Fairfield	Australian Aboriginal	631
Fairfield	Chinese	11246
Fairfield	Croatian	920
Fairfield	Dutch	146
Fairfield	English	6980
Fairfield	Filipino	1501
Fairfield	French	170
Fairfield	German	671
Fairfield	Greek	489
Fairfield	Hungarian	116
Fairfield	Indian	806
Fairfield	Irish	1236
Fairfield	Italian	2209
Fairfield	Korean	118
Fairfield	Lebanese	5278
Fairfield	Macedonian	437
Fairfield	Maltese	655
Fairfield	Maori	387
Fairfield	NZ	198
Fairfield	(Other)	35838
Fairfield	Polish	404
Fairfield	Russian	319
Fairfield	Samoan	903
Fairfield	Scottish	1026
Fairfield	Serbian	1213
Fairfield	South African	27
Fairfield	Spanish	855
Fairfield	Sri Lankan	85
Fairfield	Vietnamese	16442
Fairfield	Welsh	76
Gosford		4576
Gosford	Australian	28972
Gosford	Australian Aboriginal	3025
Gosford	Chinese	1807
Gosford	Croatian	334
Gosford	Dutch	1145
Gosford	English	32206
Gosford	Filipino	1189
Gosford	French	567
Gosford	German	2569
Gosford	Greek	673
Gosford	Hungarian	280
Gosford	Indian	1048
Gosford	Irish	9606
Gosford	Italian	2237
Gosford	Korean	463
Gosford	Lebanese	327
Gosford	Macedonian	32
Gosford	Maltese	732
Gosford	Maori	576
Gosford	NZ	810
Gosford	(Other)	7242
Gosford	Polish	537
Gosford	Russian	465
Gosford	Samoan	126
Gosford	Scottish	8258
Gosford	Serbian	94
Gosford	South African	399
Gosford	Spanish	490
Gosford	Sri Lankan	105
Gosford	Vietnamese	179
Gosford	Welsh	610
Goulburn		5943
Goulburn	Australian	34032
Goulburn	Australian Aboriginal	2730
Goulburn	Chinese	769
Goulburn	Croatian	356
Goulburn	Dutch	1188
Goulburn	English	34592
Goulburn	Filipino	555
Goulburn	French	400
Goulburn	German	3089
Goulburn	Greek	542
Goulburn	Hungarian	247
Goulburn	Indian	448
Goulburn	Irish	11238
Goulburn	Italian	1773
Goulburn	Korean	101
Goulburn	Lebanese	245
Goulburn	Macedonian	82
Goulburn	Maltese	503
Goulburn	Maori	258
Goulburn	NZ	481
Goulburn	(Other)	4844
Goulburn	Polish	467
Goulburn	Russian	180
Goulburn	Samoan	66
Goulburn	Scottish	9445
Goulburn	Serbian	114
Goulburn	South African	250
Goulburn	Spanish	252
Goulburn	Sri Lankan	71
Goulburn	Vietnamese	99
Goulburn	Welsh	557
Granville		10081
Granville	Australian	11296
Granville	Australian Aboriginal	679
Granville	Chinese	8867
Granville	Croatian	1007
Granville	Dutch	231
Granville	English	9501
Granville	Filipino	2780
Granville	French	201
Granville	German	773
Granville	Greek	1087
Granville	Hungarian	142
Granville	Indian	10729
Granville	Irish	2261
Granville	Italian	2237
Granville	Korean	670
Granville	Lebanese	14910
Granville	Macedonian	108
Granville	Maltese	1179
Granville	Maori	518
Granville	NZ	277
Granville	(Other)	36490
Granville	Polish	351
Granville	Russian	312
Granville	Samoan	613
Granville	Scottish	1523
Granville	Serbian	336
Granville	South African	110
Granville	Spanish	480
Granville	Sri Lankan	463
Granville	Vietnamese	1369
Granville	Welsh	97
Hawkesbury		3837
Hawkesbury	Australian	31527
Hawkesbury	Australian Aboriginal	3222
Hawkesbury	Chinese	1066
Hawkesbury	Croatian	562
Hawkesbury	Dutch	1490
Hawkesbury	English	30746
Hawkesbury	Filipino	629
Hawkesbury	French	380
Hawkesbury	German	2786
Hawkesbury	Greek	621
Hawkesbury	Hungarian	300
Hawkesbury	Indian	734
Hawkesbury	Irish	8157
Hawkesbury	Italian	3442
Hawkesbury	Korean	140
Hawkesbury	Lebanese	1018
Hawkesbury	Macedonian	316
Hawkesbury	Maltese	4256
Hawkesbury	Maori	316
Hawkesbury	NZ	627
Hawkesbury	(Other)	5360
Hawkesbury	Polish	607
Hawkesbury	Russian	254
Hawkesbury	Samoan	69
Hawkesbury	Scottish	7428
Hawkesbury	Serbian	217
Hawkesbury	South African	346
Hawkesbury	Spanish	279
Hawkesbury	Sri Lankan	92
Hawkesbury	Vietnamese	97
Hawkesbury	Welsh	492
Heathcote		2698
Heathcote	Australian	31166
Heathcote	Australian Aboriginal	1405
Heathcote	Chinese	1990
Heathcote	Croatian	495
Heathcote	Dutch	1244
Heathcote	English	31365
Heathcote	Filipino	728
Heathcote	French	522
Heathcote	German	2713
Heathcote	Greek	1638
Heathcote	Hungarian	242
Heathcote	Indian	785
Heathcote	Irish	10178
Heathcote	Italian	3130
Heathcote	Korean	128
Heathcote	Lebanese	556
Heathcote	Macedonian	565
Heathcote	Maltese	884
Heathcote	Maori	393
Heathcote	NZ	714
Heathcote	(Other)	7294
Heathcote	Polish	637
Heathcote	Russian	535
Heathcote	Samoan	74
Heathcote	Scottish	8029
Heathcote	Serbian	177
Heathcote	South African	464
Heathcote	Spanish	477
