SA4_NAME16	Age	MaritalStatus	Registered	adults
Hunter Valley exc Newcastle	20-24	Married	0	3270
Hunter Valley exc Newcastle	20-24	Married	1	488
Hunter Valley exc Newcastle	20-24	Never married		10511
Hunter Valley exc Newcastle	25-34	Married	0	9408
Hunter Valley exc Newcastle	25-34	Married	1	11468
Hunter Valley exc Newcastle	25-34	Never married		12152
Hunter Valley exc Newcastle	35-44	Married	0	5333
Hunter Valley exc Newcastle	35-44	Married	1	18305
Hunter Valley exc Newcastle	35-44	Never married		8661
Hunter Valley exc Newcastle	45-54	Married	0	4481
Hunter Valley exc Newcastle	45-54	Married	1	19183
Hunter Valley exc Newcastle	45-54	Never married		9841
Hunter Valley exc Newcastle	55-64	Married	0	3107
Hunter Valley exc Newcastle	55-64	Married	1	20727
Hunter Valley exc Newcastle	55-64	Never married		10134
Hunter Valley exc Newcastle	65-74	Married	0	1548
Hunter Valley exc Newcastle	65-74	Married	1	19213
Hunter Valley exc Newcastle	65-74	Never married		9102
Hunter Valley exc Newcastle	75-84	Married	0	471
Hunter Valley exc Newcastle	75-84	Married	1	9413
Hunter Valley exc Newcastle	75-84	Never married		5986
Hunter Valley exc Newcastle	85+	Married	0	52
Hunter Valley exc Newcastle	85+	Married	1	1547
Hunter Valley exc Newcastle	85+	Never married		2749
Illawarra	15-19	Married	0	211
Illawarra	15-19	Married	1	3
Illawarra	15-19	Never married		17204
Illawarra	20-24	Married	0	2731
Illawarra	20-24	Married	1	401
Illawarra	20-24	Never married		16066
Illawarra	25-34	Married	0	9864
Illawarra	25-34	Married	1	11721
Illawarra	25-34	Never married		15429
Illawarra	35-44	Married	0	5145
Illawarra	35-44	Married	1	22024
Illawarra	35-44	Never married		9042
Illawarra	45-54	Married	0	4113
Illawarra	45-54	Married	1	22428
Illawarra	45-54	Never married		10596
Illawarra	55-64	Married	0	2888
Illawarra	55-64	Married	1	22729
Illawarra	55-64	Never married		11362
Illawarra	65-74	Married	0	1335
Illawarra	65-74	Married	1	19532
Illawarra	65-74	Never married		9244
Illawarra	75-84	Married	0	429
Illawarra	75-84	Married	1	10350
Illawarra	75-84	Never married		7110
Illawarra	85+	Married	0	74
Illawarra	85+	Married	1	2187
Illawarra	85+	Never married		3827
Mid North Coast	15-19	Married	0	202
Mid North Coast	15-19	Married	1	8
Mid North Coast	15-19	Never married		10726
Mid North Coast	20-24	Married	0	1661
Mid North Coast	20-24	Married	1	234
Mid North Coast	20-24	Never married		6104
Mid North Coast	25-34	Married	0	4498
Mid North Coast	25-34	Married	1	5123
Mid North Coast	25-34	Never married		7710
Mid North Coast	35-44	Married	0	3372
Mid North Coast	35-44	Married	1	9950
Mid North Coast	35-44	Never married		6052
Mid North Coast	45-54	Married	0	3565
Mid North Coast	45-54	Married	1	12722
Mid North Coast	45-54	Never married		8072
Mid North Coast	55-64	Married	0	3470
Mid North Coast	55-64	Married	1	17408
Mid North Coast	55-64	Never married		10644
Mid North Coast	65-74	Married	0	2306
Mid North Coast	65-74	Married	1	20922
Mid North Coast	65-74	Never married		10743
Mid North Coast	75-84	Married	0	807
Mid North Coast	75-84	Married	1	11678
Mid North Coast	75-84	Never married		7718
Mid North Coast	85+	Married	0	112
Mid North Coast	85+	Married	1	2317
Mid North Coast	85+	Never married		3984
Murray	15-19	Married	0	129
Murray	15-19	Never married		6098
Murray	20-24	Married	0	1223
Murray	20-24	Married	1	143
Murray	20-24	Never married		3969
Murray	25-34	Married	0	3349
Murray	25-34	Married	1	4088
Murray	25-34	Never married		4683
Murray	35-44	Married	0	1888
Murray	35-44	Married	1	7002
Murray	35-44	Never married		3269
Murray	45-54	Married	0	1714
Murray	45-54	Married	1	7670
Murray	45-54	Never married		3957
Murray	55-64	Married	0	1483
Murray	55-64	Married	1	9010
Murray	55-64	Never married		4589
Murray	65-74	Married	0	775
Murray	65-74	Married	1	8717
Murray	65-74	Never married		4402
Murray	75-84	Married	0	235
Murray	75-84	Married	1	4541
Murray	75-84	Never married		3139
Murray	85+	Married	0	26
Murray	85+	Married	1	859
Murray	85+	Never married		1508
New England and North West	15-19	Married	0	326
New England and North West	15-19	Married	1	12
New England and North West	15-19	Never married		9098
New England and North West	20-24	Married	0	2094
New England and North West	20-24	Married	1	320
New England and North West	20-24	Never married		5676
New England and North West	25-34	Married	0	5025
New England and North West	25-34	Married	1	6164
New England and North West	25-34	Never married		7662
New England and North West	35-44	Married	0	2731
New England and North West	35-44	Married	1	9763
New England and North West	35-44	Never married		5276
New England and North West	45-54	Married	0	2386
New England and North West	45-54	Married	1	10988
New England and North West	45-54	Never married		5974
New England and North West	55-64	Married	0	1911
New England and North West	55-64	Married	1	12535
New England and North West	55-64	Never married		7161
New England and North West	65-74	Married	0	1001
New England and North West	65-74	Married	1	11560
New England and North West	65-74	Never married		6364
New England and North West	75-84	Married	0	257
New England and North West	75-84	Married	1	6338
New England and North West	75-84	Never married		4715
New England and North West	85+	Married	0	29
New England and North West	85+	Married	1	1144
New England and North West	85+	Never married		2109
Newcastle and Lake Macquarie	15-19	Married	0	280
Newcastle and Lake Macquarie	15-19	Married	1	5
Newcastle and Lake Macquarie	15-19	Never married		20086
Newcastle and Lake Macquarie	20-24	Married	0	4032
Newcastle and Lake Macquarie	20-24	Married	1	506
Newcastle and Lake Macquarie	20-24	Never married		18650
Newcastle and Lake Macquarie	25-34	Married	0	13676
Newcastle and Lake Macquarie	25-34	Married	1	14203
Newcastle and Lake Macquarie	25-34	Never married		19933
Newcastle and Lake Macquarie	35-44	Married	0	7194
Newcastle and Lake Macquarie	35-44	Married	1	25899
Newcastle and Lake Macquarie	35-44	Never married		12263
Newcastle and Lake Macquarie	45-54	Married	0	5444
Newcastle and Lake Macquarie	45-54	Married	1	25793
Newcastle and Lake Macquarie	45-54	Never married		14039
Newcastle and Lake Macquarie	55-64	Married	0	3851
Newcastle and Lake Macquarie	55-64	Married	1	25626
Newcastle and Lake Macquarie	55-64	Never married		14675
Newcastle and Lake Macquarie	65-74	Married	0	1818
Newcastle and Lake Macquarie	65-74	Married	1	23520
Newcastle and Lake Macquarie	65-74	Never married		12748
Newcastle and Lake Macquarie	75-84	Married	0	595
Newcastle and Lake Macquarie	75-84	Married	1	12839
Newcastle and Lake Macquarie	75-84	Never married		9170
Newcastle and Lake Macquarie	85+	Married	0	78
Newcastle and Lake Macquarie	85+	Married	1	2557
Newcastle and Lake Macquarie	85+	Never married		5061
Richmond - Tweed	15-19	Married	0	166
Richmond - Tweed	15-19	Never married		12204
Richmond - Tweed	20-24	Married	0	1540
Richmond - Tweed	20-24	Married	1	214
Richmond - Tweed	20-24	Never married		7947
Richmond - Tweed	25-34	Married	0	6380
Richmond - Tweed	25-34	Married	1	5899
Richmond - Tweed	25-34	Never married		10366
Richmond - Tweed	35-44	Married	0	5293
Richmond - Tweed	35-44	Married	1	13408
Richmond - Tweed	35-44	Never married		8048
Richmond - Tweed	45-54	Married	0	4656
Richmond - Tweed	45-54	Married	1	15090
Richmond - Tweed	45-54	Never married		10074
Richmond - Tweed	55-64	Married	0	4032
Richmond - Tweed	55-64	Married	1	17321
Richmond - Tweed	55-64	Never married		12291
Richmond - Tweed	65-74	Married	0	2418
Richmond - Tweed	65-74	Married	1	17758
Richmond - Tweed	65-74	Never married		11372
Richmond - Tweed	75-84	Married	0	630
Richmond - Tweed	75-84	Married	1	9458
Richmond - Tweed	75-84	Never married		7031
Richmond - Tweed	85+	Married	0	85
Richmond - Tweed	85+	Married	1	2154
Richmond - Tweed	85+	Never married		3851
Riverina	15-19	Married	0	193
Riverina	15-19	Married	1	14
Riverina	15-19	Never married		8549
Riverina	20-24	Married	0	1820
Riverina	20-24	Married	1	340
Riverina	20-24	Never married		5978
Riverina	25-34	Married	0	4592
Riverina	25-34	Married	1	6570
Riverina	25-34	Never married		7135
Riverina	35-44	Married	0	2286
Riverina	35-44	Married	1	10173
Riverina	35-44	Never married		4559
Riverina	45-54	Married	0	1904
Riverina	45-54	Married	1	10421
Riverina	45-54	Never married		5084
Riverina	55-64	Married	0	1485
Riverina	55-64	Married	1	11371
Riverina	55-64	Never married		5487
Riverina	65-74	Married	0	686
Riverina	65-74	Married	1	9568
Riverina	65-74	Never married		4795
Riverina	75-84	Married	0	201
Riverina	75-84	Married	1	5046
Riverina	75-84	Never married		3474
Riverina	85+	Married	0	27
Riverina	85+	Married	1	1019
Riverina	85+	Never married		1908
Southern Highlands and Shoalhaven	15-19	Married	0	115
Southern Highlands and Shoalhaven	15-19	Married	1	3
Southern Highlands and Shoalhaven	15-19	Never married		7403
Southern Highlands and Shoalhaven	20-24	Married	0	1189
Southern Highlands and Shoalhaven	20-24	Married	1	172
Southern Highlands and Shoalhaven	20-24	Never married		4622
Southern Highlands and Shoalhaven	25-34	Married	0	3693
Southern Highlands and Shoalhaven	25-34	Married	1	4835
Southern Highlands and Shoalhaven	25-34	Never married		5408
Southern Highlands and Shoalhaven	35-44	Married	0	2360
Southern Highlands and Shoalhaven	35-44	Married	1	8539
Southern Highlands and Shoalhaven	35-44	Never married		3874
Southern Highlands and Shoalhaven	45-54	Married	0	2360
Southern Highlands and Shoalhaven	45-54	Married	1	9720
Southern Highlands and Shoalhaven	45-54	Never married		5191
Southern Highlands and Shoalhaven	55-64	Married	0	2229
Southern Highlands and Shoalhaven	55-64	Married	1	12535
Southern Highlands and Shoalhaven	55-64	Never married		6392
Southern Highlands and Shoalhaven	65-74	Married	0	1462
Southern Highlands and Shoalhaven	65-74	Married	1	14539
Southern Highlands and Shoalhaven	65-74	Never married		6603
Southern Highlands and Shoalhaven	75-84	Married	0	454
Southern Highlands and Shoalhaven	75-84	Married	1	8117
Southern Highlands and Shoalhaven	75-84	Never married		4942
Southern Highlands and Shoalhaven	85+	Married	0	65
Southern Highlands and Shoalhaven	85+	Married	1	1490
Southern Highlands and Shoalhaven	85+	Never married		2387
Sydney - Baulkham Hills and Hawkesbury	15-19	Married	0	66
Sydney - Baulkham Hills and Hawkesbury	15-19	Married	1	3
Sydney - Baulkham Hills and Hawkesbury	15-19	Never married		17632
Sydney - Baulkham Hills and Hawkesbury	20-24	Married	0	910
Sydney - Baulkham Hills and Hawkesbury	20-24	Married	1	255
Sydney - Baulkham Hills and Hawkesbury	20-24	Never married		13770
Sydney - Baulkham Hills and Hawkesbury	25-34	Married	0	3536
Sydney - Baulkham Hills and Hawkesbury	25-34	Married	1	10334
Sydney - Baulkham Hills and Hawkesbury	25-34	Never married		10738
Sydney - Baulkham Hills and Hawkesbury	35-44	Married	0	2357
Sydney - Baulkham Hills and Hawkesbury	35-44	Married	1	30455
Sydney - Baulkham Hills and Hawkesbury	35-44	Never married		5092
Sydney - Baulkham Hills and Hawkesbury	45-54	Married	0	2264
Sydney - Baulkham Hills and Hawkesbury	45-54	Married	1	28814
Sydney - Baulkham Hills and Hawkesbury	45-54	Never married		5462
Sydney - Baulkham Hills and Hawkesbury	55-64	Married	0	1419
Sydney - Baulkham Hills and Hawkesbury	55-64	Married	1	23336
Sydney - Baulkham Hills and Hawkesbury	55-64	Never married		5205
Sydney - Baulkham Hills and Hawkesbury	65-74	Married	0	652
Sydney - Baulkham Hills and Hawkesbury	65-74	Married	1	17525
Sydney - Baulkham Hills and Hawkesbury	65-74	Never married		4942
Sydney - Baulkham Hills and Hawkesbury	75-84	Married	0	186
Sydney - Baulkham Hills and Hawkesbury	75-84	Married	1	7948
Sydney - Baulkham Hills and Hawkesbury	75-84	Never married		3907
Sydney - Baulkham Hills and Hawkesbury	85+	Married	0	35
Sydney - Baulkham Hills and Hawkesbury	85+	Married	1	1375
Sydney - Baulkham Hills and Hawkesbury	85+	Never married		1979
Sydney - Blacktown	15-19	Married	0	191
Sydney - Blacktown	15-19	Married	1	5
Sydney - Blacktown	15-19	Never married		22830
Sydney - Blacktown	20-24	Married	0	2133
Sydney - Blacktown	20-24	Married	1	1012
Sydney - Blacktown	20-24	Never married		21441
Sydney - Blacktown	25-34	Married	0	7260
Sydney - Blacktown	25-34	Married	1	24802
Sydney - Blacktown	25-34	Never married		23461
Sydney - Blacktown	35-44	Married	0	4194
Sydney - Blacktown	35-44	Married	1	47877
Sydney - Blacktown	35-44	Never married		12138
Sydney - Blacktown	45-54	Married	0	3203
Sydney - Blacktown	45-54	Married	1	30660
Sydney - Blacktown	45-54	Never married		11381
Sydney - Blacktown	55-64	Married	0	1839
Sydney - Blacktown	55-64	Married	1	23466
Sydney - Blacktown	55-64	Never married		10830
Sydney - Blacktown	65-74	Married	0	654
Sydney - Blacktown	65-74	Married	1	16291
Sydney - Blacktown	65-74	Never married		8767
Sydney - Blacktown	75-84	Married	0	191
Sydney - Blacktown	75-84	Married	1	6052
Sydney - Blacktown	75-84	Never married		5108
Sydney - Blacktown	85+	Married	0	13
Sydney - Blacktown	85+	Married	1	956
Sydney - Blacktown	85+	Never married		2017
Sydney - City and Inner South	15-19	Married	0	134
Sydney - City and Inner South	15-19	Married	1	4
Sydney - City and Inner South	15-19	Never married		8294
Sydney - City and Inner South	20-24	Married	0	4385
Sydney - City and Inner South	20-24	Married	1	396
Sydney - City and Inner South	20-24	Never married		20730
Sydney - City and Inner South	25-34	Married	0	27679
Sydney - City and Inner South	25-34	Married	1	14604
Sydney - City and Inner South	25-34	Never married		42867
Sydney - City and Inner South	35-44	Married	0	12426
Sydney - City and Inner South	35-44	Married	1	21429
Sydney - City and Inner South	35-44	Never married		19709
Sydney - City and Inner South	45-54	Married	0	6053
Sydney - City and Inner South	45-54	Married	1	14169
Sydney - City and Inner South	45-54	Never married		14087
Sydney - City and Inner South	55-64	Married	0	3333
Sydney - City and Inner South	55-64	Married	1	10919
Sydney - City and Inner South	55-64	Never married		11886
Sydney - City and Inner South	65-74	Married	0	1377
Sydney - City and Inner South	65-74	Married	1	8081
Sydney - City and Inner South	65-74	Never married		8448
Sydney - City and Inner South	75-84	Married	0	339
Sydney - City and Inner South	75-84	Married	1	4180
Sydney - City and Inner South	75-84	Never married		4787
Sydney - City and Inner South	85+	Married	0	33
Sydney - City and Inner South	85+	Married	1	937
Sydney - City and Inner South	85+	Never married		1992
Sydney - Eastern Suburbs	15-19	Married	0	49
Sydney - Eastern Suburbs	15-19	Never married		10808
Sydney - Eastern Suburbs	20-24	Married	0	1325
Sydney - Eastern Suburbs	20-24	Married	1	127
Sydney - Eastern Suburbs	20-24	Never married		11735
Sydney - Eastern Suburbs	25-34	Married	0	15300
Sydney - Eastern Suburbs	25-34	Married	1	7324
Sydney - Eastern Suburbs	25-34	Never married		22108
Sydney - Eastern Suburbs	35-44	Married	0	7386
Sydney - Eastern Suburbs	35-44	Married	1	19004
Sydney - Eastern Suburbs	35-44	Never married		10002
Sydney - Eastern Suburbs	45-54	Married	0	3868
Sydney - Eastern Suburbs	45-54	Married	1	18514
Sydney - Eastern Suburbs	45-54	Never married		8946
Sydney - Eastern Suburbs	55-64	Married	0	2249
Sydney - Eastern Suburbs	55-64	Married	1	14219
Sydney - Eastern Suburbs	55-64	Never married		8234
Sydney - Eastern Suburbs	65-74	Married	0	1198
Sydney - Eastern Suburbs	65-74	Married	1	11058
Sydney - Eastern Suburbs	65-74	Never married		7115
Sydney - Eastern Suburbs	75-84	Married	0	439
Sydney - Eastern Suburbs	75-84	Married	1	6456
Sydney - Eastern Suburbs	75-84	Never married		5405
Sydney - Eastern Suburbs	85+	Married	0	53
Sydney - Eastern Suburbs	85+	Married	1	1603
Sydney - Eastern Suburbs	85+	Never married		3001
Sydney - Inner South West	15-19	Married	0	92
Sydney - Inner South West	15-19	Married	1	47
Sydney - Inner South West	15-19	Never married		31628
Sydney - Inner South West	20-24	Married	0	2148
Sydney - Inner South West	20-24	Married	1	2478
Sydney - Inner South West	20-24	Never married		35089
Sydney - Inner South West	25-34	Married	0	11515
Sydney - Inner South West	25-34	Married	1	33771
Sydney - Inner South West	25-34	Never married		43827
Sydney - Inner South West	35-44	Married	0	6379
Sydney - Inner South West	35-44	Married	1	50333
Sydney - Inner South West	35-44	Never married		21969
Sydney - Inner South West	45-54	Married	0	4464
Sydney - Inner South West	45-54	Married	1	43996
Sydney - Inner South West	45-54	Never married		21433
Sydney - Inner South West	55-64	Married	0	3109
Sydney - Inner South West	55-64	Married	1	40187
Sydney - Inner South West	55-64	Never married		21501
Sydney - Inner South West	65-74	Married	0	1311
Sydney - Inner South West	65-74	Married	1	29593
Sydney - Inner South West	65-74	Never married		16342
Sydney - Inner South West	75-84	Married	0	355
Sydney - Inner South West	75-84	Married	1	15651
Sydney - Inner South West	75-84	Never married		11434
Sydney - Inner South West	85+	Married	0	55
Sydney - Inner South West	85+	Married	1	4108
Sydney - Inner South West	85+	Never married		6758
Sydney - Inner West	15-19	Married	0	59
Sydney - Inner West	15-19	Married	1	3
Sydney - Inner West	15-19	Never married		12723
Sydney - Inner West	20-24	Married	0	1958
Sydney - Inner West	20-24	Married	1	788
Sydney - Inner West	20-24	Never married		17837
Sydney - Inner West	25-34	Married	0	12274
Sydney - Inner West	25-34	Married	1	15856
Sydney - Inner West	25-34	Never married		24810
Sydney - Inner West	35-44	Married	0	6136
Sydney - Inner West	35-44	Married	1	26196
Sydney - Inner West	35-44	Never married		11380
Sydney - Inner West	45-54	Married	0	3924
Sydney - Inner West	45-54	Married	1	22216
Sydney - Inner West	45-54	Never married		10973
Sydney - Inner West	55-64	Married	0	2683
Sydney - Inner West	55-64	Married	1	18579
Sydney - Inner West	55-64	Never married		10292
Sydney - Inner West	65-74	Married	0	1389
Sydney - Inner West	65-74	Married	1	13647
Sydney - Inner West	65-74	Never married		8120
Sydney - Inner West	75-84	Married	0	333
Sydney - Inner West	75-84	Married	1	7017
Sydney - Inner West	75-84	Never married		5528
Sydney - Inner West	85+	Married	0	38
Sydney - Inner West	85+	Married	1	1814
Sydney - Inner West	85+	Never married		3154
Sydney - North Sydney and Hornsby	15-19	Married	0	60
Sydney - North Sydney and Hornsby	15-19	Never married		22836
Sydney - North Sydney and Hornsby	20-24	Married	0	1738
Sydney - North Sydney and Hornsby	20-24	Married	1	334
Sydney - North Sydney and Hornsby	20-24	Never married		18627
Sydney - North Sydney and Hornsby	25-34	Married	0	12700
Sydney - North Sydney and Hornsby	25-34	Married	1	15769
Sydney - North Sydney and Hornsby	25-34	Never married		20513
Sydney - North Sydney and Hornsby	35-44	Married	0	6551
Sydney - North Sydney and Hornsby	35-44	Married	1	43665
Sydney - North Sydney and Hornsby	35-44	Never married		13095
Sydney - North Sydney and Hornsby	45-54	Married	0	4304
Sydney - North Sydney and Hornsby	45-54	Married	1	40595
Sydney - North Sydney and Hornsby	45-54	Never married		12927
Sydney - North Sydney and Hornsby	55-64	Married	0	2962
Sydney - North Sydney and Hornsby	55-64	Married	1	31142
Sydney - North Sydney and Hornsby	55-64	Never married		11798
Sydney - North Sydney and Hornsby	65-74	Married	0	1519
Sydney - North Sydney and Hornsby	65-74	Married	1	24173
Sydney - North Sydney and Hornsby	65-74	Never married		10179
Sydney - North Sydney and Hornsby	75-84	Married	0	532
Sydney - North Sydney and Hornsby	75-84	Married	1	13460
Sydney - North Sydney and Hornsby	75-84	Never married		8042
Sydney - North Sydney and Hornsby	85+	Married	0	76
Sydney - North Sydney and Hornsby	85+	Married	1	3199
Sydney - North Sydney and Hornsby	85+	Never married		4720
Sydney - Northern Beaches	15-19	Married	0	34
Sydney - Northern Beaches	15-19	Never married		15450
Sydney - Northern Beaches	20-24	Married	0	1020
Sydney - Northern Beaches	20-24	Married	1	209
Sydney - Northern Beaches	20-24	Never married		11543
Sydney - Northern Beaches	25-34	Married	0	8350
Sydney - Northern Beaches	25-34	Married	1	7336
Sydney - Northern Beaches	25-34	Never married		11244
Sydney - Northern Beaches	35-44	Married	0	5439
Sydney - Northern Beaches	35-44	Married	1	21908
Sydney - Northern Beaches	35-44	Never married		6333
Sydney - Northern Beaches	45-54	Married	0	4045
Sydney - Northern Beaches	45-54	Married	1	26174
Sydney - Northern Beaches	45-54	Never married		7855
Sydney - Northern Beaches	55-64	Married	0	2616
Sydney - Northern Beaches	55-64	Married	1	20297
Sydney - Northern Beaches	55-64	Never married		7716
Sydney - Northern Beaches	65-74	Married	0	1208
Sydney - Northern Beaches	65-74	Married	1	14866
Sydney - Northern Beaches	65-74	Never married		6468
Sydney - Northern Beaches	75-84	Married	0	404
Sydney - Northern Beaches	75-84	Married	1	9103
Sydney - Northern Beaches	75-84	Never married		5571
Sydney - Northern Beaches	85+	Married	0	53
Sydney - Northern Beaches	85+	Married	1	2025
Sydney - Northern Beaches	85+	Never married		3280
Sydney - Outer South West	15-19	Married	0	133
Sydney - Outer South West	15-19	Married	1	9
Sydney - Outer South West	15-19	Never married		18044
Sydney - Outer South West	20-24	Married	0	2159
Sydney - Outer South West	20-24	Married	1	590
Sydney - Outer South West	20-24	Never married		14408
Sydney - Outer South West	25-34	Married	0	7403
Sydney - Outer South West	25-34	Married	1	16000
Sydney - Outer South West	25-34	Never married		15011
Sydney - Outer South West	35-44	Married	0	4292
Sydney - Outer South West	35-44	Married	1	27141
Sydney - Outer South West	35-44	Never married		9293
Sydney - Outer South West	45-54	Married	0	3342
Sydney - Outer South West	45-54	Married	1	22323
Sydney - Outer South West	45-54	Never married		9000
Sydney - Outer South West	55-64	Married	0	2086
Sydney - Outer South West	55-64	Married	1	19916
Sydney - Outer South West	55-64	Never married		8621
Sydney - Outer South West	65-74	Married	0	849
Sydney - Outer South West	65-74	Married	1	14860
Sydney - Outer South West	65-74	Never married		7345
Sydney - Outer South West	75-84	Married	0	226
Sydney - Outer South West	75-84	Married	1	5765
Sydney - Outer South West	75-84	Never married		4332
Sydney - Outer South West	85+	Married	0	24
Sydney - Outer South West	85+	Married	1	834
Sydney - Outer South West	85+	Never married		1730
Sydney - Outer West and Blue Mountains	15-19	Married	0	261
Sydney - Outer West and Blue Mountains	15-19	Married	1	4
Sydney - Outer West and Blue Mountains	15-19	Never married		18800
Sydney - Outer West and Blue Mountains	20-24	Married	0	3063
Sydney - Outer West and Blue Mountains	20-24	Married	1	647
Sydney - Outer West and Blue Mountains	20-24	Never married		15060
Sydney - Outer West and Blue Mountains	25-34	Married	0	9891
Sydney - Outer West and Blue Mountains	25-34	Married	1	15543
Sydney - Outer West and Blue Mountains	25-34	Never married		16532
Sydney - Outer West and Blue Mountains	35-44	Married	0	5815
Sydney - Outer West and Blue Mountains	35-44	Married	1	25854
Sydney - Outer West and Blue Mountains	35-44	Never married		10859
Sydney - Outer West and Blue Mountains	45-54	Married	0	4459
