CED_NAME21	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Banks	65-74	Speaks English not well or not at all	0		76
Banks	65-74	Speaks English not well or not at all	0	2005	1924
Banks	65-74	Speaks English not well or not at all	0	2010	329
Banks	65-74	Speaks English not well or not at all	0	2015	408
Banks	65-74	Speaks English not well or not at all	0	2016	84
Banks	65-74	Speaks English not well or not at all	0	2017	59
Banks	65-74	Speaks English not well or not at all	0	2018	56
Banks	65-74	Speaks English not well or not at all	0	2019	119
Banks	65-74	Speaks English not well or not at all	0	2020	54
Banks	65-74	Speaks English not well or not at all	0	2021	5
Banks	65-74	Speaks English well or very well	0		62
Banks	65-74	Speaks English well or very well	0	2005	3304
Banks	65-74	Speaks English well or very well	0	2010	49
Banks	65-74	Speaks English well or very well	0	2015	51
Banks	65-74	Speaks English well or very well	0	2016	7
Banks	65-74	Speaks English well or very well	0	2017	7
Banks	65-74	Speaks English well or very well	0	2018	12
Banks	65-74	Speaks English well or very well	0	2019	17
Banks	65-74	Speaks English well or very well	0	2020	14
Banks	75-84				60
Banks	75-84			2005	5
Banks	75-84		0		3
Banks	75-84		0	2005	6
Banks	75-84		1		28
Banks	75-84		1	2005	939
Banks	75-84		1	2010	3
Banks	75-84		1	2015	3
Banks	75-84		1	2018	3
Banks	75-84		1	2020	5
Banks	75-84	Speaks English not well or not at all	0		35
Banks	75-84	Speaks English not well or not at all	0	2005	1359
Banks	75-84	Speaks English not well or not at all	0	2010	181
Banks	75-84	Speaks English not well or not at all	0	2015	139
Banks	75-84	Speaks English not well or not at all	0	2016	17
Banks	75-84	Speaks English not well or not at all	0	2017	11
Banks	75-84	Speaks English not well or not at all	0	2018	17
Banks	75-84	Speaks English not well or not at all	0	2019	25
Banks	75-84	Speaks English not well or not at all	0	2020	13
Banks	75-84	Speaks English well or very well	0		36
Banks	75-84	Speaks English well or very well	0	2005	1660
Banks	75-84	Speaks English well or very well	0	2010	16
Banks	75-84	Speaks English well or very well	0	2015	9
Banks	75-84	Speaks English well or very well	0	2019	8
Banks	75-84	Speaks English well or very well	0	2020	3
Banks	85+				94
Banks	85+			2005	4
Banks	85+		0		7
Banks	85+		0	2005	5
Banks	85+		1		40
Banks	85+		1	2005	332
Banks	85+		1	2010	3
Banks	85+	Speaks English not well or not at all	0		32
Banks	85+	Speaks English not well or not at all	0	2005	740
Banks	85+	Speaks English not well or not at all	0	2010	49
Banks	85+	Speaks English not well or not at all	0	2015	29
Banks	85+	Speaks English not well or not at all	0	2018	4
Banks	85+	Speaks English not well or not at all	0	2019	10
Banks	85+	Speaks English not well or not at all	0	2021	3
Banks	85+	Speaks English well or very well	0		15
Banks	85+	Speaks English well or very well	0	2005	478
Banks	85+	Speaks English well or very well	0	2010	9
Barton	0-14				24
Barton	0-14			2020	6
Barton	0-14			2021	4
Barton	0-14		0		3
Barton	0-14		0	2019	3
Barton	0-14		0	2020	7
Barton	0-14		0	2021	4
Barton	0-14		1		34
Barton	0-14		1	2010	66
Barton	0-14		1	2015	158
Barton	0-14		1	2016	50
Barton	0-14		1	2017	45
Barton	0-14		1	2018	63
Barton	0-14		1	2019	46
Barton	0-14		1	2020	26
Barton	0-14		1	2021	16
Barton	0-14	Speaks English not well or not at all	0		22
Barton	0-14	Speaks English not well or not at all	0	2015	10
Barton	0-14	Speaks English not well or not at all	0	2016	7
Barton	0-14	Speaks English not well or not at all	0	2017	19
Barton	0-14	Speaks English not well or not at all	0	2018	47
Barton	0-14	Speaks English not well or not at all	0	2019	69
Barton	0-14	Speaks English not well or not at all	0	2020	43
Barton	0-14	Speaks English not well or not at all	0	2021	25
Barton	0-14	Speaks English well or very well	0		73
Barton	0-14	Speaks English well or very well	0	2010	95
Barton	0-14	Speaks English well or very well	0	2015	461
Barton	0-14	Speaks English well or very well	0	2016	195
Barton	0-14	Speaks English well or very well	0	2017	199
Barton	0-14	Speaks English well or very well	0	2018	224
Barton	0-14	Speaks English well or very well	0	2019	231
Barton	0-14	Speaks English well or very well	0	2020	86
Barton	0-14	Speaks English well or very well	0	2021	25
Barton	15-24				12
Barton	15-24			2015	3
Barton	15-24			2018	4
Barton	15-24			2019	5
Barton	15-24		0	2017	5
Barton	15-24		0	2019	5
Barton	15-24		1		28
Barton	15-24		1	2005	176
Barton	15-24		1	2010	240
Barton	15-24		1	2015	94
Barton	15-24		1	2016	42
Barton	15-24		1	2017	68
Barton	15-24		1	2018	95
Barton	15-24		1	2019	77
Barton	15-24		1	2020	34
Barton	15-24		1	2021	7
Barton	15-24	Speaks English not well or not at all	0		8
Barton	15-24	Speaks English not well or not at all	0	2005	7
Barton	15-24	Speaks English not well or not at all	0	2010	8
Barton	15-24	Speaks English not well or not at all	0	2015	25
Barton	15-24	Speaks English not well or not at all	0	2016	17
Barton	15-24	Speaks English not well or not at all	0	2017	37
Barton	15-24	Speaks English not well or not at all	0	2018	79
Barton	15-24	Speaks English not well or not at all	0	2019	88
Barton	15-24	Speaks English not well or not at all	0	2020	34
Barton	15-24	Speaks English not well or not at all	0	2021	11
Barton	15-24	Speaks English well or very well	0		111
Barton	15-24	Speaks English well or very well	0	2005	396
Barton	15-24	Speaks English well or very well	0	2010	548
Barton	15-24	Speaks English well or very well	0	2015	765
Barton	15-24	Speaks English well or very well	0	2016	443
Barton	15-24	Speaks English well or very well	0	2017	857
Barton	15-24	Speaks English well or very well	0	2018	1351
Barton	15-24	Speaks English well or very well	0	2019	1244
Barton	15-24	Speaks English well or very well	0	2020	363
Barton	15-24	Speaks English well or very well	0	2021	36
Barton	25-34				43
Barton	25-34			2015	8
Barton	25-34			2016	3
Barton	25-34			2017	9
Barton	25-34			2019	4
Barton	25-34		0	2005	3
Barton	25-34		0	2015	4
Barton	25-34		0	2016	4
Barton	25-34		0	2018	9
Barton	25-34		0	2019	6
Barton	25-34		1		74
Barton	25-34		1	2005	783
Barton	25-34		1	2010	363
Barton	25-34		1	2015	718
Barton	25-34		1	2016	217
Barton	25-34		1	2017	215
Barton	25-34		1	2018	240
Barton	25-34		1	2019	209
Barton	25-34		1	2020	54
Barton	25-34		1	2021	12
Barton	25-34	Speaks English not well or not at all	0		38
Barton	25-34	Speaks English not well or not at all	0	2005	63
Barton	25-34	Speaks English not well or not at all	0	2010	144
Barton	25-34	Speaks English not well or not at all	0	2015	314
Barton	25-34	Speaks English not well or not at all	0	2016	135
Barton	25-34	Speaks English not well or not at all	0	2017	169
Barton	25-34	Speaks English not well or not at all	0	2018	222
Barton	25-34	Speaks English not well or not at all	0	2019	259
Barton	25-34	Speaks English not well or not at all	0	2020	61
Barton	25-34	Speaks English not well or not at all	0	2021	13
Barton	25-34	Speaks English well or very well	0		213
Barton	25-34	Speaks English well or very well	0	2005	1524
Barton	25-34	Speaks English well or very well	0	2010	2497
Barton	25-34	Speaks English well or very well	0	2015	4038
Barton	25-34	Speaks English well or very well	0	2016	1470
Barton	25-34	Speaks English well or very well	0	2017	1699
Barton	25-34	Speaks English well or very well	0	2018	1971
Barton	25-34	Speaks English well or very well	0	2019	1998
Barton	25-34	Speaks English well or very well	0	2020	407
Barton	25-34	Speaks English well or very well	0	2021	63
Barton	35-44				23
Barton	35-44			2010	3
Barton	35-44			2015	3
Barton	35-44		0	2005	7
Barton	35-44		1		49
Barton	35-44		1	2005	1445
Barton	35-44		1	2010	703
Barton	35-44		1	2015	561
Barton	35-44		1	2016	69
Barton	35-44		1	2017	77
Barton	35-44		1	2018	45
Barton	35-44		1	2019	56
Barton	35-44		1	2020	23
Barton	35-44		1	2021	3
Barton	35-44	Speaks English not well or not at all	0		30
Barton	35-44	Speaks English not well or not at all	0	2005	204
Barton	35-44	Speaks English not well or not at all	0	2010	331
Barton	35-44	Speaks English not well or not at all	0	2015	362
Barton	35-44	Speaks English not well or not at all	0	2016	85
Barton	35-44	Speaks English not well or not at all	0	2017	134
Barton	35-44	Speaks English not well or not at all	0	2018	136
Barton	35-44	Speaks English not well or not at all	0	2019	137
Barton	35-44	Speaks English not well or not at all	0	2020	27
Barton	35-44	Speaks English not well or not at all	0	2021	4
Barton	35-44	Speaks English well or very well	0		121
Barton	35-44	Speaks English well or very well	0	2005	4057
Barton	35-44	Speaks English well or very well	0	2010	3331
Barton	35-44	Speaks English well or very well	0	2015	2094
Barton	35-44	Speaks English well or very well	0	2016	478
Barton	35-44	Speaks English well or very well	0	2017	433
Barton	35-44	Speaks English well or very well	0	2018	399
Barton	35-44	Speaks English well or very well	0	2019	369
Barton	35-44	Speaks English well or very well	0	2020	113
Barton	35-44	Speaks English well or very well	0	2021	26
Barton	45-54				13
Barton	45-54			2005	6
Barton	45-54		0	2005	10
Barton	45-54		0	2010	4
Barton	45-54		1		48
Barton	45-54		1	2005	2100
Barton	45-54		1	2010	258
Barton	45-54		1	2015	117
Barton	45-54		1	2016	19
Barton	45-54		1	2017	11
Barton	45-54		1	2018	10
Barton	45-54		1	2019	12
Barton	45-54		1	2020	12
Barton	45-54	Speaks English not well or not at all	0		34
Barton	45-54	Speaks English not well or not at all	0	2005	834
Barton	45-54	Speaks English not well or not at all	0	2010	320
Barton	45-54	Speaks English not well or not at all	0	2015	200
Barton	45-54	Speaks English not well or not at all	0	2016	63
Barton	45-54	Speaks English not well or not at all	0	2017	77
Barton	45-54	Speaks English not well or not at all	0	2018	69
Barton	45-54	Speaks English not well or not at all	0	2019	56
Barton	45-54	Speaks English not well or not at all	0	2020	34
Barton	45-54	Speaks English not well or not at all	0	2021	8
Barton	45-54	Speaks English well or very well	0		99
Barton	45-54	Speaks English well or very well	0	2005	4973
Barton	45-54	Speaks English well or very well	0	2010	891
Barton	45-54	Speaks English well or very well	0	2015	440
Barton	45-54	Speaks English well or very well	0	2016	69
Barton	45-54	Speaks English well or very well	0	2017	64
Barton	45-54	Speaks English well or very well	0	2018	67
Barton	45-54	Speaks English well or very well	0	2019	40
Barton	45-54	Speaks English well or very well	0	2020	26
Barton	45-54	Speaks English well or very well	0	2021	11
Barton	55-64				50
Barton	55-64			2005	11
Barton	55-64		0		9
Barton	55-64		0	2005	14
Barton	55-64		0	2015	3
Barton	55-64		1		41
Barton	55-64		1	2005	2137
Barton	55-64		1	2010	86
Barton	55-64		1	2015	22
Barton	55-64		1	2016	7
Barton	55-64		1	2017	9
Barton	55-64		1	2018	6
Barton	55-64		1	2019	5
Barton	55-64		1	2020	6
Barton	55-64		1	2021	3
Barton	55-64	Speaks English not well or not at all	0		97
Barton	55-64	Speaks English not well or not at all	0	2005	2309
Barton	55-64	Speaks English not well or not at all	0	2010	299
Barton	55-64	Speaks English not well or not at all	0	2015	293
Barton	55-64	Speaks English not well or not at all	0	2016	62
Barton	55-64	Speaks English not well or not at all	0	2017	47
Barton	55-64	Speaks English not well or not at all	0	2018	60
Barton	55-64	Speaks English not well or not at all	0	2019	122
Barton	55-64	Speaks English not well or not at all	0	2020	51
Barton	55-64	Speaks English not well or not at all	0	2021	14
Barton	55-64	Speaks English well or very well	0		110
Barton	55-64	Speaks English well or very well	0	2005	5988
Barton	55-64	Speaks English well or very well	0	2010	257
Barton	55-64	Speaks English well or very well	0	2015	93
Barton	55-64	Speaks English well or very well	0	2016	23
Barton	55-64	Speaks English well or very well	0	2017	18
Barton	55-64	Speaks English well or very well	0	2018	19
Barton	55-64	Speaks English well or very well	0	2019	33
Barton	55-64	Speaks English well or very well	0	2020	13
Barton	65-74				93
Barton	65-74			2005	3
Barton	65-74		0		5
Barton	65-74		0	2005	16
Barton	65-74		1		32
Barton	65-74		1	2005	1525
Barton	65-74		1	2010	19
Barton	65-74		1	2015	19
Barton	65-74		1	2021	5
Barton	65-74	Speaks English not well or not at all	0		82
Barton	65-74	Speaks English not well or not at all	0	2005	2722
Barton	65-74	Speaks English not well or not at all	0	2010	268
Barton	65-74	Speaks English not well or not at all	0	2015	373
Barton	65-74	Speaks English not well or not at all	0	2016	40
Barton	65-74	Speaks English not well or not at all	0	2017	54
Barton	65-74	Speaks English not well or not at all	0	2018	49
Barton	65-74	Speaks English not well or not at all	0	2019	133
Barton	65-74	Speaks English not well or not at all	0	2020	38
Barton	65-74	Speaks English not well or not at all	0	2021	11
Barton	65-74	Speaks English well or very well	0		93
Barton	65-74	Speaks English well or very well	0	2005	4949
Barton	65-74	Speaks English well or very well	0	2010	41
Barton	65-74	Speaks English well or very well	0	2015	38
Barton	65-74	Speaks English well or very well	0	2016	8
Barton	65-74	Speaks English well or very well	0	2017	4
Barton	65-74	Speaks English well or very well	0	2018	4
Barton	65-74	Speaks English well or very well	0	2019	9
Barton	65-74	Speaks English well or very well	0	2020	17
Barton	75-84				225
Barton	75-84			2005	9
Barton	75-84		0		5
Barton	75-84		0	2005	23
Barton	75-84		1		35
Barton	75-84		1	2005	756
Barton	75-84		1	2010	14
Barton	75-84		1	2015	6
Barton	75-84		1	2019	3
Barton	75-84	Speaks English not well or not at all	0		96
Barton	75-84	Speaks English not well or not at all	0	2005	2569
Barton	75-84	Speaks English not well or not at all	0	2010	146
Barton	75-84	Speaks English not well or not at all	0	2015	123
Barton	75-84	Speaks English not well or not at all	0	2016	25
Barton	75-84	Speaks English not well or not at all	0	2017	12
Barton	75-84	Speaks English not well or not at all	0	2018	26
Barton	75-84	Speaks English not well or not at all	0	2019	32
Barton	75-84	Speaks English not well or not at all	0	2020	13
Barton	75-84	Speaks English well or very well	0		82
Barton	75-84	Speaks English well or very well	0	2005	2879
Barton	75-84	Speaks English well or very well	0	2010	10
Barton	75-84	Speaks English well or very well	0	2015	5
Barton	75-84	Speaks English well or very well	0	2019	4
Barton	75-84	Speaks English well or very well	0	2020	4
Barton	85+				400
Barton	85+		0		4
Barton	85+		0	2005	14
Barton	85+		1		17
Barton	85+		1	2005	215
Barton	85+	Speaks English not well or not at all	0		136
Barton	85+	Speaks English not well or not at all	0	2005	1370
Barton	85+	Speaks English not well or not at all	0	2010	44
Barton	85+	Speaks English not well or not at all	0	2015	25
Barton	85+	Speaks English not well or not at all	0	2016	5
Barton	85+	Speaks English not well or not at all	0	2017	4
Barton	85+	Speaks English not well or not at all	0	2018	4
Barton	85+	Speaks English not well or not at all	0	2019	4
Barton	85+	Speaks English not well or not at all	0	2020	3
Barton	85+	Speaks English well or very well	0		51
Barton	85+	Speaks English well or very well	0	2005	851
Barton	85+	Speaks English well or very well	0	2010	4
Bennelong	0-14				5
Bennelong	0-14			2021	3
Bennelong	0-14		0		4
Bennelong	0-14		0	2018	4
Bennelong	0-14		0	2019	11
Bennelong	0-14		0	2020	12
Bennelong	0-14		0	2021	11
Bennelong	0-14		1		29
Bennelong	0-14		1	2010	117
Bennelong	0-14		1	2015	368
Bennelong	0-14		1	2016	104
Bennelong	0-14		1	2017	104
Bennelong	0-14		1	2018	135
Bennelong	0-14		1	2019	173
Bennelong	0-14		1	2020	92
Bennelong	0-14		1	2021	22
Bennelong	0-14	Speaks English not well or not at all	0		26
Bennelong	0-14	Speaks English not well or not at all	0	2015	13
Bennelong	0-14	Speaks English not well or not at all	0	2016	16
Bennelong	0-14	Speaks English not well or not at all	0	2017	24
Bennelong	0-14	Speaks English not well or not at all	0	2018	68
Bennelong	0-14	Speaks English not well or not at all	0	2019	88
Bennelong	0-14	Speaks English not well or not at all	0	2020	78
Bennelong	0-14	Speaks English not well or not at all	0	2021	59
Bennelong	0-14	Speaks English well or very well	0		97
Bennelong	0-14	Speaks English well or very well	0	2010	218
Bennelong	0-14	Speaks English well or very well	0	2015	996
Bennelong	0-14	Speaks English well or very well	0	2016	431
Bennelong	0-14	Speaks English well or very well	0	2017	472
Bennelong	0-14	Speaks English well or very well	0	2018	495
Bennelong	0-14	Speaks English well or very well	0	2019	530
Bennelong	0-14	Speaks English well or very well	0	2020	233
Bennelong	0-14	Speaks English well or very well	0	2021	89
Bennelong	15-24				13
Bennelong	15-24			2019	3
Bennelong	15-24		0	2019	4
Bennelong	15-24		1		23
Bennelong	15-24		1	2005	334
Bennelong	15-24		1	2010	390
Bennelong	15-24		1	2015	163
Bennelong	15-24		1	2016	32
Bennelong	15-24		1	2017	55
Bennelong	15-24		1	2018	71
Bennelong	15-24		1	2019	112
Bennelong	15-24		1	2020	69
Bennelong	15-24		1	2021	13
Bennelong	15-24	Speaks English not well or not at all	0		8
Bennelong	15-24	Speaks English not well or not at all	0	2005	11
Bennelong	15-24	Speaks English not well or not at all	0	2010	7
Bennelong	15-24	Speaks English not well or not at all	0	2015	26
Bennelong	15-24	Speaks English not well or not at all	0	2016	14
Bennelong	15-24	Speaks English not well or not at all	0	2017	31
Bennelong	15-24	Speaks English not well or not at all	0	2018	58
Bennelong	15-24	Speaks English not well or not at all	0	2019	76
Bennelong	15-24	Speaks English not well or not at all	0	2020	19
Bennelong	15-24	Speaks English not well or not at all	0	2021	4
Bennelong	15-24	Speaks English well or very well	0		87
Bennelong	15-24	Speaks English well or very well	0	2005	507
Bennelong	15-24	Speaks English well or very well	0	2010	885
Bennelong	15-24	Speaks English well or very well	0	2015	1083
Bennelong	15-24	Speaks English well or very well	0	2016	412
Bennelong	15-24	Speaks English well or very well	0	2017	464
Bennelong	15-24	Speaks English well or very well	0	2018	529
Bennelong	15-24	Speaks English well or very well	0	2019	776
Bennelong	15-24	Speaks English well or very well	0	2020	347
Bennelong	15-24	Speaks English well or very well	0	2021	33
Bennelong	25-34				34
Bennelong	25-34			2010	4
Bennelong	25-34			2015	4
Bennelong	25-34			2016	6
Bennelong	25-34			2019	5
Bennelong	25-34			2021	3
Bennelong	25-34		0		3
Bennelong	25-34		0	2015	4
Bennelong	25-34		1		38
Bennelong	25-34		1	2005	988
Bennelong	25-34		1	2010	387
Bennelong	25-34		1	2015	620
Bennelong	25-34		1	2016	186
Bennelong	25-34		1	2017	189
Bennelong	25-34		1	2018	182
Bennelong	25-34		1	2019	205
Bennelong	25-34		1	2020	83
Bennelong	25-34		1	2021	16
Bennelong	25-34	Speaks English not well or not at all	0		32
Bennelong	25-34	Speaks English not well or not at all	0	2005	54
Bennelong	25-34	Speaks English not well or not at all	0	2010	163
Bennelong	25-34	Speaks English not well or not at all	0	2015	327
Bennelong	25-34	Speaks English not well or not at all	0	2016	125
Bennelong	25-34	Speaks English not well or not at all	0	2017	149
Bennelong	25-34	Speaks English not well or not at all	0	2018	177
Bennelong	25-34	Speaks English not well or not at all	0	2019	168
Bennelong	25-34	Speaks English not well or not at all	0	2020	46
Bennelong	25-34	Speaks English not well or not at all	0	2021	13
Bennelong	25-34	Speaks English well or very well	0		173
Bennelong	25-34	Speaks English well or very well	0	2005	2262
Bennelong	25-34	Speaks English well or very well	0	2010	3237
Bennelong	25-34	Speaks English well or very well	0	2015	4143
Bennelong	25-34	Speaks English well or very well	0	2016	1127
Bennelong	25-34	Speaks English well or very well	0	2017	1314
Bennelong	25-34	Speaks English well or very well	0	2018	1261
Bennelong	25-34	Speaks English well or very well	0	2019	1354
Bennelong	25-34	Speaks English well or very well	0	2020	477
Bennelong	25-34	Speaks English well or very well	0	2021	100
Bennelong	35-44				21
Bennelong	35-44			2005	3
Bennelong	35-44		0	2005	6
Bennelong	35-44		0	2010	3
Bennelong	35-44		0	2016	4
Bennelong	35-44		0	2017	3
Bennelong	35-44		1		50
Bennelong	35-44		1	2005	1689
Bennelong	35-44		1	2010	635
Bennelong	35-44		1	2015	490
