STE_NAME21	Age	MaritalStatus	Sex	responses
Australian Capital Territory	85+	Separated	F	29
Australian Capital Territory	85+	Separated	M	37
Australian Capital Territory	85+	Widowed	F	2950
Australian Capital Territory	85+	Widowed	M	895
Other Territories	20-24	Married	F	18
Other Territories	20-24	Married	M	14
Other Territories	25-34	Divorced	M	3
Other Territories	25-34	Married	F	92
Other Territories	25-34	Married	M	93
Other Territories	25-34	Separated	F	12
Other Territories	25-34	Separated	M	4
Other Territories	35-44	Divorced	F	16
Other Territories	35-44	Divorced	M	23
Other Territories	35-44	Married	F	186
Other Territories	35-44	Married	M	174
Other Territories	35-44	Separated	F	7
Other Territories	35-44	Separated	M	16
Other Territories	35-44	Widowed	M	3
Other Territories	45-54	Divorced	F	46
Other Territories	45-54	Divorced	M	47
Other Territories	45-54	Married	F	162
Other Territories	45-54	Married	M	187
Other Territories	45-54	Separated	F	25
Other Territories	45-54	Separated	M	22
Other Territories	45-54	Widowed	F	4
Other Territories	55-64	Divorced	F	78
Other Territories	55-64	Divorced	M	70
Other Territories	55-64	Married	F	226
Other Territories	55-64	Married	M	226
Other Territories	55-64	Separated	F	22
Other Territories	55-64	Separated	M	25
Other Territories	55-64	Widowed	F	14
Other Territories	55-64	Widowed	M	3
Other Territories	65-74	Divorced	F	41
Other Territories	65-74	Divorced	M	39
Other Territories	65-74	Married	F	158
Other Territories	65-74	Married	M	228
Other Territories	65-74	Separated	F	9
Other Territories	65-74	Separated	M	17
Other Territories	65-74	Widowed	F	37
Other Territories	65-74	Widowed	M	12
Other Territories	75-84	Divorced	F	14
Other Territories	75-84	Divorced	M	17
Other Territories	75-84	Married	F	68
Other Territories	75-84	Married	M	77
Other Territories	75-84	Separated	F	3
Other Territories	75-84	Separated	M	5
Other Territories	75-84	Widowed	F	41
Other Territories	75-84	Widowed	M	16
Other Territories	85+	Divorced	F	4
Other Territories	85+	Married	M	18
Other Territories	85+	Widowed	F	24
Other Territories	85+	Widowed	M	12
