LGA_NAME16	Ancestry	responses
Bathurst Regional	Irish	6240
Bathurst Regional	Italian	823
Bathurst Regional	Korean	36
Bathurst Regional	Lebanese	193
Bathurst Regional	Macedonian	17
Bathurst Regional	Maltese	249
Bathurst Regional	Maori	172
Bathurst Regional	NZ	244
Bathurst Regional	(Other)	2422
Bathurst Regional	Polish	213
Bathurst Regional	Russian	80
Bathurst Regional	Samoan	46
Bathurst Regional	Scottish	4618
Bathurst Regional	Serbian	67
Bathurst Regional	South African	108
Bathurst Regional	Spanish	98
Bathurst Regional	Sri Lankan	76
Bathurst Regional	Vietnamese	79
Bathurst Regional	Welsh	270
Bayside (NSW)		12209
Bayside (NSW)	Australian	24599
Bayside (NSW)	Australian Aboriginal	1898
Bayside (NSW)	Chinese	26000
Bayside (NSW)	Croatian	1629
Bayside (NSW)	Dutch	835
Bayside (NSW)	English	25018
Bayside (NSW)	Filipino	4878
Bayside (NSW)	French	990
Bayside (NSW)	German	2686
Bayside (NSW)	Greek	14580
Bayside (NSW)	Hungarian	627
Bayside (NSW)	Indian	4025
Bayside (NSW)	Irish	10721
Bayside (NSW)	Italian	7978
Bayside (NSW)	Korean	922
Bayside (NSW)	Lebanese	8228
Bayside (NSW)	Macedonian	5649
Bayside (NSW)	Maltese	1846
Bayside (NSW)	Maori	1271
Bayside (NSW)	NZ	944
Bayside (NSW)	(Other)	44677
Bayside (NSW)	Polish	1133
Bayside (NSW)	Russian	1465
Bayside (NSW)	Samoan	498
Bayside (NSW)	Scottish	6180
Bayside (NSW)	Serbian	1634
Bayside (NSW)	South African	584
Bayside (NSW)	Spanish	2215
Bayside (NSW)	Sri Lankan	284
Bayside (NSW)	Vietnamese	2521
Bayside (NSW)	Welsh	557
Bega Valley		2476
Bega Valley	Australian	14611
Bega Valley	Australian Aboriginal	1292
Bega Valley	Chinese	233
Bega Valley	Croatian	90
Bega Valley	Dutch	735
Bega Valley	English	15735
Bega Valley	Filipino	185
Bega Valley	French	192
Bega Valley	German	1837
Bega Valley	Greek	123
Bega Valley	Hungarian	107
Bega Valley	Indian	131
Bega Valley	Irish	4664
Bega Valley	Italian	691
Bega Valley	Korean	16
Bega Valley	Lebanese	38
Bega Valley	Macedonian	10
Bega Valley	Maltese	140
Bega Valley	Maori	130
Bega Valley	NZ	193
Bega Valley	(Other)	1866
Bega Valley	Polish	202
Bega Valley	Russian	92
Bega Valley	Samoan	18
Bega Valley	Scottish	4099
Bega Valley	Serbian	28
Bega Valley	South African	84
Bega Valley	Spanish	83
Bega Valley	Sri Lankan	25
Bega Valley	Vietnamese	33
Bega Valley	Welsh	245
Bellingen		1006
Bellingen	Australian	5202
Bellingen	Australian Aboriginal	526
Bellingen	Chinese	83
Bellingen	Croatian	41
Bellingen	Dutch	254
Bellingen	English	5829
Bellingen	Filipino	53
Bellingen	French	101
Bellingen	German	669
Bellingen	Greek	38
Bellingen	Hungarian	55
Bellingen	Indian	21
Bellingen	Irish	1886
Bellingen	Italian	218
Bellingen	Korean	6
Bellingen	Lebanese	19
Bellingen	Macedonian	3
Bellingen	Maltese	48
Bellingen	Maori	36
Bellingen	NZ	115
Bellingen	(Other)	803
Bellingen	Polish	76
Bellingen	Russian	36
Bellingen	Samoan	4
Bellingen	Scottish	1702
Bellingen	Serbian	13
Bellingen	South African	43
Bellingen	Spanish	65
Bellingen	Vietnamese	15
Bellingen	Welsh	113
Berrigan		889
Berrigan	Australian	3460
Berrigan	Australian Aboriginal	243
Berrigan	Chinese	51
Berrigan	Croatian	12
Berrigan	Dutch	136
Berrigan	English	3646
Berrigan	Filipino	58
Berrigan	French	17
Berrigan	German	313
Berrigan	Greek	21
Berrigan	Hungarian	11
Berrigan	Indian	33
Berrigan	Irish	1179
Berrigan	Italian	231
Berrigan	Lebanese	5
Berrigan	Macedonian	3
Berrigan	Maltese	12
Berrigan	Maori	25
Berrigan	NZ	55
Berrigan	(Other)	279
Berrigan	Polish	21
Berrigan	Russian	20
Berrigan	Scottish	980
Berrigan	Serbian	16
Berrigan	South African	15
Berrigan	Spanish	12
Berrigan	Sri Lankan	16
Berrigan	Vietnamese	7
Berrigan	Welsh	39
Blacktown		26875
Blacktown	Australian	75617
Blacktown	Australian Aboriginal	10877
Blacktown	Chinese	17672
Blacktown	Croatian	2922
Blacktown	Dutch	2641
Blacktown	English	66770
Blacktown	Filipino	35581
Blacktown	French	1110
Blacktown	German	6531
Blacktown	Greek	3515
Blacktown	Hungarian	1200
Blacktown	Indian	53714
Blacktown	Irish	16566
Blacktown	Italian	9143
Blacktown	Korean	3020
Blacktown	Lebanese	5980
Blacktown	Macedonian	510
Blacktown	Maltese	8462
Blacktown	Maori	4205
Blacktown	NZ	2521
Blacktown	(Other)	108256
Blacktown	Polish	2701
Blacktown	Russian	1083
Blacktown	Samoan	7304
Blacktown	Scottish	13977
Blacktown	Serbian	1398
Blacktown	South African	1773
Blacktown	Spanish	2993
Blacktown	Sri Lankan	3039
Blacktown	Vietnamese	1930
Blacktown	Welsh	879
Bland		568
Bland	Australian	2452
Bland	Australian Aboriginal	314
Bland	Chinese	24
Bland	Croatian	3
Bland	Dutch	23
Bland	English	2280
Bland	Filipino	52
Bland	French	13
Bland	German	310
Bland	Indian	21
Bland	Irish	617
Bland	Italian	37
Bland	Maltese	3
Bland	Maori	7
Bland	NZ	19
Bland	(Other)	150
Bland	Polish	8
Bland	Scottish	596
Bland	Serbian	5
Bland	South African	4
Bland	Spanish	9
Bland	Vietnamese	5
Bland	Welsh	17
Blayney		519
Blayney	Australian	3472
Blayney	Australian Aboriginal	416
Blayney	Chinese	39
Blayney	Croatian	14
Blayney	Dutch	107
Blayney	English	3276
Blayney	Filipino	21
Blayney	French	28
Blayney	German	236
Blayney	Greek	23
Blayney	Hungarian	9
Blayney	Indian	16
Blayney	Irish	1043
Blayney	Italian	93
Blayney	Lebanese	12
Blayney	Maltese	30
Blayney	Maori	20
Blayney	NZ	44
Blayney	(Other)	229
Blayney	Polish	31
Blayney	Russian	6
Blayney	Scottish	804
Blayney	Serbian	5
Blayney	South African	12
Blayney	Spanish	8
Blayney	Vietnamese	6
Blayney	Welsh	45
Blue Mountains		2852
Blue Mountains	Australian	29741
Blue Mountains	Australian Aboriginal	2051
Blue Mountains	Chinese	1137
Blue Mountains	Croatian	448
Blue Mountains	Dutch	1818
Blue Mountains	English	34640
Blue Mountains	Filipino	607
Blue Mountains	French	700
Blue Mountains	German	3773
Blue Mountains	Greek	707
Blue Mountains	Hungarian	544
Blue Mountains	Indian	561
Blue Mountains	Irish	12515
Blue Mountains	Italian	2260
Blue Mountains	Korean	109
Blue Mountains	Lebanese	324
Blue Mountains	Macedonian	61
Blue Mountains	Maltese	922
Blue Mountains	Maori	251
Blue Mountains	NZ	681
Blue Mountains	(Other)	7084
Blue Mountains	Polish	1021
Blue Mountains	Russian	454
Blue Mountains	Samoan	109
Blue Mountains	Scottish	10397
Blue Mountains	Serbian	158
Blue Mountains	South African	373
Blue Mountains	Spanish	385
Blue Mountains	Sri Lankan	96
Blue Mountains	Vietnamese	209
Blue Mountains	Welsh	848
Bogan		229
Bogan	Australian	1156
Bogan	Australian Aboriginal	399
Bogan	Chinese	9
Bogan	Croatian	7
Bogan	Dutch	8
Bogan	English	912
Bogan	German	45
Bogan	Indian	15
Bogan	Irish	279
Bogan	Italian	19
Bogan	Maori	9
Bogan	NZ	15
Bogan	(Other)	97
Bogan	Polish	4
Bogan	Scottish	177
Bogan	Vietnamese	5
Bourke		414
Bourke	Australian	782
Bourke	Australian Aboriginal	609
Bourke	Chinese	17
Bourke	Dutch	7
Bourke	English	698
Bourke	Filipino	7
Bourke	French	3
Bourke	German	54
Bourke	Indian	16
Bourke	Irish	223
Bourke	Italian	18
Bourke	NZ	3
Bourke	(Other)	86
Bourke	Scottish	155
Bourke	Welsh	13
Brewarrina		205
Brewarrina	Australian	289
Brewarrina	Australian Aboriginal	628
Brewarrina	Chinese	6
Brewarrina	English	285
Brewarrina	German	24
Brewarrina	Indian	8
Brewarrina	Irish	105
Brewarrina	Italian	3
Brewarrina	Maori	3
Brewarrina	(Other)	62
Brewarrina	Polish	5
Brewarrina	Scottish	86
Brewarrina	South African	3
Broken Hill		1633
Broken Hill	Australian	7592
Broken Hill	Australian Aboriginal	1623
Broken Hill	Chinese	65
Broken Hill	Croatian	71
Broken Hill	Dutch	110
Broken Hill	English	6643
Broken Hill	Filipino	248
Broken Hill	French	68
Broken Hill	German	795
Broken Hill	Greek	71
Broken Hill	Hungarian	16
Broken Hill	Indian	104
Broken Hill	Irish	1590
Broken Hill	Italian	525
Broken Hill	Korean	5
Broken Hill	Lebanese	41
Broken Hill	Maltese	257
Broken Hill	Maori	50
Broken Hill	NZ	40
Broken Hill	(Other)	571
Broken Hill	Polish	52
Broken Hill	Russian	15
Broken Hill	Samoan	6
Broken Hill	Scottish	1506
Broken Hill	Serbian	10
Broken Hill	South African	20
Broken Hill	Spanish	27
Broken Hill	Vietnamese	13
Broken Hill	Welsh	70
Burwood		2484
Burwood	Australian	3850
Burwood	Australian Aboriginal	163
Burwood	Chinese	13187
Burwood	Croatian	390
Burwood	Dutch	149
Burwood	English	4295
Burwood	Filipino	736
Burwood	French	152
Burwood	German	435
Burwood	Greek	1230
Burwood	Hungarian	96
Burwood	Indian	1448
Burwood	Irish	1729
Burwood	Italian	2935
Burwood	Korean	1284
Burwood	Lebanese	1723
Burwood	Macedonian	80
Burwood	Maltese	190
Burwood	Maori	97
Burwood	NZ	121
Burwood	(Other)	7825
Burwood	Polish	229
Burwood	Russian	226
Burwood	Samoan	41
Burwood	Scottish	1118
Burwood	Serbian	119
Burwood	South African	53
Burwood	Spanish	268
Burwood	Sri Lankan	125
Burwood	Vietnamese	1142
Burwood	Welsh	58
Byron		3828
Byron	Australian	10830
Byron	Australian Aboriginal	640
Byron	Chinese	265
Byron	Croatian	120
Byron	Dutch	705
Byron	English	14560
Byron	Filipino	153
Byron	French	692
Byron	German	2207
Byron	Greek	280
Byron	Hungarian	127
Byron	Indian	236
Byron	Irish	5513
Byron	Italian	1521
Byron	Korean	37
Byron	Lebanese	106
Byron	Macedonian	25
Byron	Maltese	141
Byron	Maori	161
Byron	NZ	306
Byron	(Other)	4153
Byron	Polish	392
Byron	Russian	226
Byron	Samoan	24
Byron	Scottish	4332
Byron	Serbian	38
Byron	South African	201
Byron	Spanish	411
Byron	Sri Lankan	45
Byron	Vietnamese	46
Byron	Welsh	283
Cabonne		1081
Cabonne	Australian	6397
Cabonne	Australian Aboriginal	643
Cabonne	Chinese	72
Cabonne	Croatian	34
Cabonne	Dutch	159
Cabonne	English	5764
Cabonne	Filipino	36
Cabonne	French	74
Cabonne	German	551
Cabonne	Greek	25
Cabonne	Hungarian	17
Cabonne	Indian	31
Cabonne	Irish	1736
Cabonne	Italian	242
Cabonne	Lebanese	22
Cabonne	Maltese	72
Cabonne	Maori	57
Cabonne	NZ	64
Cabonne	(Other)	399
Cabonne	Polish	54
Cabonne	Russian	32
Cabonne	Scottish	1495
Cabonne	Serbian	6
Cabonne	South African	36
Cabonne	Spanish	19
Cabonne	Vietnamese	6
Cabonne	Welsh	77
Camden		4905
Camden	Australian	39041
Camden	Australian Aboriginal	3711
Camden	Chinese	2811
Camden	Croatian	1687
Camden	Dutch	1201
Camden	English	34550
Camden	Filipino	2645
Camden	French	531
Camden	German	3237
Camden	Greek	1838
Camden	Hungarian	441
Camden	Indian	4855
Camden	Irish	9076
Camden	Italian	8839
Camden	Korean	134
Camden	Lebanese	2231
Camden	Macedonian	729
Camden	Maltese	3310
Camden	Maori	732
Camden	NZ	893
Camden	(Other)	22209
Camden	Polish	1105
Camden	Russian	409
Camden	Samoan	1249
Camden	Scottish	7995
Camden	Serbian	1322
Camden	South African	634
Camden	Spanish	1090
Camden	Sri Lankan	273
Camden	Vietnamese	876
Camden	Welsh	551
Campbelltown (NSW)		12248
Campbelltown (NSW)	Australian	43810
Campbelltown (NSW)	Australian Aboriginal	6782
Campbelltown (NSW)	Chinese	6057
Campbelltown (NSW)	Croatian	1416
Campbelltown (NSW)	Dutch	1195
Campbelltown (NSW)	English	39730
Campbelltown (NSW)	Filipino	7192
Campbelltown (NSW)	French	687
Campbelltown (NSW)	German	4030
Campbelltown (NSW)	Greek	1905
Campbelltown (NSW)	Hungarian	551
Campbelltown (NSW)	Indian	10590
Campbelltown (NSW)	Irish	10154
Campbelltown (NSW)	Italian	4601
Campbelltown (NSW)	Korean	305
Campbelltown (NSW)	Lebanese	4168
Campbelltown (NSW)	Macedonian	641
Campbelltown (NSW)	Maltese	1713
Campbelltown (NSW)	Maori	2037
Campbelltown (NSW)	NZ	1285
Campbelltown (NSW)	(Other)	47539
Campbelltown (NSW)	Polish	1358
Campbelltown (NSW)	Russian	656
Campbelltown (NSW)	Samoan	5307
Campbelltown (NSW)	Scottish	8819
Campbelltown (NSW)	Serbian	1012
Campbelltown (NSW)	South African	986
Campbelltown (NSW)	Spanish	1636
Campbelltown (NSW)	Sri Lankan	434
Campbelltown (NSW)	Vietnamese	2054
Campbelltown (NSW)	Welsh	611
Canada Bay		4138
Canada Bay	Australian	15718
Canada Bay	Australian Aboriginal	484
Canada Bay	Chinese	14462
Canada Bay	Croatian	949
Canada Bay	Dutch	630
Canada Bay	English	16969
Canada Bay	Filipino	1479
Canada Bay	French	518
Canada Bay	German	1730
Canada Bay	Greek	3429
Canada Bay	Hungarian	357
Canada Bay	Indian	3029
Canada Bay	Irish	7666
Canada Bay	Italian	13559
Canada Bay	Korean	3243
Canada Bay	Lebanese	2479
Canada Bay	Macedonian	259
Canada Bay	Maltese	930
Canada Bay	Maori	246
Canada Bay	NZ	533
Canada Bay	(Other)	13500
Canada Bay	Polish	755
Canada Bay	Russian	543
Canada Bay	Samoan	102
Canada Bay	Scottish	4867
Canada Bay	Serbian	429
Canada Bay	South African	399
Canada Bay	Spanish	846
Canada Bay	Sri Lankan	381
Canada Bay	Vietnamese	1296
Canada Bay	Welsh	398
Canterbury-Bankstown		32398
Canterbury-Bankstown	Australian	51647
Canterbury-Bankstown	Australian Aboriginal	2624
Canterbury-Bankstown	Chinese	42897
Canterbury-Bankstown	Croatian	1873
Canterbury-Bankstown	Dutch	1013
Canterbury-Bankstown	English	42038
Canterbury-Bankstown	Filipino	6789
Canterbury-Bankstown	French	1131
Canterbury-Bankstown	German	3720
Canterbury-Bankstown	Greek	22502
Canterbury-Bankstown	Hungarian	717
Canterbury-Bankstown	Indian	9580
Canterbury-Bankstown	Irish	12238
Canterbury-Bankstown	Italian	14498
Canterbury-Bankstown	Korean	3885
Canterbury-Bankstown	Lebanese	52292
Canterbury-Bankstown	Macedonian	4553
Canterbury-Bankstown	Maltese	1819
Canterbury-Bankstown	Maori	1705
Canterbury-Bankstown	NZ	1290
Canterbury-Bankstown	(Other)	93103
Canterbury-Bankstown	Polish	1659
Canterbury-Bankstown	Russian	850
Canterbury-Bankstown	Samoan	1918
Canterbury-Bankstown	Scottish	8501
Canterbury-Bankstown	Serbian	989
Canterbury-Bankstown	South African	604
Canterbury-Bankstown	Spanish	1982
Canterbury-Bankstown	Sri Lankan	470
Canterbury-Bankstown	Vietnamese	26987
Canterbury-Bankstown	Welsh	615
Carrathool		341
Carrathool	Australian	1137
Carrathool	Australian Aboriginal	232
Carrathool	Chinese	13
Carrathool	Dutch	20
Carrathool	English	991
Carrathool	Filipino	33
Carrathool	French	13
Carrathool	German	110
Carrathool	Indian	51
Carrathool	Irish	284
Carrathool	Italian	78
Carrathool	Korean	28
Carrathool	Lebanese	11
Carrathool	Maltese	3
Carrathool	Maori	3
Carrathool	NZ	3
Carrathool	(Other)	212
Carrathool	Polish	5
Carrathool	Scottish	263
Carrathool	South African	8
Carrathool	Spanish	23
Carrathool	Welsh	3
Central Coast (NSW)		19448
Central Coast (NSW)	Australian	138283
Central Coast (NSW)	Australian Aboriginal	16303
Central Coast (NSW)	Chinese	5132
Central Coast (NSW)	Croatian	1462
Central Coast (NSW)	Dutch	5121
Central Coast (NSW)	English	147751
Central Coast (NSW)	Filipino	3673
Central Coast (NSW)	French	2296
Central Coast (NSW)	German	11394
Central Coast (NSW)	Greek	2652
Central Coast (NSW)	Hungarian	1051
Central Coast (NSW)	Indian	3389
Central Coast (NSW)	Irish	41762
Central Coast (NSW)	Italian	9726
Central Coast (NSW)	Korean	1101
Central Coast (NSW)	Lebanese	1180
Central Coast (NSW)	Macedonian	205
Central Coast (NSW)	Maltese	3943
Central Coast (NSW)	Maori	2400
Central Coast (NSW)	NZ	3355
Central Coast (NSW)	(Other)	25477
Central Coast (NSW)	Polish	2231
Central Coast (NSW)	Russian	1432
Central Coast (NSW)	Samoan	523
Central Coast (NSW)	Scottish	36361
Central Coast (NSW)	Serbian	606
Central Coast (NSW)	South African	1816
Central Coast (NSW)	Spanish	1779
Central Coast (NSW)	Sri Lankan	372
Central Coast (NSW)	Vietnamese	615
Central Coast (NSW)	Welsh	2704
Central Darling		342
Central Darling	Australian	440
Central Darling	Australian Aboriginal	585
Central Darling	Chinese	11
Central Darling	Croatian	3
Central Darling	Dutch	8
Central Darling	English	382
Central Darling	French	4
Central Darling	German	61
Central Darling	Irish	107
Central Darling	Italian	22
Central Darling	Macedonian	3
Central Darling	Maltese	3
Central Darling	Maori	4
Central Darling	NZ	9
Central Darling	(Other)	57
Central Darling	Scottish	91
Cessnock		5036
Cessnock	Australian	28428
Cessnock	Australian Aboriginal	5756
Cessnock	Chinese	331
Cessnock	Croatian	109
Cessnock	Dutch	654
Cessnock	English	26836
Cessnock	Filipino	465
Cessnock	French	264
Cessnock	German	2559
Cessnock	Greek	189
Cessnock	Hungarian	92
Cessnock	Indian	260
Cessnock	Irish	5759
Cessnock	Italian	1019
Cessnock	Korean	27
Cessnock	Lebanese	109
Cessnock	Macedonian	30
Cessnock	Maltese	252
Cessnock	Maori	263
Cessnock	NZ	401
Cessnock	(Other)	2502
Cessnock	Polish	458
Cessnock	Russian	112
Cessnock	Samoan	66
Cessnock	Scottish	7345
Cessnock	Serbian	38
Cessnock	South African	119
Cessnock	Spanish	151
Cessnock	Sri Lankan	27
Cessnock	Vietnamese	73
Cessnock	Welsh	462
Clarence Valley		4813
Clarence Valley	Australian	22574
Clarence Valley	Australian Aboriginal	3839
Clarence Valley	Chinese	309
Clarence Valley	Croatian	60
Clarence Valley	Dutch	637
Clarence Valley	English	22675
Clarence Valley	Filipino	317
Clarence Valley	French	220
Clarence Valley	German	2322
Clarence Valley	Greek	140
Clarence Valley	Hungarian	72
Clarence Valley	Indian	216
Clarence Valley	Irish	6347
Clarence Valley	Italian	833
Clarence Valley	Korean	11
Clarence Valley	Lebanese	33
Clarence Valley	Macedonian	9
Clarence Valley	Maltese	160
Clarence Valley	Maori	181
Clarence Valley	NZ	264
Clarence Valley	(Other)	2130
Clarence Valley	Polish	183
Clarence Valley	Russian	72
Clarence Valley	Samoan	39
Clarence Valley	Scottish	6295
Clarence Valley	Serbian	24
Clarence Valley	South African	119
Clarence Valley	Spanish	103
Clarence Valley	Sri Lankan	17
Clarence Valley	Vietnamese	37
Clarence Valley	Welsh	264
Cobar		634
Cobar	Australian	1765
Cobar	Australian Aboriginal	528
Cobar	Chinese	39
Cobar	Dutch	28
Cobar	English	1361
Cobar	Filipino	32
Cobar	German	118
Cobar	Greek	13
Cobar	Indian	13
Cobar	Irish	377
Cobar	Italian	72
Cobar	Lebanese	3
Cobar	Macedonian	5
Cobar	Maori	25
Cobar	NZ	32
Cobar	(Other)	172
Cobar	Polish	6
Cobar	Russian	4
Cobar	Samoan	20
Cobar	Scottish	299
Cobar	South African	13
Cobar	Sri Lankan	8
Cobar	Vietnamese	8
Cobar	Welsh	15
Coffs Harbour		5086
Coffs Harbour	Australian	29809
Coffs Harbour	Australian Aboriginal	4399
Coffs Harbour	Chinese	838
Coffs Harbour	Croatian	185
Coffs Harbour	Dutch	1235
Coffs Harbour	English	32798
Coffs Harbour	Filipino	548
Coffs Harbour	French	510
Coffs Harbour	German	3376
Coffs Harbour	Greek	299
Coffs Harbour	Hungarian	196
Coffs Harbour	Indian	1304
Coffs Harbour	Irish	9443
Coffs Harbour	Italian	1723
Coffs Harbour	Korean	84
Coffs Harbour	Lebanese	120
Coffs Harbour	Macedonian	23
Coffs Harbour	Maltese	374
Coffs Harbour	Maori	296
Coffs Harbour	NZ	548
Coffs Harbour	(Other)	7498
Coffs Harbour	Polish	421
Coffs Harbour	Russian	179
Coffs Harbour	Samoan	53
Coffs Harbour	Scottish	8552
Coffs Harbour	Serbian	52
Coffs Harbour	South African	323
Coffs Harbour	Spanish	232
Coffs Harbour	Sri Lankan	55
Coffs Harbour	Vietnamese	115
Coffs Harbour	Welsh	482
Coolamon		314
Coolamon	Australian	1973
Coolamon	Australian Aboriginal	251
Coolamon	Chinese	12
Coolamon	Croatian	4
Coolamon	Dutch	33
Coolamon	English	1827
Coolamon	Filipino	3
Coolamon	French	34
Coolamon	German	182
Coolamon	Greek	9
Coolamon	Indian	8
Coolamon	Irish	645
Coolamon	Italian	54
Coolamon	Lebanese	13
Coolamon	Maltese	15
Coolamon	Maori	15
Coolamon	NZ	20
Coolamon	(Other)	124
Coolamon	Polish	17
Coolamon	Scottish	525
Coolamon	South African	4
Coolamon	Welsh	18
Coonamble		537
Coonamble	Australian	1511
Coonamble	Australian Aboriginal	1076
Coonamble	Chinese	20
Coonamble	Dutch	20
Coonamble	English	1118
Coonamble	Filipino	13
Coonamble	French	4
Coonamble	German	108
Coonamble	Greek	9
Coonamble	Indian	35
Coonamble	Irish	317
Coonamble	Italian	32
Coonamble	Lebanese	4
Coonamble	Maltese	5
Coonamble	NZ	4
Coonamble	(Other)	52
Coonamble	Polish	17
Coonamble	Scottish	278
Coonamble	Vietnamese	4
Coonamble	Welsh	6
Cootamundra-Gundagai Regional		912
Cootamundra-Gundagai Regional	Australian	4926
Cootamundra-Gundagai Regional	Australian Aboriginal	643
Cootamundra-Gundagai Regional	Chinese	120
Cootamundra-Gundagai Regional	Croatian	7
Cootamundra-Gundagai Regional	Dutch	93
Cootamundra-Gundagai Regional	English	4978
Cootamundra-Gundagai Regional	Filipino	65
Cootamundra-Gundagai Regional	French	30
Cootamundra-Gundagai Regional	German	422
Cootamundra-Gundagai Regional	Greek	15
Cootamundra-Gundagai Regional	Hungarian	7
Cootamundra-Gundagai Regional	Indian	24
Cootamundra-Gundagai Regional	Irish	1561
Cootamundra-Gundagai Regional	Italian	122
Cootamundra-Gundagai Regional	Lebanese	19
Cootamundra-Gundagai Regional	Maltese	14
Cootamundra-Gundagai Regional	Maori	29
Cootamundra-Gundagai Regional	NZ	30
Cootamundra-Gundagai Regional	(Other)	348
Cootamundra-Gundagai Regional	Polish	35
Cootamundra-Gundagai Regional	Russian	15
Cootamundra-Gundagai Regional	Samoan	13
Cootamundra-Gundagai Regional	Scottish	1101
Cootamundra-Gundagai Regional	Serbian	3
Cootamundra-Gundagai Regional	South African	14
Cootamundra-Gundagai Regional	Spanish	8
Cootamundra-Gundagai Regional	Sri Lankan	12
Cootamundra-Gundagai Regional	Vietnamese	13
Cootamundra-Gundagai Regional	Welsh	36
Cowra		1011
Cowra	Australian	5443
Cowra	Australian Aboriginal	1054
Cowra	Chinese	71
Cowra	Croatian	41
Cowra	Dutch	125
Cowra	English	5323
Cowra	Filipino	69
Cowra	French	48
Cowra	German	451
Cowra	Greek	71
Cowra	Hungarian	24
Cowra	Indian	55
Cowra	Irish	1568
Cowra	Italian	163
Cowra	Korean	15
Cowra	Lebanese	16
Cowra	Maltese	93
Cowra	Maori	33
Cowra	NZ	42
Cowra	(Other)	551
Cowra	Polish	39
Cowra	Russian	16
Cowra	Scottish	1269
Cowra	Serbian	4
Cowra	South African	27
Cowra	Spanish	17
Cowra	Vietnamese	9
Cowra	Welsh	48
Cumberland		21145
Cumberland	Australian	24864
Cumberland	Australian Aboriginal	1444
Cumberland	Chinese	29744
Cumberland	Croatian	2197
Cumberland	Dutch	467
Cumberland	English	21705
Cumberland	Filipino	5774
Cumberland	French	399
Cumberland	German	1617
Cumberland	Greek	2280
Cumberland	Hungarian	287
Cumberland	Indian	20427
Cumberland	Irish	5255
Cumberland	Italian	4890
Cumberland	Korean	5499
Cumberland	Lebanese	28007
Cumberland	Macedonian	264
Cumberland	Maltese	3043
Cumberland	Maori	1036
Cumberland	NZ	575
Cumberland	(Other)	79463
Cumberland	Polish	783
Cumberland	Russian	763
Cumberland	Samoan	1151
Cumberland	Scottish	3529
