LGA_NAME21	Age	EnglishProficiency	SpeaksEnglishOnly	YearOfArrival.max	persons_born_overseas
Armidale Regional	0-14	Speaks English not well or not at all	0	2021	5
Armidale Regional	0-14	Speaks English well or very well	0		13
Armidale Regional	0-14	Speaks English well or very well	0	2010	8
Armidale Regional	0-14	Speaks English well or very well	0	2015	35
Armidale Regional	0-14	Speaks English well or very well	0	2016	11
Armidale Regional	0-14	Speaks English well or very well	0	2017	20
Armidale Regional	0-14	Speaks English well or very well	0	2018	82
Armidale Regional	0-14	Speaks English well or very well	0	2019	129
Armidale Regional	0-14	Speaks English well or very well	0	2020	11
Armidale Regional	15-24				3
Armidale Regional	15-24		1		7
Armidale Regional	15-24		1	2005	32
Armidale Regional	15-24		1	2010	64
Armidale Regional	15-24		1	2015	24
Armidale Regional	15-24		1	2018	3
Armidale Regional	15-24		1	2020	9
Armidale Regional	15-24		1	2021	8
Armidale Regional	15-24	Speaks English not well or not at all	0	2018	15
Armidale Regional	15-24	Speaks English not well or not at all	0	2019	37
Armidale Regional	15-24	Speaks English not well or not at all	0	2020	9
Armidale Regional	15-24	Speaks English not well or not at all	0	2021	4
Armidale Regional	15-24	Speaks English well or very well	0		5
Armidale Regional	15-24	Speaks English well or very well	0	2005	14
Armidale Regional	15-24	Speaks English well or very well	0	2010	45
Armidale Regional	15-24	Speaks English well or very well	0	2015	31
Armidale Regional	15-24	Speaks English well or very well	0	2016	20
Armidale Regional	15-24	Speaks English well or very well	0	2017	22
Armidale Regional	15-24	Speaks English well or very well	0	2018	57
Armidale Regional	15-24	Speaks English well or very well	0	2019	86
Armidale Regional	15-24	Speaks English well or very well	0	2020	27
Armidale Regional	25-34				4
Armidale Regional	25-34		1		5
Armidale Regional	25-34		1	2005	51
Armidale Regional	25-34		1	2010	17
Armidale Regional	25-34		1	2015	25
Armidale Regional	25-34		1	2016	10
Armidale Regional	25-34		1	2017	18
Armidale Regional	25-34		1	2018	8
Armidale Regional	25-34		1	2019	14
Armidale Regional	25-34		1	2020	9
Armidale Regional	25-34	Speaks English not well or not at all	0	2005	4
Armidale Regional	25-34	Speaks English not well or not at all	0	2010	3
Armidale Regional	25-34	Speaks English not well or not at all	0	2017	5
Armidale Regional	25-34	Speaks English not well or not at all	0	2018	8
Armidale Regional	25-34	Speaks English not well or not at all	0	2019	35
Armidale Regional	25-34	Speaks English not well or not at all	0	2021	7
Armidale Regional	25-34	Speaks English well or very well	0		16
Armidale Regional	25-34	Speaks English well or very well	0	2005	21
Armidale Regional	25-34	Speaks English well or very well	0	2010	39
Armidale Regional	25-34	Speaks English well or very well	0	2015	103
Armidale Regional	25-34	Speaks English well or very well	0	2016	40
Armidale Regional	25-34	Speaks English well or very well	0	2017	65
Armidale Regional	25-34	Speaks English well or very well	0	2018	144
Armidale Regional	25-34	Speaks English well or very well	0	2019	192
Armidale Regional	25-34	Speaks English well or very well	0	2020	34
Armidale Regional	25-34	Speaks English well or very well	0	2021	13
Armidale Regional	35-44		1		4
Armidale Regional	35-44		1	2005	74
Armidale Regional	35-44		1	2010	54
Armidale Regional	35-44		1	2015	16
Armidale Regional	35-44		1	2016	6
Armidale Regional	35-44		1	2017	4
Armidale Regional	35-44		1	2018	3
Armidale Regional	35-44		1	2019	6
Armidale Regional	35-44		1	2020	7
Armidale Regional	35-44	Speaks English not well or not at all	0	2010	3
Armidale Regional	35-44	Speaks English not well or not at all	0	2018	25
Armidale Regional	35-44	Speaks English not well or not at all	0	2019	23
Armidale Regional	35-44	Speaks English not well or not at all	0	2020	5
Armidale Regional	35-44	Speaks English well or very well	0		4
Armidale Regional	35-44	Speaks English well or very well	0	2005	50
Armidale Regional	35-44	Speaks English well or very well	0	2010	119
Armidale Regional	35-44	Speaks English well or very well	0	2015	127
Armidale Regional	35-44	Speaks English well or very well	0	2016	34
Armidale Regional	35-44	Speaks English well or very well	0	2017	47
Armidale Regional	35-44	Speaks English well or very well	0	2018	66
Armidale Regional	35-44	Speaks English well or very well	0	2019	54
Armidale Regional	35-44	Speaks English well or very well	0	2020	20
Armidale Regional	35-44	Speaks English well or very well	0	2021	3
Armidale Regional	45-54		1		4
Armidale Regional	45-54		1	2005	179
Armidale Regional	45-54		1	2010	27
Armidale Regional	45-54		1	2015	18
Armidale Regional	45-54		1	2016	3
Armidale Regional	45-54		1	2017	6
Armidale Regional	45-54		1	2018	7
Armidale Regional	45-54		1	2019	3
Armidale Regional	45-54	Speaks English not well or not at all	0	2005	4
Armidale Regional	45-54	Speaks English not well or not at all	0	2010	4
Armidale Regional	45-54	Speaks English not well or not at all	0	2018	11
Armidale Regional	45-54	Speaks English not well or not at all	0	2019	23
Armidale Regional	45-54	Speaks English not well or not at all	0	2020	5
Armidale Regional	45-54	Speaks English well or very well	0	2005	62
Armidale Regional	45-54	Speaks English well or very well	0	2010	66
Armidale Regional	45-54	Speaks English well or very well	0	2015	38
Armidale Regional	45-54	Speaks English well or very well	0	2016	5
Armidale Regional	45-54	Speaks English well or very well	0	2017	8
Armidale Regional	45-54	Speaks English well or very well	0	2018	15
Armidale Regional	45-54	Speaks English well or very well	0	2019	13
Armidale Regional	55-64		1		7
Armidale Regional	55-64		1	2005	289
Armidale Regional	55-64		1	2010	13
Armidale Regional	55-64		1	2015	14
Armidale Regional	55-64		1	2019	5
Armidale Regional	55-64	Speaks English not well or not at all	0	2010	3
Armidale Regional	55-64	Speaks English not well or not at all	0	2018	5
Armidale Regional	55-64	Speaks English not well or not at all	0	2019	15
Armidale Regional	55-64	Speaks English well or very well	0	2005	64
Armidale Regional	55-64	Speaks English well or very well	0	2010	17
Armidale Regional	55-64	Speaks English well or very well	0	2015	4
Armidale Regional	55-64	Speaks English well or very well	0	2017	3
Armidale Regional	55-64	Speaks English well or very well	0	2020	4
Armidale Regional	65-74		1		11
Armidale Regional	65-74		1	2005	296
Armidale Regional	65-74		1	2010	6
Armidale Regional	65-74	Speaks English not well or not at all	0	2005	6
Armidale Regional	65-74	Speaks English not well or not at all	0	2018	4
Armidale Regional	65-74	Speaks English not well or not at all	0	2019	11
Armidale Regional	65-74	Speaks English well or very well	0	2005	46
Armidale Regional	65-74	Speaks English well or very well	0	2010	3
Armidale Regional	75-84		1		5
Armidale Regional	75-84		1	2005	218
Armidale Regional	75-84	Speaks English well or very well	0	2005	23
Armidale Regional	85+		1		6
Armidale Regional	85+		1	2005	66
Armidale Regional	85+	Speaks English well or very well	0	2005	6
Ballina	0-14		1		10
Ballina	0-14		1	2010	24
Ballina	0-14		1	2015	72
Ballina	0-14		1	2016	15
Ballina	0-14		1	2017	15
Ballina	0-14		1	2018	15
Ballina	0-14		1	2019	18
Ballina	0-14		1	2020	7
Ballina	0-14		1	2021	7
Ballina	0-14	Speaks English not well or not at all	0	2018	4
Ballina	0-14	Speaks English not well or not at all	0	2020	3
Ballina	0-14	Speaks English well or very well	0		3
Ballina	0-14	Speaks English well or very well	0	2010	5
Ballina	0-14	Speaks English well or very well	0	2015	17
Ballina	0-14	Speaks English well or very well	0	2016	5
Ballina	0-14	Speaks English well or very well	0	2017	15
Ballina	0-14	Speaks English well or very well	0	2018	9
Ballina	0-14	Speaks English well or very well	0	2019	10
Ballina	0-14	Speaks English well or very well	0	2021	7
Ballina	15-24		1		7
Ballina	15-24		1	2005	27
Ballina	15-24		1	2010	70
Ballina	15-24		1	2015	32
Ballina	15-24		1	2016	6
Ballina	15-24		1	2017	6
Ballina	15-24		1	2018	4
Ballina	15-24		1	2019	6
Ballina	15-24		1	2020	5
Ballina	15-24	Speaks English well or very well	0		9
Ballina	15-24	Speaks English well or very well	0	2010	15
Ballina	15-24	Speaks English well or very well	0	2015	23
Ballina	15-24	Speaks English well or very well	0	2016	4
Ballina	15-24	Speaks English well or very well	0	2017	3
Ballina	15-24	Speaks English well or very well	0	2018	3
Ballina	15-24	Speaks English well or very well	0	2019	10
Ballina	15-24	Speaks English well or very well	0	2020	4
Ballina	25-34				6
Ballina	25-34		1		10
Ballina	25-34		1	2005	94
Ballina	25-34		1	2010	40
Ballina	25-34		1	2015	89
Ballina	25-34		1	2016	28
Ballina	25-34		1	2017	25
Ballina	25-34		1	2018	16
Ballina	25-34		1	2019	30
Ballina	25-34		1	2020	19
Ballina	25-34	Speaks English not well or not at all	0	2010	3
Ballina	25-34	Speaks English not well or not at all	0	2016	6
Ballina	25-34	Speaks English not well or not at all	0	2017	4
Ballina	25-34	Speaks English not well or not at all	0	2018	4
Ballina	25-34	Speaks English not well or not at all	0	2019	5
Ballina	25-34	Speaks English well or very well	0		11
Ballina	25-34	Speaks English well or very well	0	2005	16
Ballina	25-34	Speaks English well or very well	0	2010	38
Ballina	25-34	Speaks English well or very well	0	2015	83
Ballina	25-34	Speaks English well or very well	0	2016	29
Ballina	25-34	Speaks English well or very well	0	2017	36
Ballina	25-34	Speaks English well or very well	0	2018	35
Ballina	25-34	Speaks English well or very well	0	2019	33
Ballina	25-34	Speaks English well or very well	0	2020	15
Ballina	25-34	Speaks English well or very well	0	2021	7
Ballina	35-44		1		17
Ballina	35-44		1	2005	254
Ballina	35-44		1	2010	187
Ballina	35-44		1	2015	120
Ballina	35-44		1	2016	13
Ballina	35-44		1	2017	8
Ballina	35-44		1	2018	10
Ballina	35-44		1	2019	6
Ballina	35-44		1	2020	4
Ballina	35-44		1	2021	3
Ballina	35-44	Speaks English not well or not at all	0	2015	5
Ballina	35-44	Speaks English not well or not at all	0	2019	3
Ballina	35-44	Speaks English well or very well	0		4
Ballina	35-44	Speaks English well or very well	0	2005	61
Ballina	35-44	Speaks English well or very well	0	2010	145
Ballina	35-44	Speaks English well or very well	0	2015	101
Ballina	35-44	Speaks English well or very well	0	2016	15
Ballina	35-44	Speaks English well or very well	0	2017	9
Ballina	35-44	Speaks English well or very well	0	2018	15
Ballina	35-44	Speaks English well or very well	0	2019	15
Ballina	35-44	Speaks English well or very well	0	2020	8
Ballina	45-54		1		19
Ballina	45-54		1	2005	455
Ballina	45-54		1	2010	101
Ballina	45-54		1	2015	47
Ballina	45-54		1	2016	18
Ballina	45-54		1	2017	4
Ballina	45-54		1	2019	3
Ballina	45-54		1	2020	4
Ballina	45-54		1	2021	5
Ballina	45-54	Speaks English not well or not at all	0		5
Ballina	45-54	Speaks English not well or not at all	0	2005	3
Ballina	45-54	Speaks English not well or not at all	0	2010	5
Ballina	45-54	Speaks English not well or not at all	0	2019	3
Ballina	45-54	Speaks English well or very well	0	2005	118
Ballina	45-54	Speaks English well or very well	0	2010	34
Ballina	45-54	Speaks English well or very well	0	2015	33
Ballina	45-54	Speaks English well or very well	0	2016	6
Ballina	45-54	Speaks English well or very well	0	2017	3
Ballina	45-54	Speaks English well or very well	0	2018	3
Ballina	45-54	Speaks English well or very well	0	2019	4
Ballina	55-64		1		18
Ballina	55-64		1	2005	680
Ballina	55-64		1	2010	40
Ballina	55-64		1	2015	18
Ballina	55-64		1	2016	9
Ballina	55-64		1	2017	3
Ballina	55-64		1	2018	4
Ballina	55-64		1	2021	6
Ballina	55-64	Speaks English not well or not at all	0	2005	8
Ballina	55-64	Speaks English not well or not at all	0	2010	4
Ballina	55-64	Speaks English not well or not at all	0	2019	3
Ballina	55-64	Speaks English not well or not at all	0	2020	4
Ballina	55-64	Speaks English well or very well	0		5
Ballina	55-64	Speaks English well or very well	0	2005	98
Ballina	55-64	Speaks English well or very well	0	2010	7
Ballina	55-64	Speaks English well or very well	0	2015	7
Ballina	55-64	Speaks English well or very well	0	2018	4
Ballina	65-74		1		38
Ballina	65-74		1	2005	818
Ballina	65-74		1	2010	19
Ballina	65-74		1	2015	18
Ballina	65-74		1	2016	7
Ballina	65-74		1	2019	4
Ballina	65-74	Speaks English not well or not at all	0	2005	4
Ballina	65-74	Speaks English well or very well	0	2005	88
Ballina	65-74	Speaks English well or very well	0	2010	3
Ballina	65-74	Speaks English well or very well	0	2015	3
Ballina	65-74	Speaks English well or very well	0	2019	7
Ballina	75-84				6
Ballina	75-84		1		22
Ballina	75-84		1	2005	556
Ballina	75-84		1	2010	8
Ballina	75-84		1	2015	12
Ballina	75-84		1	2016	6
Ballina	75-84	Speaks English not well or not at all	0	2005	3
Ballina	75-84	Speaks English well or very well	0		3
Ballina	75-84	Speaks English well or very well	0	2005	46
Ballina	85+				3
Ballina	85+			2005	4
Ballina	85+		1		14
Ballina	85+		1	2005	201
Ballina	85+	Speaks English not well or not at all	0	2005	8
Ballina	85+	Speaks English not well or not at all	0	2010	3
Ballina	85+	Speaks English well or very well	0		3
Ballina	85+	Speaks English well or very well	0	2005	30
Balranald	15-24	Speaks English not well or not at all	0	2020	4
Balranald	15-24	Speaks English well or very well	0	2015	3
Balranald	25-34	Speaks English not well or not at all	0	2018	10
Balranald	25-34	Speaks English not well or not at all	0	2019	7
Balranald	25-34	Speaks English well or very well	0	2010	4
Balranald	25-34	Speaks English well or very well	0	2015	8
Balranald	25-34	Speaks English well or very well	0	2016	4
Balranald	25-34	Speaks English well or very well	0	2017	5
Balranald	25-34	Speaks English well or very well	0	2018	8
Balranald	25-34	Speaks English well or very well	0	2019	3
Balranald	35-44		1	2015	4
Balranald	35-44	Speaks English not well or not at all	0	2018	4
Balranald	35-44	Speaks English well or very well	0	2005	9
Balranald	35-44	Speaks English well or very well	0	2015	8
Balranald	35-44	Speaks English well or very well	0	2016	3
Balranald	35-44	Speaks English well or very well	0	2018	3
Balranald	45-54		1	2005	3
Balranald	45-54		1	2015	5
Balranald	45-54	Speaks English well or very well	0	2005	3
Balranald	45-54	Speaks English well or very well	0	2015	3
Balranald	55-64		1	2005	8
Balranald	55-64	Speaks English not well or not at all	0	2010	3
Balranald	55-64	Speaks English well or very well	0	2005	5
Balranald	65-74		1	2005	11
Balranald	65-74	Speaks English well or very well	0	2005	7
Balranald	75-84	Speaks English not well or not at all	0	2005	6
Balranald	75-84	Speaks English well or very well	0	2005	4
Balranald	85+		1	2005	5
Bathurst Regional	0-14		0	2019	4
Bathurst Regional	0-14		1	2010	19
Bathurst Regional	0-14		1	2015	42
Bathurst Regional	0-14		1	2016	7
Bathurst Regional	0-14		1	2017	7
Bathurst Regional	0-14		1	2018	8
Bathurst Regional	0-14		1	2019	6
Bathurst Regional	0-14		1	2020	5
Bathurst Regional	0-14	Speaks English not well or not at all	0	2018	4
Bathurst Regional	0-14	Speaks English not well or not at all	0	2019	4
Bathurst Regional	0-14	Speaks English not well or not at all	0	2020	4
Bathurst Regional	0-14	Speaks English well or very well	0	2010	3
Bathurst Regional	0-14	Speaks English well or very well	0	2015	34
Bathurst Regional	0-14	Speaks English well or very well	0	2016	10
Bathurst Regional	0-14	Speaks English well or very well	0	2017	9
Bathurst Regional	0-14	Speaks English well or very well	0	2018	20
Bathurst Regional	0-14	Speaks English well or very well	0	2019	20
Bathurst Regional	0-14	Speaks English well or very well	0	2020	8
Bathurst Regional	15-24				14
Bathurst Regional	15-24		1	2005	46
Bathurst Regional	15-24		1	2010	31
Bathurst Regional	15-24		1	2015	21
Bathurst Regional	15-24		1	2016	7
Bathurst Regional	15-24		1	2017	6
Bathurst Regional	15-24		1	2018	5
Bathurst Regional	15-24		1	2019	3
Bathurst Regional	15-24		1	2020	5
Bathurst Regional	15-24		1	2021	5
Bathurst Regional	15-24	Speaks English well or very well	0		3
Bathurst Regional	15-24	Speaks English well or very well	0	2005	8
Bathurst Regional	15-24	Speaks English well or very well	0	2010	26
Bathurst Regional	15-24	Speaks English well or very well	0	2015	23
Bathurst Regional	15-24	Speaks English well or very well	0	2016	12
Bathurst Regional	15-24	Speaks English well or very well	0	2017	23
Bathurst Regional	15-24	Speaks English well or very well	0	2018	21
Bathurst Regional	15-24	Speaks English well or very well	0	2019	17
Bathurst Regional	15-24	Speaks English well or very well	0	2020	10
Bathurst Regional	25-34				47
Bathurst Regional	25-34		1		3
Bathurst Regional	25-34		1	2005	69
Bathurst Regional	25-34		1	2010	35
Bathurst Regional	25-34		1	2015	29
Bathurst Regional	25-34		1	2016	3
Bathurst Regional	25-34		1	2017	13
Bathurst Regional	25-34		1	2018	11
Bathurst Regional	25-34		1	2019	11
Bathurst Regional	25-34		1	2020	4
Bathurst Regional	25-34	Speaks English not well or not at all	0	2005	3
Bathurst Regional	25-34	Speaks English not well or not at all	0	2010	3
Bathurst Regional	25-34	Speaks English not well or not at all	0	2015	10
Bathurst Regional	25-34	Speaks English not well or not at all	0	2016	4
Bathurst Regional	25-34	Speaks English not well or not at all	0	2018	7
Bathurst Regional	25-34	Speaks English not well or not at all	0	2019	8
Bathurst Regional	25-34	Speaks English not well or not at all	0	2020	6
Bathurst Regional	25-34	Speaks English well or very well	0		4
Bathurst Regional	25-34	Speaks English well or very well	0	2005	24
Bathurst Regional	25-34	Speaks English well or very well	0	2010	62
Bathurst Regional	25-34	Speaks English well or very well	0	2015	115
Bathurst Regional	25-34	Speaks English well or very well	0	2016	45
Bathurst Regional	25-34	Speaks English well or very well	0	2017	58
Bathurst Regional	25-34	Speaks English well or very well	0	2018	59
Bathurst Regional	25-34	Speaks English well or very well	0	2019	28
Bathurst Regional	25-34	Speaks English well or very well	0	2020	18
Bathurst Regional	25-34	Speaks English well or very well	0	2021	4
Bathurst Regional	35-44				35
Bathurst Regional	35-44		1		3
Bathurst Regional	35-44		1	2005	135
Bathurst Regional	35-44		1	2010	54
Bathurst Regional	35-44		1	2015	31
Bathurst Regional	35-44		1	2017	4
Bathurst Regional	35-44		1	2018	9
Bathurst Regional	35-44		1	2019	4
Bathurst Regional	35-44	Speaks English not well or not at all	0	2005	4
Bathurst Regional	35-44	Speaks English not well or not at all	0	2010	5
Bathurst Regional	35-44	Speaks English not well or not at all	0	2015	4
Bathurst Regional	35-44	Speaks English not well or not at all	0	2017	3
Bathurst Regional	35-44	Speaks English not well or not at all	0	2019	5
Bathurst Regional	35-44	Speaks English not well or not at all	0	2020	4
Bathurst Regional	35-44	Speaks English well or very well	0	2005	56
Bathurst Regional	35-44	Speaks English well or very well	0	2010	116
Bathurst Regional	35-44	Speaks English well or very well	0	2015	125
Bathurst Regional	35-44	Speaks English well or very well	0	2016	15
Bathurst Regional	35-44	Speaks English well or very well	0	2017	20
Bathurst Regional	35-44	Speaks English well or very well	0	2018	22
Bathurst Regional	35-44	Speaks English well or very well	0	2019	32
Bathurst Regional	35-44	Speaks English well or very well	0	2020	6
Bathurst Regional	45-54				34
Bathurst Regional	45-54		1		9
Bathurst Regional	45-54		1	2005	287
Bathurst Regional	45-54		1	2010	45
Bathurst Regional	45-54		1	2015	24
Bathurst Regional	45-54		1	2016	3
Bathurst Regional	45-54		1	2018	3
Bathurst Regional	45-54	Speaks English not well or not at all	0	2005	13
Bathurst Regional	45-54	Speaks English not well or not at all	0	2015	3
Bathurst Regional	45-54	Speaks English not well or not at all	0	2017	3
Bathurst Regional	45-54	Speaks English well or very well	0	2005	96
Bathurst Regional	45-54	Speaks English well or very well	0	2010	56
Bathurst Regional	45-54	Speaks English well or very well	0	2015	28
Bathurst Regional	45-54	Speaks English well or very well	0	2016	8
Bathurst Regional	45-54	Speaks English well or very well	0	2017	5
Bathurst Regional	45-54	Speaks English well or very well	0	2018	8
Bathurst Regional	45-54	Speaks English well or very well	0	2019	3
Bathurst Regional	55-64				7
Bathurst Regional	55-64		1		10
Bathurst Regional	55-64		1	2005	401
Bathurst Regional	55-64		1	2010	24
Bathurst Regional	55-64		1	2015	10
Bathurst Regional	55-64	Speaks English not well or not at all	0	2005	6
Bathurst Regional	55-64	Speaks English not well or not at all	0	2019	3
