LGA_NAME21	Religion	Denomination	Sex	persons
Bathurst Regional	(Other)		M	2324
Bathurst Regional	(Other)	(Other)	F	73
Bathurst Regional	(Other)	(Other)	M	62
Bathurst Regional	(Other)	Australian Aboriginal Traditional	F	16
Bathurst Regional	(Other)	Australian Aboriginal Traditional	M	6
Bathurst Regional	(Other)	Other spiritual beliefs	F	33
Bathurst Regional	(Other)	Other spiritual beliefs	M	7
Bathurst Regional	(Other)	Secular beliefs	F	45
Bathurst Regional	(Other)	Secular beliefs	M	75
Bathurst Regional	(Other)	Sikhism	F	75
Bathurst Regional	(Other)	Sikhism	M	81
Bathurst Regional	Buddhism		F	169
Bathurst Regional	Buddhism		M	131
Bathurst Regional	Christianity		F	354
Bathurst Regional	Christianity		M	313
Bathurst Regional	Christianity	(Other)	F	11
Bathurst Regional	Christianity	(Other)	M	5
Bathurst Regional	Christianity	Anglican	F	3677
Bathurst Regional	Christianity	Anglican	M	3157
Bathurst Regional	Christianity	Baptist	F	255
Bathurst Regional	Christianity	Baptist	M	215
Bathurst Regional	Christianity	Brethren	F	84
Bathurst Regional	Christianity	Brethren	M	89
Bathurst Regional	Christianity	Catholic	F	6526
Bathurst Regional	Christianity	Catholic	M	5862
Bathurst Regional	Christianity	Churches Of Christ	F	20
Bathurst Regional	Christianity	Churches Of Christ	M	14
Bathurst Regional	Christianity	Eastern Orthodox	F	78
Bathurst Regional	Christianity	Eastern Orthodox	M	78
Bathurst Regional	Christianity	Jehovah's Witnesses	F	50
Bathurst Regional	Christianity	Jehovah's Witnesses	M	57
Bathurst Regional	Christianity	Latter Day Saints	F	12
Bathurst Regional	Christianity	Latter Day Saints	M	17
Bathurst Regional	Christianity	Lutheran	F	45
Bathurst Regional	Christianity	Lutheran	M	31
Bathurst Regional	Christianity	Oriental Orthodox	F	8
Bathurst Regional	Christianity	Oriental Orthodox	M	8
Bathurst Regional	Christianity	Pentecostal	F	140
Bathurst Regional	Christianity	Pentecostal	M	137
Bathurst Regional	Christianity	Presbyterian Reformed	F	777
Bathurst Regional	Christianity	Presbyterian Reformed	M	704
Bathurst Regional	Christianity	Protestant (Other)	F	66
Bathurst Regional	Christianity	Protestant (Other)	M	60
Bathurst Regional	Christianity	Salvation Army	F	46
Bathurst Regional	Christianity	Salvation Army	M	34
Bathurst Regional	Christianity	Seventh Day Adventist	F	50
Bathurst Regional	Christianity	Seventh Day Adventist	M	34
Bathurst Regional	Christianity	Uniting Church	F	707
Bathurst Regional	Christianity	Uniting Church	M	564
Bathurst Regional	Hinduism		F	216
Bathurst Regional	Hinduism		M	224
Bathurst Regional	Islam		F	122
Bathurst Regional	Islam		M	158
Bathurst Regional	Judaism		F	4
Bathurst Regional	Judaism		M	5
Bathurst Regional	No religion		F	6716
Bathurst Regional	No religion		M	7394
Bayside (NSW)	(Other)		F	6091
Bayside (NSW)	(Other)		M	6633
Bayside (NSW)	(Other)	(Other)	F	260
Bayside (NSW)	(Other)	(Other)	M	235
Bayside (NSW)	(Other)	Australian Aboriginal Traditional	F	4
Bayside (NSW)	(Other)	Australian Aboriginal Traditional	M	9
Bayside (NSW)	(Other)	Other spiritual beliefs	F	126
Bayside (NSW)	(Other)	Other spiritual beliefs	M	96
Bayside (NSW)	(Other)	Secular beliefs	F	178
Bayside (NSW)	(Other)	Secular beliefs	M	253
Bayside (NSW)	(Other)	Sikhism	F	116
Bayside (NSW)	(Other)	Sikhism	M	146
Bayside (NSW)	Buddhism		F	4477
Bayside (NSW)	Buddhism		M	3292
Bayside (NSW)	Christianity		F	2851
Bayside (NSW)	Christianity		M	2411
Bayside (NSW)	Christianity	(Other)	F	34
Bayside (NSW)	Christianity	(Other)	M	34
Bayside (NSW)	Christianity	Anglican	F	4386
Bayside (NSW)	Christianity	Anglican	M	3941
Bayside (NSW)	Christianity	Assyrian Apostolic	F	159
Bayside (NSW)	Christianity	Assyrian Apostolic	M	164
Bayside (NSW)	Christianity	Baptist	F	643
Bayside (NSW)	Christianity	Baptist	M	562
Bayside (NSW)	Christianity	Brethren	F	6
Bayside (NSW)	Christianity	Brethren	M	3
Bayside (NSW)	Christianity	Catholic	F	20685
Bayside (NSW)	Christianity	Catholic	M	18909
Bayside (NSW)	Christianity	Churches Of Christ	F	61
Bayside (NSW)	Christianity	Churches Of Christ	M	50
Bayside (NSW)	Christianity	Eastern Orthodox	F	10598
Bayside (NSW)	Christianity	Eastern Orthodox	M	10045
Bayside (NSW)	Christianity	Jehovah's Witnesses	F	196
Bayside (NSW)	Christianity	Jehovah's Witnesses	M	136
Bayside (NSW)	Christianity	Latter Day Saints	F	124
Bayside (NSW)	Christianity	Latter Day Saints	M	112
Bayside (NSW)	Christianity	Lutheran	F	84
Bayside (NSW)	Christianity	Lutheran	M	89
Bayside (NSW)	Christianity	Oriental Orthodox	F	882
Bayside (NSW)	Christianity	Oriental Orthodox	M	885
Bayside (NSW)	Christianity	Pentecostal	F	681
Bayside (NSW)	Christianity	Pentecostal	M	536
Bayside (NSW)	Christianity	Presbyterian Reformed	F	943
Bayside (NSW)	Christianity	Presbyterian Reformed	M	883
Bayside (NSW)	Christianity	Protestant (Other)	F	375
Bayside (NSW)	Christianity	Protestant (Other)	M	339
Bayside (NSW)	Christianity	Salvation Army	F	78
Bayside (NSW)	Christianity	Salvation Army	M	64
Bayside (NSW)	Christianity	Seventh Day Adventist	F	86
Bayside (NSW)	Christianity	Seventh Day Adventist	M	69
Bayside (NSW)	Christianity	Uniting Church	F	789
Bayside (NSW)	Christianity	Uniting Church	M	666
Bayside (NSW)	Hinduism		F	3473
Bayside (NSW)	Hinduism		M	4190
Bayside (NSW)	Islam		F	7243
Bayside (NSW)	Islam		M	8030
Bayside (NSW)	Judaism		F	631
Bayside (NSW)	Judaism		M	638
Bayside (NSW)	No religion		F	21617
Bayside (NSW)	No religion		M	23892
Bega Valley	(Other)		F	1494
Bega Valley	(Other)		M	1636
Bega Valley	(Other)	(Other)	F	73
Bega Valley	(Other)	(Other)	M	59
Bega Valley	(Other)	Australian Aboriginal Traditional	F	3
Bega Valley	(Other)	Australian Aboriginal Traditional	M	3
Bega Valley	(Other)	Other spiritual beliefs	F	62
Bega Valley	(Other)	Other spiritual beliefs	M	45
Bega Valley	(Other)	Secular beliefs	F	43
Bega Valley	(Other)	Secular beliefs	M	67
Bega Valley	(Other)	Sikhism	F	5
Bega Valley	(Other)	Sikhism	M	8
Bega Valley	Buddhism		F	228
Bega Valley	Buddhism		M	116
Bega Valley	Christianity		F	379
Bega Valley	Christianity		M	318
Bega Valley	Christianity	(Other)	F	16
Bega Valley	Christianity	(Other)	M	8
Bega Valley	Christianity	Anglican	F	3161
Bega Valley	Christianity	Anglican	M	2724
Bega Valley	Christianity	Baptist	F	152
Bega Valley	Christianity	Baptist	M	136
Bega Valley	Christianity	Catholic	F	2852
Bega Valley	Christianity	Catholic	M	2592
Bega Valley	Christianity	Churches Of Christ	F	9
Bega Valley	Christianity	Eastern Orthodox	F	53
Bega Valley	Christianity	Eastern Orthodox	M	60
Bega Valley	Christianity	Jehovah's Witnesses	F	162
Bega Valley	Christianity	Jehovah's Witnesses	M	104
Bega Valley	Christianity	Latter Day Saints	F	22
Bega Valley	Christianity	Latter Day Saints	M	23
Bega Valley	Christianity	Lutheran	F	50
Bega Valley	Christianity	Lutheran	M	35
Bega Valley	Christianity	Oriental Orthodox	M	3
Bega Valley	Christianity	Pentecostal	F	88
Bega Valley	Christianity	Pentecostal	M	71
Bega Valley	Christianity	Presbyterian Reformed	F	362
Bega Valley	Christianity	Presbyterian Reformed	M	322
Bega Valley	Christianity	Protestant (Other)	F	89
Bega Valley	Christianity	Protestant (Other)	M	88
Bega Valley	Christianity	Salvation Army	F	35
Bega Valley	Christianity	Salvation Army	M	24
Bega Valley	Christianity	Seventh Day Adventist	F	54
Bega Valley	Christianity	Seventh Day Adventist	M	46
Bega Valley	Christianity	Uniting Church	F	569
Bega Valley	Christianity	Uniting Church	M	409
Bega Valley	Hinduism		F	58
Bega Valley	Hinduism		M	57
Bega Valley	Islam		F	23
Bega Valley	Islam		M	30
Bega Valley	Judaism		F	24
Bega Valley	Judaism		M	13
Bega Valley	No religion		F	8228
Bega Valley	No religion		M	8619
Bellingen	(Other)		F	658
Bellingen	(Other)		M	663
Bellingen	(Other)	(Other)	F	67
Bellingen	(Other)	(Other)	M	34
Bellingen	(Other)	Other spiritual beliefs	F	56
Bellingen	(Other)	Other spiritual beliefs	M	24
Bellingen	(Other)	Secular beliefs	F	22
Bellingen	(Other)	Secular beliefs	M	31
Bellingen	(Other)	Sikhism	F	3
Bellingen	(Other)	Sikhism	M	6
Bellingen	Buddhism		F	107
Bellingen	Buddhism		M	71
Bellingen	Christianity		F	159
Bellingen	Christianity		M	117
Bellingen	Christianity	(Other)	F	12
Bellingen	Christianity	(Other)	M	9
Bellingen	Christianity	Anglican	F	980
Bellingen	Christianity	Anglican	M	883
Bellingen	Christianity	Baptist	F	28
Bellingen	Christianity	Baptist	M	34
Bellingen	Christianity	Catholic	F	855
Bellingen	Christianity	Catholic	M	699
Bellingen	Christianity	Eastern Orthodox	F	6
Bellingen	Christianity	Eastern Orthodox	M	13
Bellingen	Christianity	Jehovah's Witnesses	F	20
Bellingen	Christianity	Jehovah's Witnesses	M	3
Bellingen	Christianity	Latter Day Saints	F	4
Bellingen	Christianity	Latter Day Saints	M	3
Bellingen	Christianity	Lutheran	F	12
Bellingen	Christianity	Pentecostal	F	39
Bellingen	Christianity	Pentecostal	M	35
Bellingen	Christianity	Presbyterian Reformed	F	139
Bellingen	Christianity	Presbyterian Reformed	M	119
Bellingen	Christianity	Protestant (Other)	F	17
Bellingen	Christianity	Protestant (Other)	M	25
Bellingen	Christianity	Salvation Army	F	8
Bellingen	Christianity	Seventh Day Adventist	F	13
Bellingen	Christianity	Seventh Day Adventist	M	11
Bellingen	Christianity	Uniting Church	F	264
Bellingen	Christianity	Uniting Church	M	200
Bellingen	Hinduism		F	11
Bellingen	Hinduism		M	17
Bellingen	Islam		F	7
Bellingen	Islam		M	4
Bellingen	Judaism		F	12
Bellingen	Judaism		M	24
Bellingen	No religion		F	3341
Bellingen	No religion		M	3395
Berrigan	(Other)		F	476
Berrigan	(Other)		M	472
Berrigan	(Other)	(Other)	F	16
Berrigan	(Other)	(Other)	M	6
Berrigan	(Other)	Australian Aboriginal Traditional	M	4
Berrigan	(Other)	Other spiritual beliefs	F	4
Berrigan	(Other)	Secular beliefs	F	3
Berrigan	(Other)	Secular beliefs	M	3
Berrigan	(Other)	Sikhism	F	9
Berrigan	(Other)	Sikhism	M	8
Berrigan	Buddhism		F	13
Berrigan	Buddhism		M	6
Berrigan	Christianity		F	62
Berrigan	Christianity		M	50
Berrigan	Christianity	(Other)	M	7
Berrigan	Christianity	Anglican	F	707
Berrigan	Christianity	Anglican	M	601
Berrigan	Christianity	Baptist	F	12
Berrigan	Christianity	Baptist	M	12
Berrigan	Christianity	Catholic	F	1043
Berrigan	Christianity	Catholic	M	998
Berrigan	Christianity	Eastern Orthodox	F	11
Berrigan	Christianity	Eastern Orthodox	M	9
Berrigan	Christianity	Jehovah's Witnesses	F	6
Berrigan	Christianity	Jehovah's Witnesses	M	3
Berrigan	Christianity	Latter Day Saints	F	31
Berrigan	Christianity	Latter Day Saints	M	17
Berrigan	Christianity	Lutheran	F	20
Berrigan	Christianity	Lutheran	M	18
Berrigan	Christianity	Oriental Orthodox	F	3
Berrigan	Christianity	Oriental Orthodox	M	3
Berrigan	Christianity	Pentecostal	F	15
Berrigan	Christianity	Pentecostal	M	8
Berrigan	Christianity	Presbyterian Reformed	F	210
Berrigan	Christianity	Presbyterian Reformed	M	208
Berrigan	Christianity	Protestant (Other)	F	10
Berrigan	Christianity	Protestant (Other)	M	13
Berrigan	Christianity	Salvation Army	F	6
Berrigan	Christianity	Salvation Army	M	5
Berrigan	Christianity	Seventh Day Adventist	M	3
Berrigan	Christianity	Uniting Church	F	301
Berrigan	Christianity	Uniting Church	M	239
Berrigan	Hinduism		F	13
Berrigan	Hinduism		M	19
Berrigan	Islam		F	10
Berrigan	Islam		M	6
Berrigan	Judaism		M	3
Berrigan	No religion		F	1409
Berrigan	No religion		M	1536
Blacktown	(Other)		F	12860
Blacktown	(Other)		M	14678
Blacktown	(Other)	(Other)	F	1093
Blacktown	(Other)	(Other)	M	975
Blacktown	(Other)	Australian Aboriginal Traditional	F	26
Blacktown	(Other)	Australian Aboriginal Traditional	M	12
Blacktown	(Other)	Other spiritual beliefs	F	243
Blacktown	(Other)	Other spiritual beliefs	M	180
Blacktown	(Other)	Secular beliefs	F	285
Blacktown	(Other)	Secular beliefs	M	340
Blacktown	(Other)	Sikhism	F	8333
Blacktown	(Other)	Sikhism	M	9799
Blacktown	Buddhism		F	4132
Blacktown	Buddhism		M	3456
Blacktown	Christianity		F	7081
Blacktown	Christianity		M	6563
Blacktown	Christianity	(Other)	F	188
Blacktown	Christianity	(Other)	M	154
Blacktown	Christianity	Anglican	F	15582
Blacktown	Christianity	Anglican	M	13393
Blacktown	Christianity	Assyrian Apostolic	F	116
Blacktown	Christianity	Assyrian Apostolic	M	139
Blacktown	Christianity	Baptist	F	2519
Blacktown	Christianity	Baptist	M	2236
Blacktown	Christianity	Brethren	F	51
Blacktown	Christianity	Brethren	M	53
Blacktown	Christianity	Catholic	F	51183
Blacktown	Christianity	Catholic	M	46846
Blacktown	Christianity	Churches Of Christ	F	462
Blacktown	Christianity	Churches Of Christ	M	421
Blacktown	Christianity	Eastern Orthodox	F	3225
Blacktown	Christianity	Eastern Orthodox	M	3072
Blacktown	Christianity	Jehovah's Witnesses	F	639
Blacktown	Christianity	Jehovah's Witnesses	M	504
Blacktown	Christianity	Latter Day Saints	F	1165
Blacktown	Christianity	Latter Day Saints	M	1062
Blacktown	Christianity	Lutheran	F	174
Blacktown	Christianity	Lutheran	M	155
Blacktown	Christianity	Oriental Orthodox	F	2019
Blacktown	Christianity	Oriental Orthodox	M	2030
Blacktown	Christianity	Pentecostal	F	3815
Blacktown	Christianity	Pentecostal	M	3337
Blacktown	Christianity	Presbyterian Reformed	F	2907
Blacktown	Christianity	Presbyterian Reformed	M	2471
Blacktown	Christianity	Protestant (Other)	F	1803
Blacktown	Christianity	Protestant (Other)	M	1646
Blacktown	Christianity	Salvation Army	F	221
Blacktown	Christianity	Salvation Army	M	163
Blacktown	Christianity	Seventh Day Adventist	F	1088
Blacktown	Christianity	Seventh Day Adventist	M	925
Blacktown	Christianity	Uniting Church	F	2852
Blacktown	Christianity	Uniting Church	M	2464
Blacktown	Hinduism		F	25534
Blacktown	Hinduism		M	26268
Blacktown	Islam		F	15606
Blacktown	Islam		M	16159
Blacktown	Judaism		F	77
Blacktown	Judaism		M	80
Blacktown	No religion		F	33621
Blacktown	No religion		M	38301
Bland	(Other)		F	268
Bland	(Other)		M	330
Bland	(Other)	(Other)	F	7
Bland	(Other)	(Other)	M	3
Bland	(Other)	Secular beliefs	F	5
Bland	(Other)	Secular beliefs	M	4
Bland	Buddhism		F	12
Bland	Buddhism		M	5
Bland	Christianity		F	109
Bland	Christianity		M	94
Bland	Christianity	Anglican	F	659
Bland	Christianity	Anglican	M	558
Bland	Christianity	Baptist	F	20
Bland	Christianity	Baptist	M	17
Bland	Christianity	Catholic	F	725
Bland	Christianity	Catholic	M	676
Bland	Christianity	Churches Of Christ	F	5
Bland	Christianity	Churches Of Christ	M	3
Bland	Christianity	Eastern Orthodox	F	4
Bland	Christianity	Jehovah's Witnesses	F	18
Bland	Christianity	Jehovah's Witnesses	M	9
Bland	Christianity	Latter Day Saints	M	3
Bland	Christianity	Lutheran	F	47
Bland	Christianity	Lutheran	M	46
Bland	Christianity	Pentecostal	F	5
Bland	Christianity	Pentecostal	M	6
Bland	Christianity	Presbyterian Reformed	F	135
Bland	Christianity	Presbyterian Reformed	M	153
Bland	Christianity	Protestant (Other)	F	18
Bland	Christianity	Protestant (Other)	M	6
Bland	Christianity	Salvation Army	F	10
Bland	Christianity	Salvation Army	M	12
Bland	Christianity	Seventh Day Adventist	F	6
Bland	Christianity	Uniting Church	F	152
Bland	Christianity	Uniting Church	M	148
Bland	Hinduism		F	10
Bland	Hinduism		M	10
Bland	Islam		F	3
Bland	Islam		M	3
Bland	No religion		F	534
Bland	No religion		M	679
Blayney	(Other)		F	286
Blayney	(Other)		M	300
Blayney	(Other)	(Other)	F	24
Blayney	(Other)	(Other)	M	10
Blayney	(Other)	Other spiritual beliefs	M	3
Blayney	(Other)	Secular beliefs	F	5
Blayney	(Other)	Secular beliefs	M	5
Blayney	Buddhism		F	25
Blayney	Buddhism		M	8
Blayney	Christianity		F	73
Blayney	Christianity		M	72
Blayney	Christianity	(Other)	F	4
Blayney	Christianity	Anglican	F	755
Blayney	Christianity	Anglican	M	729
Blayney	Christianity	Baptist	F	66
Blayney	Christianity	Baptist	M	63
Blayney	Christianity	Catholic	F	962
Blayney	Christianity	Catholic	M	882
Blayney	Christianity	Eastern Orthodox	F	7
Blayney	Christianity	Eastern Orthodox	M	4
Blayney	Christianity	Jehovah's Witnesses	F	5
Blayney	Christianity	Jehovah's Witnesses	M	4
Blayney	Christianity	Lutheran	F	11
Blayney	Christianity	Lutheran	M	15
Blayney	Christianity	Pentecostal	F	42
Blayney	Christianity	Pentecostal	M	32
Blayney	Christianity	Presbyterian Reformed	F	139
Blayney	Christianity	Presbyterian Reformed	M	114
Blayney	Christianity	Protestant (Other)	F	14
Blayney	Christianity	Protestant (Other)	M	12
Blayney	Christianity	Salvation Army	F	14
Blayney	Christianity	Salvation Army	M	11
Blayney	Christianity	Seventh Day Adventist	F	6
Blayney	Christianity	Seventh Day Adventist	M	3
Blayney	Christianity	Uniting Church	F	197
Blayney	Christianity	Uniting Church	M	175
Blayney	Hinduism		F	5
Blayney	Islam		F	9
Blayney	Islam		M	11
Blayney	Judaism		F	3
Blayney	No religion		F	1137
Blayney	No religion		M	1272
Blue Mountains	(Other)		F	2088
Blue Mountains	(Other)		M	2122
Blue Mountains	(Other)	(Other)	F	304
Blue Mountains	(Other)	(Other)	M	209
Blue Mountains	(Other)	Australian Aboriginal Traditional	F	12
Blue Mountains	(Other)	Australian Aboriginal Traditional	M	8
Blue Mountains	(Other)	Other spiritual beliefs	F	202
Blue Mountains	(Other)	Other spiritual beliefs	M	116
Blue Mountains	(Other)	Secular beliefs	F	180
Blue Mountains	(Other)	Secular beliefs	M	245
Blue Mountains	(Other)	Sikhism	F	24
Blue Mountains	(Other)	Sikhism	M	25
Blue Mountains	Buddhism		F	657
Blue Mountains	Buddhism		M	422
Blue Mountains	Christianity		F	1203
Blue Mountains	Christianity		M	1061
Blue Mountains	Christianity	(Other)	F	55
Blue Mountains	Christianity	(Other)	M	39
Blue Mountains	Christianity	Anglican	F	5749
Blue Mountains	Christianity	Anglican	M	4837
Blue Mountains	Christianity	Assyrian Apostolic	F	6
Blue Mountains	Christianity	Assyrian Apostolic	M	4
Blue Mountains	Christianity	Baptist	F	881
Blue Mountains	Christianity	Baptist	M	780
Blue Mountains	Christianity	Brethren	F	140
Blue Mountains	Christianity	Brethren	M	136
Blue Mountains	Christianity	Catholic	F	7302
Blue Mountains	Christianity	Catholic	M	6159
Blue Mountains	Christianity	Churches Of Christ	F	33
Blue Mountains	Christianity	Churches Of Christ	M	32
Blue Mountains	Christianity	Eastern Orthodox	F	286
Blue Mountains	Christianity	Eastern Orthodox	M	295
Blue Mountains	Christianity	Jehovah's Witnesses	F	163
